N_STATES,MODEL,CANDIDATE,SPLIT,FROM_STATE,TO_STATE,OBSERVED_TRANSITIONS,MEAN_PROBABILITY_ASSIGNED_TO_DESTINATION,MEDIAN_PROBABILITY_ASSIGNED_TO_DESTINATION,MEAN_DESTINATION_LOG_LOSS
4,MLR,state_market,prediction,0,2,74,0.036599015762595395,0.03692709323505471,3.3226037949715512
4,MLR,state_market,prediction,1,0,1,0.0025511741960165574,0.0025511741960165574,5.97120155676903
4,MLR,state_market,prediction,1,2,19,0.017962299951400185,0.011204385667909983,4.5716982552648
4,MLR,state_market,prediction,1,3,4,0.052892149659829815,0.015338551013382933,4.232157891724515
4,MLR,state_market,prediction,2,0,72,0.05844237109803301,0.05858647101449649,2.8581038712244
4,MLR,state_market,prediction,2,1,20,0.0035771282531680813,0.0025854961084791407,6.295621663462417
4,MLR,state_market,prediction,2,3,2,0.005377644195928431,0.005377644195928431,5.456697302152368
4,MLR,state_market,prediction,3,1,4,0.019688316268900267,0.005511134983785455,4.834395653851005
4,MLR,state_market,prediction,3,2,2,0.03171506544615287,0.03171506544615287,3.457117325650704
4,MLR,state_duration,prediction,0,2,74,0.04853031160086378,0.05251131481197402,3.0520947161426153
4,MLR,state_duration,prediction,1,0,1,0.003015360078997107,0.003015360078997107,5.804036026747649
4,MLR,state_duration,prediction,1,2,19,0.03507388390863573,0.035157160058049176,3.353615522639669
4,MLR,state_duration,prediction,1,3,4,0.016027984336608948,0.016027984336608948,4.13343997758694
4,MLR,state_duration,prediction,2,0,72,0.08433976567512465,0.0890754010162968,2.4874801608387624
4,MLR,state_duration,prediction,2,1,20,0.0014727857468962587,0.001308853065127834,6.538496894431719
4,MLR,state_duration,prediction,2,3,2,0.0057778990862784865,0.0057778990862784865,5.15371514225529
4,MLR,state_duration,prediction,3,1,4,0.12865839583637695,0.13232758472639944,2.0524932208992377
4,MLR,state_duration,prediction,3,2,2,0.08426205866742696,0.08426205866742696,2.483063057140569
4,MLR,state_market_restricted_duration,prediction,0,2,74,0.03501774535961465,0.03562656953395141,3.3698065695614154
4,MLR,state_market_restricted_duration,prediction,1,0,1,0.0027405555786289035,0.0027405555786289035,5.8995946132134325
4,MLR,state_market_restricted_duration,prediction,1,2,19,0.023196134373642534,0.014093067675405148,4.322917161601932
4,MLR,state_market_restricted_duration,prediction,1,3,4,0.04636207031212165,0.012513160160161671,4.413064346214952
4,MLR,state_market_restricted_duration,prediction,2,0,72,0.061359737808909985,0.062384142983599,2.8101010161307105
4,MLR,state_market_restricted_duration,prediction,2,1,20,0.0027370355046335247,0.0019547882077011773,6.484906382305472
4,MLR,state_market_restricted_duration,prediction,2,3,2,0.004781165010679198,0.004781165010679198,5.555534724981516
4,MLR,state_market_restricted_duration,prediction,3,1,4,0.018138828556533305,0.005623391735019321,4.849800620100591
4,MLR,state_market_restricted_duration,prediction,3,2,2,0.03631472528201403,0.03631472528201403,3.315833774070338
4,MLR,full,prediction,0,2,74,0.04858085084181411,0.04948255388916227,3.0593779204539415
4,MLR,full,prediction,1,0,1,0.004250101291524774,0.004250101291524774,5.460812463029874
4,MLR,full,prediction,1,2,19,0.030830886303838356,0.018656529927966972,4.135338226181317
4,MLR,full,prediction,1,3,4,0.06904123208627798,0.015235802713228363,4.395679689285083
4,MLR,full,prediction,2,0,72,0.08473968228468805,0.08629357669417972,2.5014014370953612
4,MLR,full,prediction,2,1,20,0.002266867613373478,0.0014829658697281859,6.807158102334279
4,MLR,full,prediction,2,3,2,0.007052432834711809,0.007052432834711809,5.094491233172527
4,MLR,full,prediction,3,1,4,0.005338818098894346,0.003988306924399648,5.4770808368687876
4,MLR,full,prediction,3,2,2,0.07016986895522101,0.07016986895522101,2.892564155510118
4,MLG,state_only,validation,0,1,1,0.03566051061058633,0.03566051061058633,3.3337113477885705
4,MLG,state_only,validation,0,2,135,0.08976976549119148,0.08976976549119146,2.4105070475463326
4,MLG,state_only,validation,0,3,1,0.01325616235737663,0.01325616235737663,4.323292751092156
4,MLG,state_only,validation,1,0,1,0.33931851939341007,0.33931851939341007,1.0808160275042917
4,MLG,state_only,validation,1,2,32,0.2994445852767296,0.2994445852767296,1.205825902663471
4,MLG,state_only,validation,2,0,137,0.14345710800165837,0.14345710800165837,1.9417191874048003
4,MLG,state_only,validation,2,1,29,0.04999953195055457,0.049999531950554565,2.9957416345867127
4,MLG,state_only,validation,2,3,2,0.018329353877615768,0.018329353877615768,3.9992514671999304
4,MLG,state_only,validation,3,1,2,0.11928203551652754,0.11928203551652754,2.126264543643363
4,MLG,state_only,validation,3,2,1,0.37963549518712963,0.37963549518712963,0.968543709802444
4,MLG,state_market,validation,0,1,1,0.033691901603453214,0.033691901603453214,3.390497779005408
4,MLG,state_market,validation,0,2,135,0.09038800718970524,0.0902797492445542,2.4039487712394236
4,MLG,state_market,validation,0,3,1,0.011294249862672627,0.011294249862672627,4.4834615444882875
4,MLG,state_market,validation,1,0,1,0.353677610761854,0.353677610761854,1.0393694848538126
4,MLG,state_market,validation,1,2,32,0.30486381582587624,0.30544809453351496,1.1881214241138607
4,MLG,state_market,validation,2,0,137,0.1459495205887248,0.1466516544811514,1.9251450405402397
4,MLG,state_market,validation,2,1,29,0.04997451772079563,0.04849776904074234,2.9989674227419933
4,MLG,state_market,validation,2,3,2,0.01669472109316413,0.01669472109316413,4.225678220597025
4,MLG,state_market,validation,3,1,2,0.13907550427997084,0.13907550427997084,1.972786999477497
4,MLG,state_market,validation,3,2,1,0.3668273102184863,0.3668273102184863,1.0028640860321039
4,MLG,state_duration,validation,0,1,1,0.04203852368623914,0.04203852368623914,3.169168850472988
4,MLG,state_duration,validation,0,2,135,0.11849332421033915,0.1131793005731446,2.2987256533314557
4,MLG,state_duration,validation,0,3,1,0.0012919636332640587,0.0012919636332640587,6.651592021646317
4,MLG,state_duration,validation,1,0,1,0.16799959846814846,0.16799959846814846,1.7837936896522792
4,MLG,state_duration,validation,1,2,32,0.15244963641155135,0.16211291899360963,2.0303253135618284
4,MLG,state_duration,validation,2,0,137,0.14832125092965928,0.14249248045292442,2.0553524082329586
4,MLG,state_duration,validation,2,1,29,0.03605901793443978,0.0341549416642558,3.4797006068510465
4,MLG,state_duration,validation,2,3,2,0.01786992421870359,0.01786992421870359,4.105251992036135
4,MLG,state_duration,validation,3,1,2,0.14329645750617562,0.14329645750617562,1.943301194256324
4,MLG,state_duration,validation,3,2,1,0.17643521061910675,0.17643521061910675,1.7348015486439312
4,MLG,state_market_restricted_duration,validation,0,1,1,0.04520609923819762,0.04520609923819762,3.0965232623492085
4,MLG,state_market_restricted_duration,validation,0,2,135,0.1043579289335506,0.10615488410802405,2.2630940393396597
4,MLG,state_market_restricted_duration,validation,0,3,1,0.009348545219606675,0.009348545219606675,4.6725345392730695
4,MLG,state_market_restricted_duration,validation,1,0,1,0.3074296593328324,0.3074296593328324,1.1795089680399982
4,MLG,state_market_restricted_duration,validation,1,2,32,0.31215704764076513,0.3134813176614425,1.1644296011071715
4,MLG,state_market_restricted_duration,validation,2,0,137,0.1280767927183016,0.1277838451036211,2.058654730147872
4,MLG,state_market_restricted_duration,validation,2,1,29,0.05380425786442399,0.052764594387295895,2.925088984141992
4,MLG,state_market_restricted_duration,validation,2,3,2,0.019427106077150695,0.019427106077150695,4.027006737445683
4,MLG,state_market_restricted_duration,validation,3,1,2,0.15761131075183793,0.15761131075183793,1.8476268673727358
4,MLG,state_market_restricted_duration,validation,3,2,1,0.390368487892208,0.390368487892208,0.9406641451902528
4,MLG,full,validation,0,1,1,0.041209293276534865,0.041209293276534865,3.1890914830981694
4,MLG,full,validation,0,2,135,0.11898956845732711,0.11270783179067395,2.294936085996324
4,MLG,full,validation,0,3,1,0.0011890274268247123,0.0011890274268247123,6.734619594403528
4,MLG,full,validation,1,0,1,0.18745950220662866,0.18745950220662866,1.6741924451318027
4,MLG,full,validation,1,2,32,0.15655049314570377,0.16103207511813986,2.0053865382531795
4,MLG,full,validation,2,0,137,0.15035623302449308,0.13804043123304977,2.038593605360252
4,MLG,full,validation,2,1,29,0.03704067398246646,0.03676059475995318,3.463928127399469
4,MLG,full,validation,2,3,2,0.014517244935623206,0.014517244935623206,4.238626186631811
4,MLG,full,validation,3,1,2,0.1680612802204108,0.1680612802204108,1.784621580507678
4,MLG,full,validation,3,2,1,0.20961835807247664,0.20961835807247664,1.5624667441470512
4,MLG,state_only,prediction,0,2,74,0.08976976549119145,0.08976976549119146,2.4105070475463326
4,MLG,state_only,prediction,1,0,1,0.33931851939341007,0.33931851939341007,1.0808160275042917
4,MLG,state_only,prediction,1,2,19,0.2994445852767296,0.2994445852767296,1.2058259026634708
4,MLG,state_only,prediction,1,3,4,0.037242416141487995,0.037242416141487995,3.2903069484016427
4,MLG,state_only,prediction,2,0,72,0.14345710800165837,0.14345710800165837,1.9417191874048005
4,MLG,state_only,prediction,2,1,20,0.04999953195055458,0.049999531950554565,2.995741634586714
4,MLG,state_only,prediction,2,3,2,0.018329353877615768,0.018329353877615768,3.9992514671999304
4,MLG,state_only,prediction,3,1,4,0.11928203551652754,0.11928203551652754,2.126264543643363
4,MLG,state_only,prediction,3,2,2,0.37963549518712963,0.37963549518712963,0.968543709802444
4,MLG,state_market,prediction,0,2,74,0.09024163517096612,0.0901731288866991,2.405597469937269
4,MLG,state_market,prediction,1,0,1,0.3495567102458652,0.3495567102458652,1.0510894693957396
4,MLG,state_market,prediction,1,2,19,0.3017506271528673,0.30366363181220496,1.1985011822114486
4,MLG,state_market,prediction,1,3,4,0.06976052487996348,0.05008035881867261,2.85038363462246
4,MLG,state_market,prediction,2,0,72,0.14442824492817405,0.14469661401825418,1.9356008403264298
4,MLG,state_market,prediction,2,1,20,0.04986013636987559,0.049011283336226674,3.0020650085817815
4,MLG,state_market,prediction,2,3,2,0.024837502288598344,0.024837502288598344,3.6974655502359512
4,MLG,state_market,prediction,3,1,4,0.12692685328227182,0.11212464581552924,2.12970349876952
4,MLG,state_market,prediction,3,2,2,0.37994455345967737,0.37994455345967737,0.9678622892077534
4,MLG,state_duration,prediction,0,2,74,0.09082075457098161,0.07393626959061798,2.68554509649732
4,MLG,state_duration,prediction,1,0,1,0.05102611281472157,0.05102611281472157,2.9754177613183317
4,MLG,state_duration,prediction,1,2,19,0.20841891370784102,0.1796457168876977,1.6729972940154143
4,MLG,state_duration,prediction,1,3,4,0.06416328767210447,0.06416328767210447,2.7466783972850237
4,MLG,state_duration,prediction,2,0,72,0.14592763981527948,0.14249248045292442,2.0975569129635634
4,MLG,state_duration,prediction,2,1,20,0.028293717063745137,0.02977505925249354,3.9147409996074325
4,MLG,state_duration,prediction,2,3,2,0.00912680339292728,0.00912680339292728,4.6965397669386135
4,MLG,state_duration,prediction,3,1,4,0.12207835981225156,0.1368800111110153,2.1487341955969974
4,MLG,state_duration,prediction,3,2,2,0.23972680777509775,0.23972680777509775,1.433557628863071
4,MLG,state_market_restricted_duration,prediction,0,2,74,0.09942848617183117,0.10124629338855512,2.3131340165642897
4,MLG,state_market_restricted_duration,prediction,1,0,1,0.33118108726397333,0.33118108726397333,1.1050899617730872
4,MLG,state_market_restricted_duration,prediction,1,2,19,0.3097561711851931,0.3114014740294681,1.1724234733268073
4,MLG,state_market_restricted_duration,prediction,1,3,4,0.09094041510251648,0.06951516640407697,2.5584547217553486
4,MLG,state_market_restricted_duration,prediction,2,0,72,0.12747436957241065,0.12719462938174947,2.063488057459788
4,MLG,state_market_restricted_duration,prediction,2,1,20,0.052760150281835935,0.051491173191824294,2.94731213563876
4,MLG,state_market_restricted_duration,prediction,2,3,2,0.026237680001565993,0.026237680001565993,3.6424229915764266
4,MLG,state_market_restricted_duration,prediction,3,1,4,0.1322334850450382,0.11824564808772284,2.1014670712702532
4,MLG,state_market_restricted_duration,prediction,3,2,2,0.40538045802394723,0.40538045802394723,0.9029292750905964
4,MLG,full,prediction,0,2,74,0.09081397242450927,0.07345590792923472,2.681692131442273
4,MLG,full,prediction,1,0,1,0.058621332986827986,0.058621332986827986,2.8366566045033395
4,MLG,full,prediction,1,2,19,0.21011385764336243,0.1852306629295173,1.6871470528174082
4,MLG,full,prediction,1,3,4,0.08718839318391218,0.07798230678507886,2.509746479218216
4,MLG,full,prediction,2,0,72,0.14714647551476942,0.1396751297834359,2.0919877356824066
4,MLG,full,prediction,2,1,20,0.03066244900289041,0.024793664903760906,3.9287839944442866
4,MLG,full,prediction,2,3,2,0.01070194955539551,0.01070194955539551,4.537380293698997
4,MLG,full,prediction,3,1,4,0.07115146217915096,0.07526051685445784,2.70990778396422
4,MLG,full,prediction,3,2,2,0.25538778521850347,0.25538778521850347,1.3733901273463114
