LOG_LOSS,BRIER_SCORE,ACCURACY,ECE,EXIT_LOG_LOSS,EXIT_BRIER_SCORE,EXIT_RATE_ACTUAL,EXIT_RATE_PREDICTED,EXIT_RECALL_AT_0_5,EXIT_PRECISION_AT_0_5,EXIT_ROC_AUC,EXIT_AVERAGE_PRECISION,N_STATES,MODEL,CANDIDATE,SPLIT,SPLIT_START,SPLIT_END,EVAL_ROWS
0.20533012404807502,0.09386977411635963,0.9507936507936507,0.034403627163086314,0.20533012404807513,0.04693488705817982,0.049206349206349205,0.014802722043263177,0.0,0.0,0.6814583445527492,0.10273033447738014,2,MLR,state_only,validation,2009-06-02,2016-12-30,1890
0.21006043899950083,0.09430068159315162,0.9507936507936507,0.03524449196334341,0.2100604389995008,0.04715034079657581,0.049206349206349205,0.0140730403771465,0.0,0.0,0.6773894363963835,0.11461683357326388,2,MLR,state_market,validation,2009-06-02,2016-12-30,1890
0.1898589107152759,0.09200247751992285,0.9507936507936507,0.028047799307240995,0.18985891071527586,0.04600123875996143,0.049206349206349205,0.021158549899108293,0.0,0.0,0.7911453378091323,0.16530061526897646,2,MLR,state_duration,validation,2009-06-02,2016-12-30,1890
0.20676094497156014,0.09454276244519542,0.9507936507936507,0.034634473882961536,0.20676094497156006,0.04727138122259771,0.049206349206349205,0.014686783557190872,0.0,0.0,0.7465130055468792,0.11906129991322992,2,MLR,state_market_restricted_duration,validation,2009-06-02,2016-12-30,1890
0.19392111624429853,0.09242953555211775,0.9507936507936507,0.029033408180102863,0.19392111624429853,0.04621476777605888,0.049206349206349205,0.020172941026246293,0.0,0.0,0.7344498896009477,0.13867270179590635,2,MLR,full,validation,2009-06-02,2016-12-30,1890
0.20145863271181386,0.09076891746474601,0.9526011560693641,0.029962449512848877,0.201458632711814,0.045384458732373005,0.047398843930635835,0.0174363944177872,0.0,0.0,0.6392597087378642,0.07419203280275634,2,MLR,state_only,prediction,2017-01-03,2023-12-05,1730
0.20691125705070373,0.09138996525141466,0.9526011560693641,0.03216935752594705,0.20691125705070373,0.04569498262570733,0.047398843930635835,0.01703509099276905,0.0,0.0,0.6292771726260952,0.08069304730512507,2,MLR,state_market,prediction,2017-01-03,2023-12-05,1730
0.18778739216357512,0.08932143206408766,0.9526011560693641,0.023263651569070398,0.1877873921635751,0.04466071603204383,0.047398843930635835,0.024135192361565406,0.0,0.0,0.7522976852948142,0.1164222222873938,2,MLR,state_duration,prediction,2017-01-03,2023-12-05,1730
0.20178328095817655,0.09136159071206776,0.9526011560693641,0.03159046651000015,0.20178328095817655,0.04568079535603388,0.047398843930635835,0.017528602376490197,0.0,0.0,0.7034764977504142,0.08720399554825782,2,MLR,state_market_restricted_duration,prediction,2017-01-03,2023-12-05,1730
0.1927438932808896,0.09002803827725496,0.9526011560693641,0.026123238930465077,0.19274389328088964,0.04501401913862748,0.047398843930635835,0.02336963873571815,0.0,0.0,0.6724558962822638,0.09514845775138144,2,MLR,full,prediction,2017-01-03,2023-12-05,1730
