N_STATES,TERM,P_VALUE,PREDICTOR_VALUE,LOG_ODDS_CONTRAST,FITTED_LOG_ODDS,OBSERVATION_COUNT,NUMERATOR_COUNT,DENOMINATOR_COUNT,OBSERVED_LOG_ODDS,OBSERVED_LOG_ODDS_SE
2,IBOXIG_LAG_0,0.02,0.021548481012658223,1 vs 0,-3.361089535644434,,,,,
2,IBOXIG_LAG_0,0.02,0.02223924050632911,1 vs 0,-3.3613028552522897,,,,,
2,IBOXIG_LAG_0,0.02,0.02293,1 vs 0,-3.3616337732576396,,,,,
2,IBOXIG_LAG_0,0.02,-0.0055,1 vs 0,,233.0,78.0,155.0,-0.6835471068309261,0.1384547639858856
2,IBOXIG_LAG_0,0.02,-0.00306,1 vs 0,,231.0,40.0,191.0,-1.5535858345082072,0.1729545898193334
2,IBOXIG_LAG_0,0.02,-0.001735,1 vs 0,,232.0,29.0,203.0,-1.9312757415368755,0.19700840083293575
2,IBOXIG_LAG_0,0.02,-0.00084,1 vs 0,,233.0,27.0,206.0,-2.016114407728562,0.2029932298766215
2,IBOXIG_LAG_0,0.02,0.0,1 vs 0,,229.0,26.0,203.0,-2.038521271890473,0.20651841073039634
2,IBOXIG_LAG_0,0.02,0.000655,1 vs 0,,232.0,25.0,207.0,-2.0964528875063726,0.20984509377858598
2,IBOXIG_LAG_0,0.02,0.00137,1 vs 0,,231.0,22.0,209.0,-2.231208430151818,0.22185065727687606
2,IBOXIG_LAG_0,0.02,0.00235,1 vs 0,,232.0,29.0,203.0,-1.9312757415368755,0.19700840083293575
2,IBOXIG_LAG_0,0.02,0.00348,1 vs 0,,231.0,48.0,183.0,-1.3306508695511874,0.16145633459757744
2,IBOXIG_LAG_0,0.02,0.005775000000000001,1 vs 0,,232.0,69.0,163.0,-0.8554862377665616,0.14319461288646101
2,JPEICORE_LAG_0,0.02,-0.06446,1 vs 0,-3.101170583994701,,,,,
2,JPEICORE_LAG_0,0.02,-0.06301493670886077,1 vs 0,-3.106906116913806,,,,,
2,JPEICORE_LAG_0,0.02,-0.06156987341772152,1 vs 0,-3.112653263328606,,,,,
2,JPEICORE_LAG_0,0.02,-0.06012481012658228,1 vs 0,-3.1184130639215555,,,,,
2,JPEICORE_LAG_0,0.02,-0.05867974683544304,1 vs 0,-3.124186559375109,,,,,
2,JPEICORE_LAG_0,0.02,-0.0572346835443038,1 vs 0,-3.129974790371722,,,,,
2,JPEICORE_LAG_0,0.02,-0.05578962025316456,1 vs 0,-3.135778797593849,,,,,
2,JPEICORE_LAG_0,0.02,-0.05434455696202532,1 vs 0,-3.1415996217239455,,,,,
2,JPEICORE_LAG_0,0.02,-0.052899493670886075,1 vs 0,-3.1474383034444657,,,,,
2,JPEICORE_LAG_0,0.02,-0.05145443037974684,1 vs 0,-3.153295883437865,,,,,
2,JPEICORE_LAG_0,0.02,-0.05000936708860759,1 vs 0,-3.1591734023865987,,,,,
2,JPEICORE_LAG_0,0.02,-0.04856430379746836,1 vs 0,-3.1650719009731207,,,,,
2,JPEICORE_LAG_0,0.02,-0.04711924050632912,1 vs 0,-3.170992419879887,,,,,
2,JPEICORE_LAG_0,0.02,-0.045674177215189876,1 vs 0,-3.1769359997893516,,,,,
2,JPEICORE_LAG_0,0.02,-0.044229113924050635,1 vs 0,-3.1829036813839693,,,,,
2,JPEICORE_LAG_0,0.02,-0.042784050632911394,1 vs 0,-3.1888965053461966,,,,,
2,JPEICORE_LAG_0,0.02,-0.04133898734177215,1 vs 0,-3.1949155111946737,,,,,
2,JPEICORE_LAG_0,0.02,-0.03989392405063291,1 vs 0,-3.200961491719687,,,,,
2,JPEICORE_LAG_0,0.02,-0.03844886075949367,1 vs 0,-3.207034689227974,,,,,
2,JPEICORE_LAG_0,0.02,-0.03700379746835443,1 vs 0,-3.2131352715422383,,,,,
2,JPEICORE_LAG_0,0.02,-0.03555873417721519,1 vs 0,-3.2192634064851853,,,,,
2,JPEICORE_LAG_0,0.02,-0.03411367088607595,1 vs 0,-3.225419261879519,,,,,
2,JPEICORE_LAG_0,0.02,-0.032668607594936706,1 vs 0,-3.2316030055479446,,,,,
2,JPEICORE_LAG_0,0.02,-0.031223544303797465,1 vs 0,-3.2378148053131666,,,,,
2,JPEICORE_LAG_0,0.02,-0.02977848101265823,1 vs 0,-3.2440548289978905,,,,,
2,JPEICORE_LAG_0,0.02,-0.02833341772151899,1 vs 0,-3.250323244424819,,,,,
2,JPEICORE_LAG_0,0.02,-0.02688835443037975,1 vs 0,-3.256620219416659,,,,,
2,JPEICORE_LAG_0,0.02,-0.025443291139240508,1 vs 0,-3.2629459217961143,,,,,
2,JPEICORE_LAG_0,0.02,-0.023998227848101267,1 vs 0,-3.269300519385889,,,,,
2,JPEICORE_LAG_0,0.02,-0.022553164556962026,1 vs 0,-3.2756841800086884,,,,,
2,JPEICORE_LAG_0,0.02,-0.021108101265822785,1 vs 0,-3.282097071487217,,,,,
2,JPEICORE_LAG_0,0.02,-0.019663037974683543,1 vs 0,-3.2885393616441796,,,,,
2,JPEICORE_LAG_0,0.02,-0.018217974683544302,1 vs 0,-3.295011186754757,,,,,
2,JPEICORE_LAG_0,0.02,-0.01677291139240506,1 vs 0,-3.3015114566841373,,,,,
2,JPEICORE_LAG_0,0.02,-0.01532784810126582,1 vs 0,-3.3080374881475487,,,,,
2,JPEICORE_LAG_0,0.02,-0.013882784810126579,1 vs 0,-3.3145864913873275,,,,,
2,JPEICORE_LAG_0,0.02,-0.012437721518987338,1 vs 0,-3.3211556766458106,,,,,
2,JPEICORE_LAG_0,0.02,-0.010992658227848097,1 vs 0,-3.327742254165331,,,,,
2,JPEICORE_LAG_0,0.02,-0.009547594936708856,1 vs 0,-3.334343434188228,,,,,
2,JPEICORE_LAG_0,0.02,-0.008102531645569615,1 vs 0,-3.3409564269568346,,,,,
2,JPEICORE_LAG_0,0.02,-0.006657468354430374,1 vs 0,-3.3475784427134885,,,,,
2,JPEICORE_LAG_0,0.02,-0.0052124050632911395,1 vs 0,-3.3542066917005244,,,,,
2,JPEICORE_LAG_0,0.02,-0.0037673417721518984,1 vs 0,-3.360838384160278,,,,,
2,JPEICORE_LAG_0,0.02,-0.0023222784810126573,1 vs 0,-3.3674707303350866,,,,,
2,JPEICORE_LAG_0,0.02,-0.0008772151898734093,1 vs 0,-3.374100940467284,,,,,
2,JPEICORE_LAG_0,0.02,0.0005678481012658249,1 vs 0,-3.3807262247992083,,,,,
2,JPEICORE_LAG_0,0.02,0.002012911392405073,1 vs 0,-3.387343793573193,,,,,
2,JPEICORE_LAG_0,0.02,0.003457974683544307,1 vs 0,-3.393950857031575,,,,,
2,JPEICORE_LAG_0,0.02,0.004903037974683541,1 vs 0,-3.4005447237358712,,,,,
2,JPEICORE_LAG_0,0.02,0.006348101265822789,1 vs 0,-3.407124173393857,,,,,
2,JPEICORE_LAG_0,0.02,0.007793164556962023,1 vs 0,-3.413689118204613,,,,,
2,JPEICORE_LAG_0,0.02,0.009238227848101271,1 vs 0,-3.420239499498827,,,,,
2,JPEICORE_LAG_0,0.02,0.010683291139240506,1 vs 0,-3.4267752586071896,,,,,
2,JPEICORE_LAG_0,0.02,0.012128354430379754,1 vs 0,-3.4332963368603884,,,,,
2,JPEICORE_LAG_0,0.02,0.013573417721518988,1 vs 0,-3.439802675589112,,,,,
2,JPEICORE_LAG_0,0.02,0.015018481012658236,1 vs 0,-3.4462942161240506,,,,,
2,JPEICORE_LAG_0,0.02,0.01646354430379747,1 vs 0,-3.452770899795893,,,,,
2,JPEICORE_LAG_0,0.02,0.017908607594936718,1 vs 0,-3.4592326679353276,,,,,
2,JPEICORE_LAG_0,0.02,0.019353670886075952,1 vs 0,-3.4656794618730435,,,,,
2,JPEICORE_LAG_0,0.02,0.0207987341772152,1 vs 0,-3.47211122293973,,,,,
2,JPEICORE_LAG_0,0.02,0.022243797468354434,1 vs 0,-3.4785278924660754,,,,,
2,JPEICORE_LAG_0,0.02,0.023688860759493682,1 vs 0,-3.484929411782769,,,,,
2,JPEICORE_LAG_0,0.02,0.025133924050632916,1 vs 0,-3.4913157222204996,,,,,
2,JPEICORE_LAG_0,0.02,0.026578987341772164,1 vs 0,-3.4976867651099566,,,,,
2,JPEICORE_LAG_0,0.02,0.0280240506329114,1 vs 0,-3.504033596039223,,,,,
2,JPEICORE_LAG_0,0.02,0.029469113924050633,1 vs 0,-3.5102815994049377,,,,,
2,JPEICORE_LAG_0,0.02,0.03091417721518988,1 vs 0,-3.516326725581358,,,,,
2,JPEICORE_LAG_0,0.02,0.032359240506329115,1 vs 0,-3.522064786103012,,,,,
2,JPEICORE_LAG_0,0.02,0.03380430379746836,1 vs 0,-3.527391592504431,,,,,
2,JPEICORE_LAG_0,0.02,0.0352493670886076,1 vs 0,-3.532202956320143,,,,,
2,JPEICORE_LAG_0,0.02,0.036694430379746845,1 vs 0,-3.536394689084677,,,,,
2,JPEICORE_LAG_0,0.02,0.03813949367088608,1 vs 0,-3.5398626023325632,,,,,
2,JPEICORE_LAG_0,0.02,0.03958455696202533,1 vs 0,-3.5425025075983307,,,,,
2,JPEICORE_LAG_0,0.02,0.04102962025316456,1 vs 0,-3.544210216416509,,,,,
2,JPEICORE_LAG_0,0.02,0.04247468354430381,1 vs 0,-3.5448815403216254,,,,,
2,JPEICORE_LAG_0,0.02,0.043919746835443044,1 vs 0,-3.544412290848211,,,,,
2,JPEICORE_LAG_0,0.02,0.04536481012658229,1 vs 0,-3.542698279530796,,,,,
2,JPEICORE_LAG_0,0.02,0.046809873417721526,1 vs 0,-3.539635317903907,,,,,
2,JPEICORE_LAG_0,0.02,0.048254936708860774,1 vs 0,-3.535119217502075,,,,,
2,JPEICORE_LAG_0,0.02,0.0497,1 vs 0,-3.5290457898598286,,,,,
2,JPEICORE_LAG_0,0.02,-0.00733,1 vs 0,,232.0,76.0,156.0,-0.7157652691477178,0.1395050959021357
2,JPEICORE_LAG_0,0.02,-0.00295,1 vs 0,,232.0,49.0,183.0,-1.3102419979199804,0.16016120467414746
2,JPEICORE_LAG_0,0.02,-0.00155,1 vs 0,,232.0,32.0,200.0,-1.819574157410932,0.1890945846429786
2,JPEICORE_LAG_0,0.02,-0.00056,1 vs 0,,231.0,20.0,211.0,-2.33380011234197,0.23131930354508876
2,JPEICORE_LAG_0,0.02,0.00025,1 vs 0,,231.0,26.0,205.0,-2.0483013009441127,0.20640258987053814
2,JPEICORE_LAG_0,0.02,0.00098,1 vs 0,,235.0,28.0,207.0,-1.9852272523961483,0.1997673557082822
2,JPEICORE_LAG_0,0.02,0.00174,1 vs 0,,230.0,29.0,201.0,-1.9213991180409635,0.197132149181896
2,JPEICORE_LAG_0,0.02,0.002635,1 vs 0,,230.0,25.0,205.0,-2.086767581771909,0.2099568201396935
2,JPEICORE_LAG_0,0.02,0.0042,1 vs 0,,232.0,42.0,190.0,-1.5001481186363845,0.16964302401433098
2,JPEICORE_LAG_0,0.02,0.00716,1 vs 0,,231.0,66.0,165.0,-0.9117692471553092,0.1451891526852814
2,LT11TRUU_LAG_0,0.02,-0.03911,1 vs 0,-3.507287637272563,,,,,
2,LT11TRUU_LAG_0,0.02,-0.03807569620253164,1 vs 0,-3.5044879793468087,,,,,
2,LT11TRUU_LAG_0,0.02,-0.03704139240506329,1 vs 0,-3.5016778906676165,,,,,
2,LT11TRUU_LAG_0,0.02,-0.03600708860759494,1 vs 0,-3.4988555883584183,,,,,
2,LT11TRUU_LAG_0,0.02,-0.034972784810126584,1 vs 0,-3.4960192895426423,,,,,
2,LT11TRUU_LAG_0,0.02,-0.03393848101265823,1 vs 0,-3.4931672113437187,,,,,
2,LT11TRUU_LAG_0,0.02,-0.03290417721518987,1 vs 0,-3.4902975708850774,,,,,
2,LT11TRUU_LAG_0,0.02,-0.03186987341772152,1 vs 0,-3.4874085852901473,,,,,
2,LT11TRUU_LAG_0,0.02,-0.03083556962025316,1 vs 0,-3.4844984716823593,,,,,
2,LT11TRUU_LAG_0,0.02,-0.02980126582278481,1 vs 0,-3.4815654471851425,,,,,
2,LT11TRUU_LAG_0,0.02,-0.028766962025316454,1 vs 0,-3.478607728921926,,,,,
2,LT11TRUU_LAG_0,0.02,-0.027732658227848102,1 vs 0,-3.475623534016141,,,,,
2,LT11TRUU_LAG_0,0.02,-0.026698354430379746,1 vs 0,-3.472611079591216,,,,,
2,LT11TRUU_LAG_0,0.02,-0.02566405063291139,1 vs 0,-3.469568582770581,,,,,
2,LT11TRUU_LAG_0,0.02,-0.024629746835443035,1 vs 0,-3.4664942606776665,,,,,
2,LT11TRUU_LAG_0,0.02,-0.02359544303797468,1 vs 0,-3.4633863304359007,,,,,
2,LT11TRUU_LAG_0,0.02,-0.022561139240506328,1 vs 0,-3.460243010973599,,,,,
2,LT11TRUU_LAG_0,0.02,-0.021526835443037972,1 vs 0,-3.4570629038545646,,,,,
2,LT11TRUU_LAG_0,0.02,-0.02049253164556962,1 vs 0,-3.453845464352916,,,,,
2,LT11TRUU_LAG_0,0.02,-0.019458227848101264,1 vs 0,-3.4505902632553727,,,,,
2,LT11TRUU_LAG_0,0.02,-0.01842392405063291,1 vs 0,-3.4472968713486543,,,,,
2,LT11TRUU_LAG_0,0.02,-0.017389620253164557,1 vs 0,-3.443964859419479,,,,,
2,LT11TRUU_LAG_0,0.02,-0.0163553164556962,1 vs 0,-3.4405937982545662,,,,,
2,LT11TRUU_LAG_0,0.02,-0.015321012658227846,1 vs 0,-3.4371832586406357,,,,,
2,LT11TRUU_LAG_0,0.02,-0.014286708860759494,1 vs 0,-3.433732811364406,,,,,
2,LT11TRUU_LAG_0,0.02,-0.013252405063291138,1 vs 0,-3.4302420272125964,,,,,
2,LT11TRUU_LAG_0,0.02,-0.012218101265822782,1 vs 0,-3.426710476971926,,,,,
2,LT11TRUU_LAG_0,0.02,-0.011183797468354427,1 vs 0,-3.4231377314291147,,,,,
2,LT11TRUU_LAG_0,0.02,-0.010149493670886075,1 vs 0,-3.419523361370881,,,,,
2,LT11TRUU_LAG_0,0.02,-0.00911518987341772,1 vs 0,-3.4158669375839437,,,,,
2,LT11TRUU_LAG_0,0.02,-0.008080886075949364,1 vs 0,-3.4121680308550233,,,,,
2,LT11TRUU_LAG_0,0.02,-0.007046582278481012,1 vs 0,-3.4084262119708373,,,,,
2,LT11TRUU_LAG_0,0.02,-0.006012278481012656,1 vs 0,-3.404641080492458,,,,,
2,LT11TRUU_LAG_0,0.02,-0.004977974683544301,1 vs 0,-3.4008133545838812,,,,,
2,LT11TRUU_LAG_0,0.02,-0.003943670886075945,1 vs 0,-3.3969452055138736,,,,,
2,LT11TRUU_LAG_0,0.02,-0.0029093670886075895,1 vs 0,-3.393038901664634,,,,,
2,LT11TRUU_LAG_0,0.02,-0.001875063291139241,1 vs 0,-3.389096711418363,,,,,
2,LT11TRUU_LAG_0,0.02,-0.0008407594936708854,1 vs 0,-3.3851209031572638,,,,,
2,LT11TRUU_LAG_0,0.02,0.00019354430379747017,1 vs 0,-3.3811137452635367,,,,,
2,LT11TRUU_LAG_0,0.02,0.0012278481012658257,1 vs 0,-3.3770775061193827,,,,,
2,LT11TRUU_LAG_0,0.02,0.0022621518987341813,1 vs 0,-3.373014454107002,,,,,
2,LT11TRUU_LAG_0,0.02,0.003296455696202537,1 vs 0,-3.3689268576085976,,,,,
2,LT11TRUU_LAG_0,0.02,0.004330759493670885,1 vs 0,-3.364816985006369,,,,,
2,LT11TRUU_LAG_0,0.02,0.005365063291139241,1 vs 0,-3.360687104682519,,,,,
2,LT11TRUU_LAG_0,0.02,0.0063993670886075965,1 vs 0,-3.356539485019247,,,,,
2,LT11TRUU_LAG_0,0.02,0.007433670886075952,1 vs 0,-3.3523763943987555,,,,,
2,LT11TRUU_LAG_0,0.02,0.008467974683544308,1 vs 0,-3.3482001012032443,,,,,
2,LT11TRUU_LAG_0,0.02,0.009502278481012663,1 vs 0,-3.344012873814915,,,,,
2,LT11TRUU_LAG_0,0.02,0.010536582278481012,1 vs 0,-3.3398169197562977,,,,,
2,LT11TRUU_LAG_0,0.02,0.011570886075949367,1 vs 0,-3.3356135359089145,,,,,
2,LT11TRUU_LAG_0,0.02,0.012605189873417723,1 vs 0,-3.3314033181410347,,,,,
2,LT11TRUU_LAG_0,0.02,0.013639493670886078,1 vs 0,-3.327186844288434,,,,,
2,LT11TRUU_LAG_0,0.02,0.014673797468354434,1 vs 0,-3.3229646921868876,,,,,
2,LT11TRUU_LAG_0,0.02,0.01570810126582279,1 vs 0,-3.31873743967217,,,,,
2,LT11TRUU_LAG_0,0.02,0.016742405063291145,1 vs 0,-3.314505664580056,,,,,
2,LT11TRUU_LAG_0,0.02,0.017776708860759494,1 vs 0,-3.310269944746322,,,,,
2,LT11TRUU_LAG_0,0.02,0.01881101265822785,1 vs 0,-3.3060308580067415,,,,,
2,LT11TRUU_LAG_0,0.02,0.019845316455696205,1 vs 0,-3.3017889821970914,,,,,
2,LT11TRUU_LAG_0,0.02,0.02087962025316456,1 vs 0,-3.2975448951531448,,,,,
2,LT11TRUU_LAG_0,0.02,0.021913924050632916,1 vs 0,-3.2932991747106777,,,,,
2,LT11TRUU_LAG_0,0.02,0.02294822784810127,1 vs 0,-3.2890523987054663,,,,,
2,LT11TRUU_LAG_0,0.02,0.02398253164556962,1 vs 0,-3.2848051449732836,,,,,
2,LT11TRUU_LAG_0,0.02,0.025016835443037976,1 vs 0,-3.280557991349906,,,,,
2,LT11TRUU_LAG_0,0.02,0.02605113924050633,1 vs 0,-3.276311515671109,,,,,
2,LT11TRUU_LAG_0,0.02,0.027085443037974687,1 vs 0,-3.272071329611703,,,,,
2,LT11TRUU_LAG_0,0.02,0.028119746835443042,1 vs 0,-3.267880248063135,,,,,
2,LT11TRUU_LAG_0,0.02,0.029154050632911398,1 vs 0,-3.263797760508659,,,,,
2,LT11TRUU_LAG_0,0.02,0.030188354430379753,1 vs 0,-3.2598834350852655,,,,,
2,LT11TRUU_LAG_0,0.02,0.03122265822784811,1 vs 0,-3.256196839929945,,,,,
2,LT11TRUU_LAG_0,0.02,0.032256962025316464,1 vs 0,-3.2527975431796863,,,,,
2,LT11TRUU_LAG_0,0.02,0.03329126582278482,1 vs 0,-3.249745112971482,,,,,
2,LT11TRUU_LAG_0,0.02,0.03432556962025316,1 vs 0,-3.24709911744232,,,,,
2,LT11TRUU_LAG_0,0.02,0.03535987341772152,1 vs 0,-3.2449191247291918,,,,,
2,LT11TRUU_LAG_0,0.02,0.03639417721518987,1 vs 0,-3.243264702969087,,,,,
2,LT11TRUU_LAG_0,0.02,0.03742848101265823,1 vs 0,-3.242195420298996,,,,,
2,LT11TRUU_LAG_0,0.02,0.038462784810126584,1 vs 0,-3.2417708448559095,,,,,
2,LT11TRUU_LAG_0,0.02,0.03949708860759494,1 vs 0,-3.2420505447768164,,,,,
2,LT11TRUU_LAG_0,0.02,0.040531392405063295,1 vs 0,-3.2430940881987076,,,,,
2,LT11TRUU_LAG_0,0.02,0.04156569620253165,1 vs 0,-3.2449610432585736,,,,,
2,LT11TRUU_LAG_0,0.02,0.0426,1 vs 0,-3.247710978093404,,,,,
2,LT11TRUU_LAG_0,0.02,-0.01195,1 vs 0,,233.0,90.0,143.0,-0.46098518449379533,0.13423250303815634
2,LT11TRUU_LAG_0,0.02,-0.00645,1 vs 0,,231.0,37.0,194.0,-1.646091230082136,0.1783481282253163
2,LT11TRUU_LAG_0,0.02,-0.00387,1 vs 0,,232.0,28.0,204.0,-1.9706638882082517,0.19994422934500475
2,LT11TRUU_LAG_0,0.02,-0.001895,1 vs 0,,232.0,18.0,214.0,-2.4505390062837926,0.24231396723271797
2,LT11TRUU_LAG_0,0.02,-1.5e-05,1 vs 0,,230.0,17.0,213.0,-2.501435951739211,0.24864974943134702
2,LT11TRUU_LAG_0,0.02,0.00136,1 vs 0,,233.0,29.0,204.0,-1.9361777121370822,0.1969474057581567
2,LT11TRUU_LAG_0,0.02,0.0029,1 vs 0,,230.0,25.0,205.0,-2.086767581771909,0.2099568201396935
2,LT11TRUU_LAG_0,0.02,0.0047799999999999995,1 vs 0,,232.0,36.0,196.0,-1.6833501707208702,0.18023961495227855
2,LT11TRUU_LAG_0,0.02,0.00697,1 vs 0,,231.0,31.0,200.0,-1.8508267009150363,0.19166001909136285
2,LT11TRUU_LAG_0,0.02,0.011349999999999999,1 vs 0,,232.0,82.0,150.0,-0.601164790848295,0.13698806661033425
2,LBUTTRUU_LAG_0,0.02,-0.02871,1 vs 0,-3.535184654715182,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.02792518987341772,1 vs 0,-3.531290970036092,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.027140379746835443,1 vs 0,-3.52738774031529,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.026355569620253164,1 vs 0,-3.5234741900464472,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.025570759493670887,1 vs 0,-3.5195495437232367,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.024785949367088608,1 vs 0,-3.5156130258393286,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.024001139240506328,1 vs 0,-3.5116638608883965,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.02321632911392405,1 vs 0,-3.5077012733641104,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.022431518987341772,1 vs 0,-3.503724487760144,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.021646708860759492,1 vs 0,-3.4997327285701667,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.020861898734177216,1 vs 0,-3.495725220287853,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.020077088607594936,1 vs 0,-3.4917011874068726,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.019292278481012656,1 vs 0,-3.487659854420899,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.01850746835443038,1 vs 0,-3.483600445823603,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.0177226582278481,1 vs 0,-3.479522186108656,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.01693784810126582,1 vs 0,-3.47542429976973,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.016153037974683544,1 vs 0,-3.4713060122390615,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.015368227848101266,1 vs 0,-3.4671667479243564,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.014583417721518988,1 vs 0,-3.46300637517388,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.013798607594936708,1 vs 0,-3.458824822403962,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.013013797468354432,1 vs 0,-3.454622018030935,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.012228987341772152,1 vs 0,-3.4503978904711303,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.011444177215189873,1 vs 0,-3.4461523681408788,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.010659367088607596,1 vs 0,-3.441885379456511,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.009874556962025317,1 vs 0,-3.43759685283436,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.009089746835443037,1 vs 0,-3.4332867166907555,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.00830493670886076,1 vs 0,-3.42895489944203,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.007520126582278481,1 vs 0,-3.424601329504513,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.006735316455696201,1 vs 0,-3.420225935294538,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.005950506329113925,1 vs 0,-3.415828645228435,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.005165696202531645,1 vs 0,-3.411409387722535,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.004380886075949369,1 vs 0,-3.40696809119317,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.003596075949367089,1 vs 0,-3.4025047011730454,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.0028112658227848093,1 vs 0,-3.3980198285939522,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.002026455696202533,1 vs 0,-3.3935149487646195,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.0012416455696202533,1 vs 0,-3.388991594761547,,,,,
2,LBUTTRUU_LAG_0,0.02,-0.000456835443037977,1 vs 0,-3.3844512996612313,,,,,
2,LBUTTRUU_LAG_0,0.02,0.00032797468354430273,1 vs 0,-3.37989559654017,,,,,
2,LBUTTRUU_LAG_0,0.02,0.0011127848101265825,1 vs 0,-3.3753260184748624,,,,,
2,LBUTTRUU_LAG_0,0.02,0.0018975949367088588,1 vs 0,-3.370744098541805,,,,,
2,LBUTTRUU_LAG_0,0.02,0.002682405063291135,1 vs 0,-3.3661513698174947,,,,,
2,LBUTTRUU_LAG_0,0.02,0.0034672151898734183,1 vs 0,-3.3615493653784316,,,,,
2,LBUTTRUU_LAG_0,0.02,0.0042520253164556945,1 vs 0,-3.356939618301112,,,,,
2,LBUTTRUU_LAG_0,0.02,0.005036835443037971,1 vs 0,-3.3523236616620347,,,,,
2,LBUTTRUU_LAG_0,0.02,0.005821645569620254,1 vs 0,-3.347703028537695,,,,,
2,LBUTTRUU_LAG_0,0.02,0.00660645569620253,1 vs 0,-3.3430792520045935,,,,,
2,LBUTTRUU_LAG_0,0.02,0.007391265822784807,1 vs 0,-3.338453865139227,,,,,
2,LBUTTRUU_LAG_0,0.02,0.00817607594936709,1 vs 0,-3.333828401018092,,,,,
2,LBUTTRUU_LAG_0,0.02,0.008960886075949366,1 vs 0,-3.329204348098106,,,,,
2,LBUTTRUU_LAG_0,0.02,0.009745696202531642,1 vs 0,-3.3245825271950338,,,,,
2,LBUTTRUU_LAG_0,0.02,0.010530506329113926,1 vs 0,-3.319963245173158,,,,,
2,LBUTTRUU_LAG_0,0.02,0.011315316455696202,1 vs 0,-3.315346795676148,,,,,
2,LBUTTRUU_LAG_0,0.02,0.012100126582278478,1 vs 0,-3.310733472347671,,,,,
2,LBUTTRUU_LAG_0,0.02,0.012884936708860761,1 vs 0,-3.306123568831395,,,,,
2,LBUTTRUU_LAG_0,0.02,0.013669746835443038,1 vs 0,-3.301517378770987,,,,,
2,LBUTTRUU_LAG_0,0.02,0.014454556962025314,1 vs 0,-3.2969151958101146,,,,,
2,LBUTTRUU_LAG_0,0.02,0.015239367088607597,1 vs 0,-3.2923173135924464,,,,,
2,LBUTTRUU_LAG_0,0.02,0.016024177215189873,1 vs 0,-3.2877240257616487,,,,,
2,LBUTTRUU_LAG_0,0.02,0.01680898734177215,1 vs 0,-3.2831356259613904,,,,,
2,LBUTTRUU_LAG_0,0.02,0.017593797468354426,1 vs 0,-3.2785524078353387,,,,,
2,LBUTTRUU_LAG_0,0.02,0.01837860759493671,1 vs 0,-3.2739746650271604,,,,,
2,LBUTTRUU_LAG_0,0.02,0.019163417721518985,1 vs 0,-3.2694026911805243,,,,,
2,LBUTTRUU_LAG_0,0.02,0.019948227848101262,1 vs 0,-3.264836779939098,,,,,
2,LBUTTRUU_LAG_0,0.02,0.020733037974683545,1 vs 0,-3.260277224946549,,,,,
2,LBUTTRUU_LAG_0,0.02,0.02151784810126582,1 vs 0,-3.2557299936703195,,,,,
2,LBUTTRUU_LAG_0,0.02,0.022302658227848098,1 vs 0,-3.2512429866816963,,,,,
2,LBUTTRUU_LAG_0,0.02,0.02308746835443038,1 vs 0,-3.2468828990932224,,,,,
2,LBUTTRUU_LAG_0,0.02,0.023872278481012657,1 vs 0,-3.2427165146709354,,,,,
2,LBUTTRUU_LAG_0,0.02,0.024657088607594933,1 vs 0,-3.2388106171808744,,,,,
2,LBUTTRUU_LAG_0,0.02,0.025441898734177217,1 vs 0,-3.2352319903890794,,,,,
2,LBUTTRUU_LAG_0,0.02,0.026226708860759493,1 vs 0,-3.232047418061589,,,,,
