DATE,MODEL_ID,REALIZED_RETURN,SIMULATION_MEAN,SIMULATION_STD,VAR_90,ES_90,VAR_95,ES_95,VAR_975,ES_975,VAR_99,ES_99
2017-01-03,fixed_hmm_transition,0.0066778,-0.0003345311762401543,0.0071119527696560875,-0.008905971827800386,-0.012256027489086264,-0.011271402621176086,-0.01449210860293184,-0.013343287932555539,-0.016757073418056826,-0.015953912734531322,-0.02025588163679058
2017-01-03,group_weighted_multinomial_logistic_gam,0.0066778,-0.0004465720017785351,0.006841940350696638,-0.008821772827417591,-0.011979598946821643,-0.011125641746533799,-0.014061246481381242,-0.013090706917719215,-0.01608421758346376,-0.015357410109660121,-0.019137317166692813
2017-01-03,normal,0.0066778,0.0007849629306128762,0.008654080708015889,-0.010283877384261522,-0.01445707693999012,-0.01349180083730413,-0.017152700218939203,-0.016244568924992025,-0.019598718998890576,-0.01971988498164703,-0.022504065551395516
2017-01-04,fixed_hmm_transition,0.0057222,-0.0008003386316819452,0.007500060845474674,-0.010042048368253747,-0.013750809637470376,-0.012731413668370802,-0.01623646570561599,-0.01500364444463048,-0.018691009379501338,-0.01803464581678854,-0.022129293856104786
2017-01-04,group_weighted_multinomial_logistic_gam,0.0057222,-0.0008532896791018647,0.007303825628619205,-0.009970236224704422,-0.013453574608757773,-0.012559551564394488,-0.015781686137307554,-0.014820496270753209,-0.01799920571733732,-0.017396314140059984,-0.021034456102810507
2017-01-04,normal,0.0057222,0.0007804661297915519,0.008644039372495542,-0.0104227687742588,-0.014283402513332192,-0.013443991393851974,-0.01682695179506677,-0.016018042232644226,-0.019077465638757132,-0.019270828031159787,-0.021562264374691886
2017-01-05,fixed_hmm_transition,-0.0036425999999999997,-0.00026910707223336787,0.008307975421606073,-0.010680105830106186,-0.01463327284364146,-0.013583317972850638,-0.017265504948142333,-0.01639248271059478,-0.019677584009510463,-0.019190432104252978,-0.022798462724380072
2017-01-05,group_weighted_multinomial_logistic_gam,-0.0036425999999999997,-0.00044662152094194607,0.008068272660996233,-0.010675402544671671,-0.014515535111449134,-0.01354531563242199,-0.017059980372093272,-0.016246847766160498,-0.019361785389382276,-0.018957517402555094,-0.022222616759737145
2017-01-05,normal,-0.0036425999999999997,0.0006228054505971328,0.008694750031430255,-0.01035168768380406,-0.014578552392834721,-0.013677425804008894,-0.017246853498865674,-0.016246159116367197,-0.019588489729237366,-0.019642253235703053,-0.02245131706341769
2017-01-06,fixed_hmm_transition,0.0027006,-6.799478819623618e-05,0.0076637702045087635,-0.009449506378557999,-0.013271393334765598,-0.012245485415332949,-0.01588488113238389,-0.014825408304488514,-0.01842132642623503,-0.018148509485996327,-0.021843418881500834
2017-01-06,group_weighted_multinomial_logistic_gam,0.0027006,-0.00017293609741672115,0.007319480573485099,-0.00928727562131826,-0.012950017500112298,-0.011973339157033474,-0.015398957841281664,-0.014290717724245039,-0.017736798836890375,-0.017376894754590467,-0.020890863142244052
2017-01-06,normal,0.0027006,0.0006079491819429673,0.008634835960394072,-0.01044795530590514,-0.014585159406926744,-0.01365301410591215,-0.017260180661061733,-0.01627493852414438,-0.019618850885210367,-0.019325617440672384,-0.022506746045791594
2017-01-09,fixed_hmm_transition,-0.0053356,0.0001965653942292993,0.005685306512053686,-0.006243059325614013,-0.00953968997121876,-0.008301259872358056,-0.01186813622180227,-0.010258395748620384,-0.01453256805594836,-0.012751320871489587,-0.019467488766789026
2017-01-09,group_weighted_multinomial_logistic_gam,-0.0053356,0.00013559193904490532,0.005344210259459742,-0.006108502838702408,-0.00910874124853006,-0.008042206850310322,-0.011223618477202836,-0.009755562182195717,-0.013622424445795478,-0.01170971844419837,-0.01820533634566818
2017-01-09,normal,-0.0053356,0.0005794104547812587,0.0086939566302159,-0.010564681315927056,-0.014821600068358542,-0.013699971539967538,-0.017556305394672116,-0.016751911464905393,-0.019969616493751337,-0.019775074404133522,-0.022854174362722624
2017-01-10,fixed_hmm_transition,-0.002327,0.0009877556606226717,0.005485177413291137,-0.005025637542566983,-0.008151548027823736,-0.00674752960418118,-0.010483151898974028,-0.008555062325736796,-0.013440279882601462,-0.01192098459121771,-0.018846761116865673
