SAMPLE_ID,MODEL_ID,PERIOD,CONFIDENCE_LEVEL,PRIMARY_LEVEL,METRIC,VALUE,N_OBSERVATIONS,N_EXCEEDANCES
7,fixed_hmm_transition,full_forecast,0.9,False,var_exceedance_rate,0.1317157712305026,1731,228
7,fixed_hmm_transition,full_forecast,0.9,False,var_exceedance_rate_error,0.03171577123050262,1731,228
7,fixed_hmm_transition,full_forecast,0.9,False,kupiec_lr,17.774928853340725,1731,228
7,fixed_hmm_transition,full_forecast,0.9,False,kupiec_p_value,2.4863809823817738e-05,1731,228
7,fixed_hmm_transition,full_forecast,0.9,False,christoffersen_independence_lr,3.3187502145351573,1731,228
7,fixed_hmm_transition,full_forecast,0.9,False,christoffersen_independence_p_value,0.06849387946300574,1731,228
7,fixed_hmm_transition,full_forecast,0.9,False,christoffersen_conditional_coverage_lr,21.093679067875883,1731,228
7,fixed_hmm_transition,full_forecast,0.9,False,christoffersen_conditional_coverage_p_value,2.6276395430397072e-05,1731,228
7,fixed_hmm_transition,full_forecast,0.9,False,var_quantile_loss,0.0020723539311578564,1731,228
7,fixed_hmm_transition,full_forecast,0.9,False,fissler_ziegel_joint_var_es_loss,-3.88183554642608,1731,228
7,fixed_hmm_transition,full_forecast,0.95,True,var_exceedance_rate,0.0878105141536684,1731,152
7,fixed_hmm_transition,full_forecast,0.95,True,var_exceedance_rate_error,0.03781051415366836,1731,152
7,fixed_hmm_transition,full_forecast,0.95,True,kupiec_lr,42.94031417284714,1731,152
7,fixed_hmm_transition,full_forecast,0.95,True,kupiec_p_value,5.6435621901358874e-11,1731,152
7,fixed_hmm_transition,full_forecast,0.95,True,christoffersen_independence_lr,7.1545706023455296,1731,152
7,fixed_hmm_transition,full_forecast,0.95,True,christoffersen_independence_p_value,0.007477319392168055,1731,152
7,fixed_hmm_transition,full_forecast,0.95,True,christoffersen_conditional_coverage_lr,50.09488477519267,1731,152
7,fixed_hmm_transition,full_forecast,0.95,True,christoffersen_conditional_coverage_p_value,1.3244451742627837e-11,1731,152
7,fixed_hmm_transition,full_forecast,0.95,True,var_quantile_loss,0.0013603039051070687,1731,152
7,fixed_hmm_transition,full_forecast,0.95,True,fissler_ziegel_joint_var_es_loss,-3.564986953815421,1731,152
7,fixed_hmm_transition,full_forecast,0.975,False,var_exceedance_rate,0.05834777585210861,1731,101
7,fixed_hmm_transition,full_forecast,0.975,False,var_exceedance_rate_error,0.03334777585210859,1731,101
7,fixed_hmm_transition,full_forecast,0.975,False,kupiec_lr,57.75143593233224,1731,101
7,fixed_hmm_transition,full_forecast,0.975,False,kupiec_p_value,2.974228559716427e-14,1731,101
7,fixed_hmm_transition,full_forecast,0.975,False,christoffersen_independence_lr,9.469127704120183,1731,101
7,fixed_hmm_transition,full_forecast,0.975,False,christoffersen_independence_p_value,0.0020895871179707165,1731,101
7,fixed_hmm_transition,full_forecast,0.975,False,christoffersen_conditional_coverage_lr,67.22056363645243,1731,101
7,fixed_hmm_transition,full_forecast,0.975,False,christoffersen_conditional_coverage_p_value,2.530696538946072e-15,1731,101
7,fixed_hmm_transition,full_forecast,0.975,False,var_quantile_loss,0.0008796832017871741,1731,101
7,fixed_hmm_transition,full_forecast,0.975,False,fissler_ziegel_joint_var_es_loss,-3.2632595726234928,1731,101
7,fixed_hmm_transition,full_forecast,0.99,True,var_exceedance_rate,0.0317735413056037,1731,55
7,fixed_hmm_transition,full_forecast,0.99,True,var_exceedance_rate_error,0.02177354130560369,1731,55
7,fixed_hmm_transition,full_forecast,0.99,True,kupiec_lr,52.62044864804125,1731,55
7,fixed_hmm_transition,full_forecast,0.99,True,kupiec_p_value,4.046539947022837e-13,1731,55
7,fixed_hmm_transition,full_forecast,0.99,True,christoffersen_independence_lr,13.38044682997321,1731,55
7,fixed_hmm_transition,full_forecast,0.99,True,christoffersen_independence_p_value,0.00025426114730234636,1731,55
7,fixed_hmm_transition,full_forecast,0.99,True,christoffersen_conditional_coverage_lr,66.00089547801446,1731,55
7,fixed_hmm_transition,full_forecast,0.99,True,christoffersen_conditional_coverage_p_value,4.656800646960267e-15,1731,55
7,fixed_hmm_transition,full_forecast,0.99,True,var_quantile_loss,0.0004895102043767205,1731,55
7,fixed_hmm_transition,full_forecast,0.99,True,fissler_ziegel_joint_var_es_loss,-2.8963539068544186,1731,55
7,fixed_hmm_transition,covid_19_market_stress,0.9,False,var_exceedance_rate,0.22580645161290322,93,21
7,fixed_hmm_transition,covid_19_market_stress,0.9,False,var_exceedance_rate_error,0.12580645161290324,93,21
7,fixed_hmm_transition,covid_19_market_stress,0.9,False,kupiec_lr,12.526845956667046,93,21
7,fixed_hmm_transition,covid_19_market_stress,0.9,False,kupiec_p_value,0.0004011463860632637,93,21
7,fixed_hmm_transition,covid_19_market_stress,0.9,False,christoffersen_independence_lr,0.01483605178110281,93,21
7,fixed_hmm_transition,covid_19_market_stress,0.9,False,christoffersen_independence_p_value,0.9030547747392688,93,21
7,fixed_hmm_transition,covid_19_market_stress,0.9,False,christoffersen_conditional_coverage_lr,12.541682008448149,93,21
7,fixed_hmm_transition,covid_19_market_stress,0.9,False,christoffersen_conditional_coverage_p_value,0.0018906378799663757,93,21
7,fixed_hmm_transition,covid_19_market_stress,0.9,False,var_quantile_loss,0.007717338956757696,93,21
7,fixed_hmm_transition,covid_19_market_stress,0.9,False,fissler_ziegel_joint_var_es_loss,-2.151191387865726,93,21
7,fixed_hmm_transition,covid_19_market_stress,0.9,False,stress_period_tail_risk,0.014060979916233868,93,21
7,fixed_hmm_transition,covid_19_market_stress,0.95,True,var_exceedance_rate,0.1827956989247312,93,17
7,fixed_hmm_transition,covid_19_market_stress,0.95,True,var_exceedance_rate_error,0.13279569892473114,93,17
7,fixed_hmm_transition,covid_19_market_stress,0.95,True,kupiec_lr,21.188693742671404,93,17
7,fixed_hmm_transition,covid_19_market_stress,0.95,True,kupiec_p_value,4.1621259295831075e-06,93,17
7,fixed_hmm_transition,covid_19_market_stress,0.95,True,christoffersen_independence_lr,0.6811049753320475,93,17
7,fixed_hmm_transition,covid_19_market_stress,0.95,True,christoffersen_independence_p_value,0.40920648937662696,93,17
7,fixed_hmm_transition,covid_19_market_stress,0.95,True,christoffersen_conditional_coverage_lr,21.86979871800345,93,17
7,fixed_hmm_transition,covid_19_market_stress,0.95,True,christoffersen_conditional_coverage_p_value,1.7825164572963248e-05,93,17
7,fixed_hmm_transition,covid_19_market_stress,0.95,True,var_quantile_loss,0.005255032791299629,93,17
7,fixed_hmm_transition,covid_19_market_stress,0.95,True,fissler_ziegel_joint_var_es_loss,-1.6315608317083394,93,17
7,fixed_hmm_transition,covid_19_market_stress,0.95,True,stress_period_tail_risk,0.010927383532020503,93,17
7,fixed_hmm_transition,covid_19_market_stress,0.975,False,var_exceedance_rate,0.11827956989247312,93,11
7,fixed_hmm_transition,covid_19_market_stress,0.975,False,var_exceedance_rate_error,0.0932795698924731,93,11
7,fixed_hmm_transition,covid_19_market_stress,0.975,False,kupiec_lr,17.699615326326196,93,11
7,fixed_hmm_transition,covid_19_market_stress,0.975,False,kupiec_p_value,2.5867890802339717e-05,93,11
7,fixed_hmm_transition,covid_19_market_stress,0.975,False,christoffersen_independence_lr,2.996905950063521,93,11
7,fixed_hmm_transition,covid_19_market_stress,0.975,False,christoffersen_independence_p_value,0.08342369466933332,93,11
7,fixed_hmm_transition,covid_19_market_stress,0.975,False,christoffersen_conditional_coverage_lr,20.696521276389717,93,11
7,fixed_hmm_transition,covid_19_market_stress,0.975,False,christoffersen_conditional_coverage_p_value,3.2048485237504564e-05,93,11
7,fixed_hmm_transition,covid_19_market_stress,0.975,False,var_quantile_loss,0.0037013076939770824,93,11
7,fixed_hmm_transition,covid_19_market_stress,0.975,False,fissler_ziegel_joint_var_es_loss,-0.9249357911268858,93,11
7,fixed_hmm_transition,covid_19_market_stress,0.975,False,stress_period_tail_risk,0.014110990556969925,93,11
7,fixed_hmm_transition,covid_19_market_stress,0.99,True,var_exceedance_rate,0.0967741935483871,93,9
7,fixed_hmm_transition,covid_19_market_stress,0.99,True,var_exceedance_rate_error,0.08677419354838709,93,9
7,fixed_hmm_transition,covid_19_market_stress,0.99,True,kupiec_lr,25.445278642396907,93,9
7,fixed_hmm_transition,covid_19_market_stress,0.99,True,kupiec_p_value,4.5511007112193304e-07,93,9
7,fixed_hmm_transition,covid_19_market_stress,0.99,True,christoffersen_independence_lr,1.9556501827700146,93,9
7,fixed_hmm_transition,covid_19_market_stress,0.99,True,christoffersen_independence_p_value,0.16197928857079108,93,9
7,fixed_hmm_transition,covid_19_market_stress,0.99,True,christoffersen_conditional_coverage_lr,27.400928825166922,93,9
7,fixed_hmm_transition,covid_19_market_stress,0.99,True,christoffersen_conditional_coverage_p_value,1.121925208043413e-06,93,9
7,fixed_hmm_transition,covid_19_market_stress,0.99,True,var_quantile_loss,0.0023546734235693027,93,9
7,fixed_hmm_transition,covid_19_market_stress,0.99,True,fissler_ziegel_joint_var_es_loss,0.3297117950963645,93,9
7,fixed_hmm_transition,covid_19_market_stress,0.99,True,stress_period_tail_risk,0.012963492148693474,93,9
7,group_weighted_multinomial_logistic_gam,full_forecast,0.9,False,var_exceedance_rate,0.1270941652224148,1731,220
7,group_weighted_multinomial_logistic_gam,full_forecast,0.9,False,var_exceedance_rate_error,0.027094165222414812,1731,220
7,group_weighted_multinomial_logistic_gam,full_forecast,0.9,False,kupiec_lr,13.119849598552946,1731,220
7,group_weighted_multinomial_logistic_gam,full_forecast,0.9,False,kupiec_p_value,0.00029218348995620777,1731,220
7,group_weighted_multinomial_logistic_gam,full_forecast,0.9,False,christoffersen_independence_lr,2.189103561530601,1731,220
7,group_weighted_multinomial_logistic_gam,full_forecast,0.9,False,christoffersen_independence_p_value,0.13899018744844313,1731,220
7,group_weighted_multinomial_logistic_gam,full_forecast,0.9,False,christoffersen_conditional_coverage_lr,15.308953160083547,1731,220
7,group_weighted_multinomial_logistic_gam,full_forecast,0.9,False,christoffersen_conditional_coverage_p_value,0.00047391784217277864,1731,220
7,group_weighted_multinomial_logistic_gam,full_forecast,0.9,False,var_quantile_loss,0.0020426297328233023,1731,220
7,group_weighted_multinomial_logistic_gam,full_forecast,0.9,False,fissler_ziegel_joint_var_es_loss,-3.907904545975941,1731,220
7,group_weighted_multinomial_logistic_gam,full_forecast,0.95,True,var_exceedance_rate,0.08434430964760255,1731,146
7,group_weighted_multinomial_logistic_gam,full_forecast,0.95,True,var_exceedance_rate_error,0.0343443096476025,1731,146
7,group_weighted_multinomial_logistic_gam,full_forecast,0.95,True,kupiec_lr,35.957836212176176,1731,146
7,group_weighted_multinomial_logistic_gam,full_forecast,0.95,True,kupiec_p_value,2.016338262434049e-09,1731,146
7,group_weighted_multinomial_logistic_gam,full_forecast,0.95,True,christoffersen_independence_lr,4.958710175781221,1731,146
7,group_weighted_multinomial_logistic_gam,full_forecast,0.95,True,christoffersen_independence_p_value,0.025959563435460055,1731,146
7,group_weighted_multinomial_logistic_gam,full_forecast,0.95,True,christoffersen_conditional_coverage_lr,40.916546387957396,1731,146
7,group_weighted_multinomial_logistic_gam,full_forecast,0.95,True,christoffersen_conditional_coverage_p_value,1.3034213864298726e-09,1731,146
7,group_weighted_multinomial_logistic_gam,full_forecast,0.95,True,var_quantile_loss,0.001337271299141924,1731,146
7,group_weighted_multinomial_logistic_gam,full_forecast,0.95,True,fissler_ziegel_joint_var_es_loss,-3.599018782487901,1731,146
7,group_weighted_multinomial_logistic_gam,full_forecast,0.975,False,var_exceedance_rate,0.05257076834199884,1731,91
7,group_weighted_multinomial_logistic_gam,full_forecast,0.975,False,var_exceedance_rate_error,0.02757076834199882,1731,91
7,group_weighted_multinomial_logistic_gam,full_forecast,0.975,False,kupiec_lr,41.19021928707821,1731,91
7,group_weighted_multinomial_logistic_gam,full_forecast,0.975,False,kupiec_p_value,1.3811191449279761e-10,1731,91
7,group_weighted_multinomial_logistic_gam,full_forecast,0.975,False,christoffersen_independence_lr,13.72132343364251,1731,91
7,group_weighted_multinomial_logistic_gam,full_forecast,0.975,False,christoffersen_independence_p_value,0.00021203341263243238,1731,91
7,group_weighted_multinomial_logistic_gam,full_forecast,0.975,False,christoffersen_conditional_coverage_lr,54.91154272072072,1731,91
7,group_weighted_multinomial_logistic_gam,full_forecast,0.975,False,christoffersen_conditional_coverage_p_value,1.1915437741448214e-12,1731,91
7,group_weighted_multinomial_logistic_gam,full_forecast,0.975,False,var_quantile_loss,0.0008586329481957813,1731,91
7,group_weighted_multinomial_logistic_gam,full_forecast,0.975,False,fissler_ziegel_joint_var_es_loss,-3.301874643479022,1731,91
7,group_weighted_multinomial_logistic_gam,full_forecast,0.99,True,var_exceedance_rate,0.028885037550548817,1731,50
7,group_weighted_multinomial_logistic_gam,full_forecast,0.99,True,var_exceedance_rate_error,0.01888503755054881,1731,50
7,group_weighted_multinomial_logistic_gam,full_forecast,0.99,True,kupiec_lr,41.32145478082481,1731,50
7,group_weighted_multinomial_logistic_gam,full_forecast,0.99,True,kupiec_p_value,1.29143631286006e-10,1731,50
7,group_weighted_multinomial_logistic_gam,full_forecast,0.99,True,christoffersen_independence_lr,16.152153881716572,1731,50
7,group_weighted_multinomial_logistic_gam,full_forecast,0.99,True,christoffersen_independence_p_value,5.8452062277187465e-05,1731,50
7,group_weighted_multinomial_logistic_gam,full_forecast,0.99,True,christoffersen_conditional_coverage_lr,57.47360866254138,1731,50
7,group_weighted_multinomial_logistic_gam,full_forecast,0.99,True,christoffersen_conditional_coverage_p_value,3.309515743577373e-13,1731,50
7,group_weighted_multinomial_logistic_gam,full_forecast,0.99,True,var_quantile_loss,0.0004834017735055676,1731,50
7,group_weighted_multinomial_logistic_gam,full_forecast,0.99,True,fissler_ziegel_joint_var_es_loss,-2.8991391572577454,1731,50
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.9,False,var_exceedance_rate,0.23655913978494625,93,22
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.9,False,var_exceedance_rate_error,0.13655913978494627,93,22
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.9,False,kupiec_lr,14.517842076276423,93,22
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.9,False,kupiec_p_value,0.00013883834621789627,93,22
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.9,False,christoffersen_independence_lr,0.02252386435971232,93,22
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.9,False,christoffersen_independence_p_value,0.880701872288722,93,22
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.9,False,christoffersen_conditional_coverage_lr,14.540365940636136,93,22
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.9,False,christoffersen_conditional_coverage_p_value,0.0006959846375785487,93,22
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.9,False,var_quantile_loss,0.0077032066698696595,93,22
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.9,False,fissler_ziegel_joint_var_es_loss,-2.189677483987153,93,22
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.9,False,stress_period_tail_risk,0.013137116531164623,93,22
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.95,True,var_exceedance_rate,0.1827956989247312,93,17
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.95,True,var_exceedance_rate_error,0.13279569892473114,93,17
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.95,True,kupiec_lr,21.188693742671404,93,17
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.95,True,kupiec_p_value,4.1621259295831075e-06,93,17
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.95,True,christoffersen_independence_lr,0.6811049753320475,93,17
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.95,True,christoffersen_independence_p_value,0.40920648937662696,93,17
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.95,True,christoffersen_conditional_coverage_lr,21.86979871800345,93,17
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.95,True,christoffersen_conditional_coverage_p_value,1.7825164572963248e-05,93,17
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.95,True,var_quantile_loss,0.005262171526965245,93,17
7,group_weighted_multinomial_logistic_gam,covid_19_market_stress,0.95,True,fissler_ziegel_joint_var_es_loss,-1.7134165093328417,93,17
