DATE,MODEL_ID,REALIZED_RETURN,SIMULATION_MEAN,SIMULATION_STD,VAR_90,ES_90,VAR_95,ES_95,VAR_975,ES_975,VAR_99,ES_99
2017-01-03,fixed_hmm_transition,0.0070598,0.0005489688708751056,0.006174938146249516,-0.006954249103262555,-0.010048545528965915,-0.00903463228070177,-0.01222586341392045,-0.01103562966766185,-0.014539916203790344,-0.013432671281044892,-0.018204709375962552
2017-01-03,group_weighted_multinomial_logistic_gam,0.0070598,0.0004485160766226036,0.005921734041635382,-0.006887097916449422,-0.009838677409012963,-0.008888068947650025,-0.011898045538238077,-0.010786662931772297,-0.014078812199021342,-0.01305446727415547,-0.01755746621205908
2017-01-03,normal,0.0070598,0.0005998361677856377,0.008454721281500974,-0.010268052431288649,-0.014196199756450532,-0.013200322300746466,-0.016778463818763696,-0.01592658948918941,-0.01909124489442373,-0.019108494244026233,-0.021752803285748135
2017-01-04,fixed_hmm_transition,0.007668800000000002,0.0005120883077631152,0.0065402096998183916,-0.0074924352563684815,-0.010777087036869634,-0.009769273343728851,-0.013030170309974347,-0.012017288588933294,-0.015253739925477423,-0.014444113171938805,-0.01861612751930661
2017-01-04,group_weighted_multinomial_logistic_gam,0.007668800000000002,0.0005076674774304701,0.006341685495256027,-0.007322368524852212,-0.01042823246167536,-0.009548649590753484,-0.012524623678329514,-0.011657934238639428,-0.014559109292414506,-0.013745238554500971,-0.017543319196505768
2017-01-04,normal,0.007668800000000002,0.0005245721204195686,0.008382297070667783,-0.010177647334012994,-0.01393231353478855,-0.013005664461616905,-0.01637054861868532,-0.015475026141470356,-0.01858910684785049,-0.018448516346005143,-0.021209799202985494
2017-01-05,fixed_hmm_transition,-0.0010982,0.0007555374249766537,0.007618019451861704,-0.008529901052941569,-0.012369470056694773,-0.011156508775282417,-0.014959172939500423,-0.013543846141168612,-0.01767844983883551,-0.01662552440307336,-0.021764001758661472
2017-01-05,group_weighted_multinomial_logistic_gam,-0.0010982,0.0007177595548553364,0.0072963481561113,-0.008420114017615561,-0.01197269176586222,-0.01100139978871448,-0.01434041623520665,-0.013189606221370923,-0.01673857690459059,-0.016070081648870825,-0.020246580742979126
2017-01-05,normal,-0.0010982,0.00070038791615402,0.008477896451089753,-0.01017601371398284,-0.014227085789275378,-0.013263263408494945,-0.016844457545975744,-0.016091273517719322,-0.01915768337238877,-0.019247197316545582,-0.021770012753158156
2017-01-06,fixed_hmm_transition,0.0032879999999999997,0.0010553655922253202,0.007943100570339798,-0.00870563097303966,-0.013063438776834118,-0.011610191788437075,-0.016151215069630347,-0.014531725463632026,-0.019361154496959642,-0.018190656130574634,-0.02437866815006127
2017-01-06,group_weighted_multinomial_logistic_gam,0.0032879999999999997,0.001122032654408893,0.007570686937213783,-0.008466419840871826,-0.012115523975844008,-0.011065168916349644,-0.014631611310969383,-0.013648635121367981,-0.017021294762991603,-0.01639556455541169,-0.020171526102226927
2017-01-06,normal,0.0032879999999999997,0.000642969097957437,0.008448675461212612,-0.010251531988945465,-0.014294506775370449,-0.013416404398457074,-0.01687421413270011,-0.01606497726189142,-0.01913951060599489,-0.018872278768105204,-0.021916209158175125
2017-01-09,fixed_hmm_transition,-0.0058662,0.0011469948841899243,0.0077014803750729815,-0.008343296817154624,-0.012257310982039199,-0.011198349764803417,-0.014914645380168222,-0.013664596570219133,-0.017554682813707038,-0.016484560954396148,-0.02156966501363495
