N_STATES,TERM,P_VALUE,ROW_TYPE,LOG_ODDS_CONTRAST,BIN_INDEX,BIN_LOWER,BIN_MEDIAN,BIN_UPPER,OBSERVATION_COUNT,NUMERATOR_COUNT,DENOMINATOR_COUNT,OBSERVED_LOG_ODDS,CI_LOWER,CI_UPPER,NEXT_STATE_0_COUNT,NEXT_STATE_1_COUNT,NEXT_STATE_2_COUNT,NEXT_STATE_3_COUNT,PREDICTOR_VALUE,FITTED_LOG_ODDS
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,111.65822784810128,7.5748202980105575
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,114.0126582278481,7.582335191234848
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,116.36708860759494,7.588852502843893
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,118.72151898734178,7.594399408951839
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,121.07594936708861,7.599002533529182
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,123.43037974683546,7.602687910977304
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,125.78481012658229,7.60548095927581
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,128.13924050632912,7.607406461808015
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,130.49367088607596,7.608488556295146
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,132.84810126582278,7.608750729537431
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,135.20253164556962,7.608215816881299
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,137.55696202531647,7.606906005514462
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,139.9113924050633,7.604842840842079
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,142.26582278481013,7.602047235322932
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,144.62025316455697,7.598539479248976
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,146.97468354430382,7.594339253038793
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,149.32911392405063,7.589465640688
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,151.68354430379748,7.583937144080463
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,154.03797468354432,7.577771697914775
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,156.39240506329114,7.570986685042977
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,158.74683544303798,7.5635989520540505
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,161.10126582278482,7.555624824964542
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,163.45569620253164,7.547080124903582
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,165.81012658227849,7.537980183700691
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,168.16455696202533,7.528339859302137
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,170.51898734177217,7.518173550956505
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,172.873417721519,7.5074952141224465
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,175.22784810126583,7.49631837506183
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,177.58227848101268,7.484656145090329
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,179.9367088607595,7.472521234464526
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,182.29113924050634,7.459925965890756
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,184.64556962025318,7.446882287645869
4,DURATION_STATE_0,0.02,FITTED_CURVE,0 vs 3,,,,,,,,,,,,,,,187.0,7.433401786304223
4,DURATION_STATE_1,0.02,OBSERVED_BIN,1 vs 0,0.0,1.0,3.0,5.0,30.0,28.0,0.0,4.04305126783455,2.3753576947061186,10.96011997808865,0.0,28.0,1.0,1.0,,
4,DURATION_STATE_1,0.02,OBSERVED_BIN,1 vs 0,1.0,6.0,9.0,13.0,26.0,24.0,0.0,3.8918202981106265,2.2152698866591414,10.807455685932428,0.0,24.0,1.0,1.0,,
4,DURATION_STATE_1,0.02,OBSERVED_BIN,1 vs 0,2.0,14.0,20.0,26.0,26.0,26.0,0.0,3.970291913552122,2.2985084800271665,10.886698041004108,0.0,26.0,0.0,0.0,,
4,DURATION_STATE_1,0.02,OBSERVED_BIN,1 vs 0,3.0,27.0,33.0,40.0,27.0,26.0,0.0,3.970291913552122,2.2985084800271665,10.886698041004108,0.0,26.0,1.0,0.0,,
4,DURATION_STATE_1,0.02,OBSERVED_BIN,1 vs 0,4.0,41.0,54.0,67.0,27.0,26.0,0.0,3.970291913552122,2.2985084800271665,10.886698041004108,0.0,26.0,0.0,1.0,,
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,1.0,-0.009907551519462073
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,2.0,0.7343700498664404
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,3.0,1.248183408728335
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,4.0,1.6374783188327708
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,5.0,1.9490521281053166
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,6.0,2.207910427357934
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,7.0,2.428927118643325
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,8.0,2.6215166624791286
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,9.0,2.792000769516047
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,10.0,2.9448233502952172
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,11.0,3.083223687952737
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,12.0,3.2096337598679963
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,13.0,3.3259298850075907
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,14.0,3.4335904254359857
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,15.0,3.5337953519717353
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,16.0,3.6275007083631308
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,17.0,3.7154915548613894
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,18.0,3.7984201986734263
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,19.0,3.876834346744421
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,20.0,3.9511982006132995
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,21.0,4.021908509604577
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,22.0,4.089306958446472
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,23.0,4.153689847122149
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,24.0,4.215315741530032
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,25.0,4.274411583477639
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,26.0,4.331177616884727
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,27.0,4.385791394404977
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,28.0,4.438411062483304
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,29.0,4.489153116708455
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,30.0,4.5379231331099525
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,31.0,4.584559361735487
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,32.0,4.628940530898896
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,33.0,4.670978927348387
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,34.0,4.710614116896075
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,35.0,4.747807851459832
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,36.0,4.782539922746126
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,37.0,4.814804775141049
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,38.0,4.844608730399621
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,39.0,4.8719677075386265
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,40.0,4.896905345217515
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,41.0,4.919451452508965
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,42.0,4.9396407285589365
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,43.0,4.957511703144824
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,44.0,4.9731058592604915
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,45.0,4.9864669061191815
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,46.0,4.997640176774907
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,47.0,5.006672129230716
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,48.0,5.0136099336682465
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,49.0,5.01850113148338
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,50.0,5.021393354292843
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,51.0,5.022334093100093
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,52.0,5.021370509465383
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,53.0,5.018549281885428
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,54.0,5.013916481708952
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,55.0,5.0075174738404025
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,56.0,4.999396838251321
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,57.0,4.9895983089561184
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,58.0,4.978164727639754
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,59.0,4.965138009567619
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,60.0,4.9505591197786245
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,61.0,4.9344680578730005
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,62.0,4.916903849967309
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,63.0,4.897904546608723
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,64.0,4.877507225625772
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,65.0,4.855747999049054
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,66.0,4.832662023367628
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 0,,,,,,,,,,,,,,,67.0,4.808283512498821
4,DURATION_STATE_1,0.02,OBSERVED_BIN,1 vs 2,0.0,1.0,3.0,5.0,30.0,28.0,1.0,2.9444389791664403,1.7339918833003918,5.583267112041856,0.0,28.0,1.0,1.0,,
4,DURATION_STATE_1,0.02,OBSERVED_BIN,1 vs 2,1.0,6.0,9.0,13.0,26.0,24.0,1.0,2.793208009442517,1.5705853746547411,5.433128326020288,0.0,24.0,1.0,1.0,,
4,DURATION_STATE_1,0.02,OBSERVED_BIN,1 vs 2,2.0,14.0,20.0,26.0,26.0,26.0,0.0,3.970291913552122,2.2985084800271665,10.886698041004108,0.0,26.0,0.0,0.0,,
4,DURATION_STATE_1,0.02,OBSERVED_BIN,1 vs 2,3.0,27.0,33.0,40.0,27.0,26.0,1.0,2.8716796248840124,1.655608310123488,5.511013203354759,0.0,26.0,1.0,0.0,,
4,DURATION_STATE_1,0.02,OBSERVED_BIN,1 vs 2,4.0,41.0,54.0,67.0,27.0,26.0,0.0,3.970291913552122,2.2985084800271665,10.886698041004108,0.0,26.0,0.0,1.0,,
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,1.0,0.08180404240464947
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,2.0,0.7396701423592639
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,3.0,1.193093153388411
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,4.0,1.5361419476178488
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,5.0,1.8103486631091616
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,6.0,2.037905997747327
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,7.0,2.232011775776458
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,8.0,2.4010116141084916
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,9.0,2.550504667472626
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,10.0,2.6844238885834737
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,11.0,2.805634118094065
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,12.0,2.916284866462338
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,13.0,3.0180340938574894
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,14.0,3.1121879022866246
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,15.0,3.199788104822365
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,16.0,3.281678275300779
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,17.0,3.358550712668004
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,18.0,3.4309803332334745
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,19.0,3.4994496145579355
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,20.0,3.5643672758173395
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,21.0,3.6260824863219954
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,22.0,3.6848958243753174
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,23.0,3.7410678367404477
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,24.0,3.7948258008233373
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,25.0,3.8463691228538295
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,26.0,3.8958736884506173
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,27.0,3.9434953997080147
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,28.0,3.9893730742157736
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,29.0,4.033608970366795
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,30.0,4.076120485906236
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,31.0,4.116765985660332
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,32.0,4.15543926839419
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,33.0,4.19206351013877
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,34.0,4.226585767428821
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,35.0,4.25897251907868
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,36.0,4.2892060366099845
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,37.0,4.317281419260397
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,38.0,4.34320416453685
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,39.0,4.366988172251162
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,40.0,4.388654100878758
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,41.0,4.408228011377921
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,42.0,4.425740246385546
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,43.0,4.441224502779754
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,44.0,4.454717063583129
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,45.0,4.4662561615373075
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,46.0,4.47588145176519
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,47.0,4.483633575023011
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,48.0,4.489553796341088
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,49.0,4.4936837065223
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,50.0,4.496064976138225
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,51.0,4.496739153434159
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,52.0,4.49574749900432
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,53.0,4.493130851289495
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,54.0,4.488929517930518
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,55.0,4.483183188821568
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,56.0,4.475930867378871
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,57.0,4.467210817098201
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,58.0,4.457060520939151
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,59.0,4.445516651461834
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,60.0,4.432615049966082
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,61.0,4.418390713155075
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,62.0,4.40287778607376
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,63.0,4.386109560264664
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,64.0,4.368118476245705
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,65.0,4.3489361295514835
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,66.0,4.328593279695241
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 2,,,,,,,,,,,,,,,67.0,4.307119861506741
4,DURATION_STATE_1,0.02,OBSERVED_BIN,1 vs 3,0.0,1.0,3.0,5.0,30.0,28.0,1.0,2.9444389791664403,1.7339918833003918,5.583267112041856,0.0,28.0,1.0,1.0,,
4,DURATION_STATE_1,0.02,OBSERVED_BIN,1 vs 3,1.0,6.0,9.0,13.0,26.0,24.0,1.0,2.793208009442517,1.5705853746547411,5.433128326020288,0.0,24.0,1.0,1.0,,
4,DURATION_STATE_1,0.02,OBSERVED_BIN,1 vs 3,2.0,14.0,20.0,26.0,26.0,26.0,0.0,3.970291913552122,2.2985084800271665,10.886698041004108,0.0,26.0,0.0,0.0,,
4,DURATION_STATE_1,0.02,OBSERVED_BIN,1 vs 3,3.0,27.0,33.0,40.0,27.0,26.0,0.0,3.970291913552122,2.2985084800271665,10.886698041004108,0.0,26.0,1.0,0.0,,
4,DURATION_STATE_1,0.02,OBSERVED_BIN,1 vs 3,4.0,41.0,54.0,67.0,27.0,26.0,1.0,2.8716796248840124,1.655608310123488,5.511013203354759,0.0,26.0,0.0,1.0,,
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,1.0,1.6894486602072414
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,2.0,2.1452776274126375
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,3.0,2.458526935248465
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,4.0,2.694985517486645
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,5.0,2.883637595289566
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,6.0,3.03994862042139
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,7.0,3.1731043820829665
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,8.0,3.2889051552010744
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,9.0,3.391237460924875
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,10.0,3.482828185924507
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,11.0,3.565661631662903
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,12.0,3.6412252493648594
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,13.0,3.7106650672808823
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,14.0,3.774882926221709
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,15.0,3.834597744019541
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,16.0,3.8903913247997215
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,17.0,3.942740894747404
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,18.0,3.992042570849562
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,19.0,4.038628625632142
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,20.0,4.082780411145948
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,21.0,4.124738185114893
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,22.0,4.164708686770845
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,23.0,4.202871051778694
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,24.0,4.239381483485282
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,25.0,4.274376980634974
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,26.0,4.307978340647358
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,27.0,4.340292600545187
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,28.0,4.37141503692874
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,29.0,4.401415780213226
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,30.0,4.430237846817233
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,31.0,4.457783660638637
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,32.0,4.483980010201219
