N_STATES,TERM,P_VALUE,ROW_TYPE,LOG_ODDS_CONTRAST,BIN_INDEX,BIN_LOWER,BIN_MEDIAN,BIN_UPPER,OBSERVATION_COUNT,NUMERATOR_COUNT,DENOMINATOR_COUNT,OBSERVED_LOG_ODDS,CI_LOWER,CI_UPPER,NEXT_STATE_0_COUNT,NEXT_STATE_1_COUNT,NEXT_STATE_2_COUNT,NEXT_STATE_3_COUNT,PREDICTOR_VALUE,FITTED_LOG_ODDS
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,33.0,4.508773885649178
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,34.0,4.532128700322411
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,35.0,4.554021226111399
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,36.0,4.5744390983484
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,37.0,4.5933787774768575
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,38.0,4.6108438788171995
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,39.0,4.626843800284979
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,40.0,4.641392592282321
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,41.0,4.654508025183543
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,42.0,4.6662108186177
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,43.0,4.67652400367458
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,44.0,4.685472394647242
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,45.0,4.6930821512932175
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,46.0,4.699380416091602
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,47.0,4.7043950137814905
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,48.0,4.708154202732943
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,49.0,4.710686469536879
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,50.0,4.71202035969241
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,51.0,4.7121843384875195
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,52.0,4.711206677165721
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,53.0,4.709115360289858
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,54.0,4.7059380108886835
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,55.0,4.701701830528932
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,56.0,4.696433551917295
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,57.0,4.690159402020152
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,58.0,4.682905074008207
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,59.0,4.674695706599746
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,60.0,4.6655558695991814
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,61.0,4.655509554614504
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,62.0,4.644580170094244
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,63.0,4.632790539956741
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,64.0,4.620162905195887
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,65.0,4.606718927941616
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,66.0,4.592479697532973
4,DURATION_STATE_1,0.02,FITTED_CURVE,1 vs 3,,,,,,,,,,,,,,,67.0,4.57746573822901
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 0,0.0,1.0,1.0,2.0,104.0,92.0,12.0,2.0014800002101243,1.4686798120933553,2.6719458943793706,12.0,0.0,92.0,0.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 0,1.0,3.0,3.0,4.0,75.0,64.0,10.0,1.8152899666382492,1.2283739058643641,2.561608077410552,10.0,0.0,64.0,1.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 0,2.0,5.0,6.0,7.0,82.0,74.0,7.0,2.295896104843249,1.642104581554249,3.191388969914157,7.0,0.0,74.0,1.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 0,3.0,8.0,9.0,11.0,83.0,78.0,5.0,2.6583505325499375,1.9279348465097543,3.733286916587094,5.0,0.0,78.0,0.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 0,4.0,12.0,14.0,16.0,75.0,69.0,4.0,2.7372493557944724,1.9457556264836928,3.956257252340343,4.0,1.0,69.0,1.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 0,5.0,17.0,20.0,23.0,80.0,78.0,2.0,3.4468078929142076,2.4729165046024457,5.247963126395921,2.0,0.0,78.0,0.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 0,6.0,24.0,28.0,32.0,79.0,77.0,2.0,3.4339872044851463,2.459690870143917,5.235229997720079,2.0,0.0,77.0,0.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 0,7.0,33.0,38.0,43.0,84.0,82.0,1.0,4.007333185232471,2.8453673032808164,6.641736321271555,1.0,0.0,82.0,1.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 0,8.0,44.0,52.0,65.0,81.0,78.0,3.0,3.1103356562929947,2.2478257565555726,4.542002715345759,3.0,0.0,78.0,0.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 0,9.0,66.0,79.0,108.0,82.0,79.0,2.0,3.459466289786131,2.485969648951263,5.260536147328092,2.0,1.0,79.0,0.0,,
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,1.0,0.9305110856375808
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,2.3544303797468356,1.5383221799408695
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,3.7088607594936707,1.910542324349976
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,5.063291139240506,2.1740389441728074
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,6.417721518987341,2.375577306902515
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,7.772151898734177,2.5375956052268007
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,9.126582278481012,2.6724841496486174
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,10.481012658227847,2.7876826728035646
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,11.835443037974683,2.887988002514075
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,13.189873417721518,2.976663667410264
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,14.544303797468354,3.056025007112937
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,15.89873417721519,3.127770820528395
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,17.253164556962023,3.1931847721970916
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,18.60759493670886,3.2532625878991723
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,19.962025316455694,3.3087874555108425
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,21.31645569620253,3.3603851907624733
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,22.670886075949365,3.4085632944977755
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,24.0253164556962,3.4537386826074594
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,25.379746835443036,3.496257797129108
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,26.73417721518987,3.5364114681949737
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,28.088607594936708,3.574446081742091
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,29.44303797468354,3.6105720975624345
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,30.79746835443038,3.644970634330826
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,32.15189873417721,3.6777986226345147
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,33.506329113924046,3.7091928823142535
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,34.860759493670884,3.7392733814690544
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,36.21518987341772,3.768145865649802
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,37.56962025316455,3.7959039971481086
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,38.92405063291139,3.8226311094508096
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,40.278481012658226,3.8484016566408887
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,41.63291139240506,3.8732824189428565
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,42.98734177215189,3.8973137494478216
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,44.34177215189873,3.9204549280186236
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,45.69620253164557,3.942657202307505
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,47.0506329113924,3.963884647299213
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,48.405063291139236,3.9841118684854098
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,49.75949367088607,4.003322121166999
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,51.11392405063291,4.021505765158916
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,52.46835443037974,4.038658991069052
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,53.82278481012658,4.054782767440108
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,55.177215189873415,4.069881968252852
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,56.531645569620245,4.083964648282962
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,57.88607594936708,4.097041440097948
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,59.24050632911392,4.109125051462923
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,60.59493670886076,4.120229845887871
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,61.94936708860759,4.130371492217681
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,63.303797468354425,4.13956667171063
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,64.65822784810126,4.14783283310308
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,66.01265822784809,4.155187987819806
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,67.36708860759494,4.161650538840285
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,68.72151898734177,4.1672391378334765
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,70.0759493670886,4.171972566076229
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,71.43037974683544,4.1758696354119555
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,72.78481012658227,4.17894910611743
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,74.1392405063291,4.181229619050844
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,75.49367088607595,4.182729639873247
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,76.84810126582278,4.183467413483838
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,78.20253164556961,4.183460927099941
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,79.55696202531645,4.182727880655257
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,80.91139240506328,4.181285663393245
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,82.26582278481013,4.179151335703223
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,83.62025316455696,4.176341615390433
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,84.97468354430379,4.1728728676924405
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,86.32911392405063,4.168761098456553
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,87.68354430379746,4.164021949979604
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,89.03797468354429,4.158670699084829
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,90.39240506329114,4.152722257073009
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,91.74683544303797,4.146191171238041
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,93.1012658227848,4.139091627682341
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,94.45569620253164,4.131437455206031
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,95.81012658227847,4.123242130076765
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,97.16455696202532,4.114518781515251
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,98.51898734177215,4.105280197755595
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,99.87341772151898,4.0955388325602655
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,101.22784810126582,4.085306812087193
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,102.58227848101265,4.0745959420217135
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,103.93670886075948,4.063417714899132
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,105.29113924050633,4.051783317554919
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,106.64556962025316,4.039703638649173
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 0,,,,,,,,,,,,,,,108.0,4.027189276220312
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 1,0.0,1.0,1.0,2.0,104.0,92.0,0.0,5.220355825078324,3.589809882289317,12.143499343303981,12.0,0.0,92.0,0.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 1,1.0,3.0,3.0,4.0,75.0,64.0,0.0,4.859812404361672,3.2221338903081174,11.781781523408169,10.0,0.0,64.0,1.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 1,2.0,5.0,6.0,7.0,82.0,74.0,0.0,5.003946305945459,3.3694334710042773,11.92643618967387,7.0,0.0,74.0,1.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 1,3.0,8.0,9.0,11.0,83.0,78.0,0.0,5.056245805348308,3.4227724128458954,11.978906845580969,5.0,0.0,78.0,0.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 1,4.0,12.0,14.0,16.0,75.0,69.0,1.0,3.835861644462582,2.669133314533929,6.470704951847791,4.0,1.0,69.0,1.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 1,5.0,17.0,20.0,23.0,80.0,78.0,0.0,5.056245805348308,3.4227724128458954,11.978906845580969,2.0,0.0,78.0,0.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 1,6.0,24.0,28.0,32.0,79.0,77.0,0.0,5.043425116919247,3.409701967952571,11.966045024355324,2.0,0.0,77.0,0.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 1,7.0,33.0,38.0,43.0,84.0,82.0,0.0,5.10594547390058,3.473410305642652,12.028761073933097,1.0,0.0,82.0,1.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 1,8.0,44.0,52.0,65.0,81.0,78.0,0.0,5.056245805348308,3.4227724128458954,11.978906845580969,3.0,0.0,78.0,0.0,,
4,DURATION_STATE_2,0.02,OBSERVED_BIN,2 vs 1,9.0,66.0,79.0,108.0,82.0,79.0,1.0,3.970291913552122,2.807365665702273,6.6047839097261525,2.0,1.0,79.0,0.0,,
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,1.0,2.5676299286144975
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,2.3544303797468356,3.24646673184884
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,3.7088607594936707,3.667239367694302
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,5.063291139240506,3.967573102483648
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,6.417721518987341,4.198721119602873
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,7.772151898734177,4.385479630468888
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,9.126582278481012,4.5416237688712044
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,10.481012658227847,4.67545932578578
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,11.835443037974683,4.792361020771412
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,13.189873417721518,4.895997428734141
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,14.544303797468354,4.9889788943444
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,15.89873417721519,5.073225798509807
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,17.253164556962023,5.150192215781454
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,18.60759493670886,5.221007357946324
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,19.962025316455694,5.286561423644058
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,21.31645569620253,5.347567426167819
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,22.670886075949365,5.404604865757199
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,24.0253164556962,5.458150803079152
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,25.379746835443036,5.508602441220748
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,26.73417721518987,5.556293845889923
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,28.088607594936708,5.601508532574641
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,29.44303797468354,5.644489084083364
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,30.79746835443038,5.685444597992199
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,32.15189873417721,5.724556523878237
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,33.506329113924046,5.761983289123515
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,34.860759493670884,5.797864001749517
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,36.21518987341772,5.832321441898756
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,37.56962025316455,5.865464499223017
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,38.92405063291139,5.897390174438401
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,40.278481012658226,5.928185234958532
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,41.63291139240506,5.957927593660658
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,42.98734177215189,5.986664525596879
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,44.34177215189873,6.014349226506337
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,45.69620253164557,6.040925584171929
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,47.0506329113924,6.066352383417909
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,48.405063291139236,6.090600634532814
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,49.75949367088607,6.11365138601487
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,51.11392405063291,6.1354939276546405
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,52.46835443037974,6.156124309646316
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,53.82278481012658,6.175544118693201
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,55.177215189873415,6.193759463960951
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,56.531645569620245,6.210780135039648
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,57.88607594936708,6.226618901404194
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,59.24050632911392,6.241290928663051
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,60.59493670886076,6.25481329150015
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,61.94936708860759,6.267204566903442
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,63.303797468354425,6.278484494235442
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,64.65822784810126,6.288673691089834
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,66.01265822784809,6.297793415812261
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,67.36708860759494,6.305865369135735
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,68.72151898734177,6.312911528663905
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,70.0759493670886,6.318954010985774
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,71.43037974683544,6.3240149570684245
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,72.78481012658227,6.328116437285425
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,74.1392405063291,6.331280373026584
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,75.49367088607595,6.333528472322136
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,76.84810126582278,6.334882177319722
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,78.20253164556961,6.335362621790292
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,79.55696202531645,6.334990597121448
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,80.91139240506328,6.333786525493103
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,82.26582278481013,6.331770439128994
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,83.62025316455696,6.328961964684522
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,84.97468354430379,6.325380311972337
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,86.32911392405063,6.321044266345975
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,87.68354430379746,6.315972184162644
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,89.03797468354429,6.310181990831521
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,90.39240506329114,6.303691181026522
4,DURATION_STATE_2,0.02,FITTED_CURVE,2 vs 1,,,,,,,,,,,,,,,91.74683544303797,6.296516820704078
