MODEL,LOG_LOSS,ACCURACY,BRIER_SCORE,N_STATES,STATE_LAG,EXOG_LAG,REFERENCE_STATE,SIGNIFICANCE_LEVEL,VIF_THRESHOLD,SELECTED_TERM_COUNT,SELECTED_FEATURE_COUNT,SELECTED_TERMS,SELECTED_FEATURES,TERM_P_VALUES,TERM_VIFS,FEATURE_VIFS,MAX_SELECTED_P_VALUE,MAX_SELECTED_VIF,ALL_TERMS_SIGNIFICANT,ALL_FEATURES_WITHIN_VIF_THRESHOLD,REMOVED_TERMS,GLOBAL_DURATION_REMOVED_AS_REDUNDANT,STATE_LAG_DEFECT_CORRECTED,TRAIN_ROWS,SPLIT,SPLIT_START,SPLIT_END,EVAL_ROWS
pvalue_vif_selected_mlr,0.6586590923758108,0.8195767195767196,0.3263299809866189,4,0,2,0,0.05,5.0,3,5,STATE_LAG_0|DBLCIX_LAG_1|DURATION_STATE_2,STATE_LAG_0_1|STATE_LAG_0_2|STATE_LAG_0_3|DBLCIX_LAG_1|DURATION_STATE_2,"{""DBLCIX_LAG_1"": 0.01170316866388118, ""DURATION_STATE_2"": 0.008715152754780334, ""STATE_LAG_0"": 5.219747071947111e-132}","{""DBLCIX_LAG_1"": 1.012823622692213, ""DURATION_STATE_2"": 1.6573441771491735, ""STATE_LAG_0"": 1.7050793505833992}","{""DBLCIX_LAG_1"": 1.012823622692213, ""DURATION_STATE_2"": 1.6573441771491735, ""STATE_LAG_0_1"": 1.0388569070719182, ""STATE_LAG_0_2"": 1.7050793505833992, ""STATE_LAG_0_3"": 1.0249163662693954}",0.01170316866388118,1.7050793505833992,True,True,IBOXIG_LAG_0|LBUTTRUU_LAG_2|LT11TRUU_LAG_1|JPEICORE_LAG_1|JPEICORE_LAG_2|JPEICORE_LAG_0|SPXT_LAG_2|LBUTTRUU_LAG_1|LT11TRUU_LAG_2|LBUTTRUU_LAG_0|DURATION_STATE_1|IBOXIG_LAG_1|DURATION_STATE_3|DBLCIX_LAG_0|DBLCIX_LAG_2|IBOXIG_LAG_2|SPXT_LAG_1|SPXT_LAG_0|LT11TRUU_LAG_0|DURATION_STATE_0,True,True,2316,validation,2009-06-02,2016-12-30,1890
