ITERATION,REMOVED_TERM,REMOVAL_REASON,P_VALUE_AT_REMOVAL,TERM_MAX_VIF_AT_REMOVAL,N_STATES,STATE_LAG,EXOG_LAG
10,LT11TRUU_LAG_2,p_value,0.6066749165473815,2.2852200647947853,4,1,2
11,LBUTTRUU_LAG_0,p_value,0.6971063146648917,2.4608939299672725,4,1,2
12,DURATION_STATE_1,p_value,0.6008694209151186,2.4968469038400816,4,1,2
13,IBOXIG_LAG_1,p_value,0.4065912547547911,1.0515093503810617,4,1,2
14,DURATION_STATE_3,p_value,0.16061729646619072,2.4255215732143616,4,1,2
15,DBLCIX_LAG_0,p_value,0.22162369552582356,1.0577817997037748,4,1,2
16,DBLCIX_LAG_2,p_value,0.2864687609853358,1.0250960416496984,4,1,2
17,IBOXIG_LAG_2,p_value,0.10792266481142603,1.007631691605372,4,1,2
18,SPXT_LAG_1,p_value,0.08081904788500237,1.038447796953864,4,1,2
19,SPXT_LAG_0,p_value,0.10326140511608922,1.0913938423903067,4,1,2
20,LT11TRUU_LAG_0,p_value,0.14564246916645662,1.0048707796072325,4,1,2
21,DURATION_STATE_0,p_value,0.05076887647767265,1.4595257994399422,4,1,2
1,STATE_LAG_2,vif,0.985280884769934,17.042432943956264,4,2,0
2,STATE_LAG_1,vif,0.9787593706030046,17.445404463624534,4,2,0
3,IBOXIG_LAG_0,p_value,0.9056330277726579,2.503066637588204,4,2,0
4,JPEICORE_LAG_0,p_value,0.808130537058026,1.3915007394657752,4,2,0
5,DURATION_STATE_1,p_value,0.794431353387404,2.4652282054710497,4,2,0
6,DURATION_STATE_3,p_value,0.3247182798849853,2.4030603727967472,4,2,0
7,LBUTTRUU_LAG_0,p_value,0.33871925204846637,2.403655223481285,4,2,0
8,SPXT_LAG_0,p_value,0.3642949334435836,1.097857037969614,4,2,0
9,DURATION_STATE_0,p_value,0.05532074227639919,1.4608700620304926,4,2,0
1,STATE_LAG_2,vif,0.957802462881651,17.345112173756146,4,2,1
2,STATE_LAG_1,vif,0.9752175086371065,17.67504845606064,4,2,1
3,LT11TRUU_LAG_1,p_value,0.9899556350618689,3.6591566954739756,4,2,1
4,LBUTTRUU_LAG_1,p_value,0.987222792363239,1.734070533842885,4,2,1
5,IBOXIG_LAG_0,p_value,0.9667359391433541,2.5754533746035047,4,2,1
6,DURATION_STATE_1,p_value,0.7707148712410904,2.495602707246648,4,2,1
7,IBOXIG_LAG_1,p_value,0.7294770158325221,1.1838541735037542,4,2,1
8,JPEICORE_LAG_0,p_value,0.6693479549440466,1.4695433153540847,4,2,1
9,JPEICORE_LAG_1,p_value,0.45157567676640975,1.221602035257177,4,2,1
10,LBUTTRUU_LAG_0,p_value,0.33044557203442104,2.431819073839359,4,2,1
11,DURATION_STATE_3,p_value,0.3424423378462461,2.423020796612516,4,2,1
12,DBLCIX_LAG_0,p_value,0.279298677698351,1.05737673414132,4,2,1
13,SPXT_LAG_1,p_value,0.08081904788500237,1.038447796953864,4,2,1
14,SPXT_LAG_0,p_value,0.10326140511608922,1.0913938423903067,4,2,1
15,LT11TRUU_LAG_0,p_value,0.14564246916645662,1.0048707796072325,4,2,1
16,DURATION_STATE_0,p_value,0.05076887647767265,1.4595257994399422,4,2,1
1,STATE_LAG_2,vif,0.971751444657364,17.574660637665268,4,2,2
2,STATE_LAG_1,vif,0.9696296171413893,17.688655038011245,4,2,2
3,IBOXIG_LAG_0,p_value,0.9310597833325456,2.622481433589544,4,2,2
4,LBUTTRUU_LAG_2,p_value,0.8547289183791235,2.591629324056273,4,2,2
5,LT11TRUU_LAG_1,p_value,0.8091602291771749,3.7797427457336275,4,2,2
6,JPEICORE_LAG_1,p_value,0.7215479022990559,1.4926720335786536,4,2,2
7,JPEICORE_LAG_2,p_value,0.6477087744290988,1.3657392436415405,4,2,2
8,JPEICORE_LAG_0,p_value,0.6498538845249786,1.471934154116783,4,2,2
9,SPXT_LAG_2,p_value,0.5908871810198737,1.1774754468469826,4,2,2
10,LBUTTRUU_LAG_1,p_value,0.6579933240248945,1.7258011228113563,4,2,2
11,LT11TRUU_LAG_2,p_value,0.6066749165473815,2.2852200647947853,4,2,2
12,LBUTTRUU_LAG_0,p_value,0.6971063146648917,2.4608939299672725,4,2,2
13,DURATION_STATE_1,p_value,0.6008694209151186,2.4968469038400816,4,2,2
14,IBOXIG_LAG_1,p_value,0.4065912547547911,1.0515093503810617,4,2,2
15,DURATION_STATE_3,p_value,0.16061729646619072,2.4255215732143616,4,2,2
16,DBLCIX_LAG_0,p_value,0.22162369552582356,1.0577817997037748,4,2,2
17,DBLCIX_LAG_2,p_value,0.2864687609853358,1.0250960416496984,4,2,2
18,IBOXIG_LAG_2,p_value,0.10792266481142603,1.007631691605372,4,2,2
19,SPXT_LAG_1,p_value,0.08081904788500237,1.038447796953864,4,2,2
20,SPXT_LAG_0,p_value,0.10326140511608922,1.0913938423903067,4,2,2
21,LT11TRUU_LAG_0,p_value,0.14564246916645662,1.0048707796072325,4,2,2
22,DURATION_STATE_0,p_value,0.05076887647767265,1.4595257994399422,4,2,2
