N_STATES,SEED,LL,AIC,BIC,MIN_COUNT,CONVERGED,VALID
2,891494,15244.92,-30463.83,-30389.1,337,True,True
2,891640,15244.05,-30462.1,-30387.37,319,True,True
2,891776,15245.97,-30465.93,-30391.2,338,True,True
2,891839,15243.25,-30460.5,-30385.77,311,True,True
2,892117,15242.5,-30458.99,-30384.26,304,True,True
2,892483,15242.5,-30458.99,-30384.26,304,True,True
2,893162,15244.14,-30462.28,-30387.55,319,True,True
2,893262,15242.59,-30459.19,-30384.46,304,True,True
2,893288,15246.14,-30466.28,-30391.55,338,True,True
2,893389,15242.5,-30458.99,-30384.26,304,True,True
2,893488,15242.5,-30458.99,-30384.26,304,True,True
2,893564,15242.5,-30458.99,-30384.26,304,True,True
2,893774,15243.84,-30461.69,-30386.96,319,True,True
2,893784,15242.5,-30458.99,-30384.26,304,True,True
2,893795,15240.68,-30455.36,-30380.63,332,True,True
2,894160,15242.5,-30458.99,-30384.26,304,True,True
2,894181,15243.44,-30460.87,-30386.14,312,True,True
2,894271,15242.5,-30458.99,-30384.26,304,True,True
2,894382,15244.57,-30463.15,-30388.42,334,True,True
2,894589,15240.7,-30455.41,-30380.68,317,True,True
2,894613,15245.15,-30464.31,-30389.58,337,True,True
2,894694,15244.54,-30463.08,-30388.35,334,True,True
2,894696,15243.8,-30461.59,-30386.86,319,True,True
2,894747,15244.35,-30462.7,-30387.97,334,True,True
2,894817,15244.26,-30462.51,-30387.78,334,True,True
2,894861,15243.17,-30460.33,-30385.6,311,True,True
2,894871,15240.99,-30455.98,-30381.25,335,True,True
2,895090,15242.5,-30458.99,-30384.26,304,True,True
2,895171,15240.73,-30455.46,-30380.73,332,True,True
2,895324,15242.5,-30458.99,-30384.26,304,True,True
2,895384,15243.81,-30461.63,-30386.9,319,True,True
2,895419,15243.91,-30461.82,-30387.09,319,True,True
2,895485,15243.35,-30460.7,-30385.97,312,True,True
2,895641,15242.5,-30458.99,-30384.26,304,True,True
2,896283,15242.5,-30458.99,-30384.26,304,True,True
2,896341,15242.5,-30458.99,-30384.26,304,True,True
2,896467,15243.85,-30461.7,-30386.97,319,True,True
2,896499,15244.06,-30462.12,-30387.39,319,True,True
2,896541,15242.73,-30459.47,-30384.74,304,True,True
2,896740,15242.5,-30458.99,-30384.26,304,True,True
2,896789,15243.98,-30461.96,-30387.23,319,True,True
2,897040,15243.67,-30461.34,-30386.61,312,True,True
2,897061,15242.68,-30459.36,-30384.63,304,True,True
2,897342,15242.5,-30458.99,-30384.26,304,True,True
2,897738,15243.64,-30461.27,-30386.54,312,True,True
2,897749,15243.89,-30461.77,-30387.04,319,True,True
2,897855,15243.88,-30461.77,-30387.04,319,True,True
2,897926,15242.87,-30459.75,-30385.02,311,True,True
2,898028,15244.45,-30462.89,-30388.16,334,True,True
2,898030,15242.5,-30458.99,-30384.26,304,True,True
2,898323,15242.73,-30459.46,-30384.73,305,True,True
2,898445,15243.21,-30460.41,-30385.68,311,True,True
2,898523,15242.5,-30458.99,-30384.26,304,True,True
2,898545,15242.5,-30458.99,-30384.26,304,True,True
2,898924,15244.22,-30462.43,-30387.7,319,True,True
2,899037,15242.51,-30459.02,-30384.29,304,True,True
2,899112,15243.03,-30460.07,-30385.34,311,True,True
2,899520,15242.5,-30458.99,-30384.26,304,True,True
2,899572,15243.68,-30461.37,-30386.64,312,True,True
2,899669,15242.5,-30458.99,-30384.26,304,True,True
2,899678,15243.15,-30460.31,-30385.58,311,True,True
2,899891,15243.17,-30460.33,-30385.6,311,True,True
2,899907,15242.5,-30458.99,-30384.26,304,True,True
2,900088,15242.5,-30458.99,-30384.26,304,True,True
2,900378,15243.34,-30460.68,-30385.95,311,True,True
2,900385,15242.72,-30459.43,-30384.7,304,True,True
2,900443,15242.5,-30459.0,-30384.27,304,True,True
2,900608,15243.04,-30460.08,-30385.35,311,True,True
2,900665,15242.5,-30458.99,-30384.26,304,True,True
2,900930,15244.18,-30462.36,-30387.63,334,True,True
2,901104,15242.5,-30458.99,-30384.26,304,True,True
2,901108,15244.05,-30462.09,-30387.36,319,True,True
2,901237,15243.53,-30461.05,-30386.32,312,True,True
2,901243,15242.5,-30458.99,-30384.26,304,True,True
2,901360,15242.5,-30458.99,-30384.26,304,True,True
2,901506,15242.5,-30458.99,-30384.26,304,True,True
2,901522,15243.31,-30460.62,-30385.89,311,True,True
2,901543,15242.5,-30458.99,-30384.26,304,True,True
2,901764,15244.33,-30462.65,-30387.92,334,True,True
2,901906,15242.5,-30459.0,-30384.27,304,True,True
2,902143,15245.07,-30464.15,-30389.42,337,True,True
2,902296,15242.5,-30458.99,-30384.26,304,True,True
2,902364,15242.5,-30458.99,-30384.26,304,True,True
2,902771,15245.88,-30465.76,-30391.03,338,True,True
2,902794,15242.67,-30459.34,-30384.61,304,True,True
2,903148,15242.5,-30458.99,-30384.26,304,True,True
2,903317,15244.5,-30463.0,-30388.27,334,True,True
2,903426,15243.75,-30461.5,-30386.77,319,True,True
2,903430,15243.94,-30461.89,-30387.16,316,True,True
2,903563,15242.57,-30459.13,-30384.4,304,True,True
2,903609,15242.61,-30459.21,-30384.48,304,True,True
2,903614,15243.8,-30461.61,-30386.88,319,True,True
2,903920,15243.18,-30460.35,-30385.62,311,True,True
2,903964,15243.6,-30461.21,-30386.48,315,True,True
2,904199,15244.44,-30462.89,-30388.16,334,True,True
2,904301,15243.38,-30460.76,-30386.03,312,True,True
2,904602,15243.94,-30461.89,-30387.16,319,True,True
2,904659,15243.86,-30461.71,-30386.98,319,True,True
2,904768,15242.5,-30458.99,-30384.26,304,True,True
2,904806,15242.5,-30458.99,-30384.26,304,True,True
2,904992,15242.6,-30459.19,-30384.46,304,True,True
2,905015,15243.95,-30461.91,-30387.18,319,True,True
2,905029,15243.97,-30461.95,-30387.22,319,True,True
2,905050,15245.08,-30464.17,-30389.44,337,True,True
2,905440,15244.35,-30462.71,-30387.98,334,True,True
2,905520,15242.91,-30459.81,-30385.08,311,True,True
2,905790,15243.83,-30461.65,-30386.92,319,True,True
2,905914,15242.5,-30458.99,-30384.26,304,True,True
2,905964,15244.64,-30463.27,-30388.54,334,True,True
2,905997,15244.29,-30462.59,-30387.86,334,True,True
2,906165,15243.65,-30461.3,-30386.57,312,True,True
2,906283,15242.5,-30458.99,-30384.26,304,True,True
2,906409,15243.63,-30461.27,-30386.54,312,True,True
2,906539,15242.5,-30458.99,-30384.26,304,True,True
2,906598,15242.5,-30458.99,-30384.26,304,True,True
2,906699,15243.66,-30461.32,-30386.59,312,True,True
2,906780,15244.06,-30462.13,-30387.4,319,True,True
2,906848,15245.59,-30465.19,-30390.46,335,True,True
2,907036,15242.63,-30459.25,-30384.52,304,True,True
2,907076,15243.01,-30460.02,-30385.29,311,True,True
2,907112,15242.56,-30459.12,-30384.39,304,True,True
2,907148,15242.5,-30458.99,-30384.26,304,True,True
2,907177,15243.45,-30460.9,-30386.17,312,True,True
2,907199,15242.5,-30458.99,-30384.26,304,True,True
2,907385,15242.5,-30458.99,-30384.26,304,True,True
2,907653,15243.27,-30460.54,-30385.81,311,True,True
2,907689,15242.5,-30458.99,-30384.26,304,True,True
2,907772,15243.59,-30461.18,-30386.45,315,True,True
2,907796,15242.5,-30458.99,-30384.26,304,True,True
2,907878,15242.5,-30458.99,-30384.26,304,True,True
2,907989,15243.97,-30461.95,-30387.22,319,True,True
2,908056,15242.5,-30458.99,-30384.26,304,True,True
2,908208,15242.5,-30459.0,-30384.27,304,True,True
2,908286,15242.51,-30459.01,-30384.28,304,True,True
2,908395,15243.8,-30461.6,-30386.87,319,True,True
2,908496,15243.48,-30460.97,-30386.24,315,True,True
2,908616,15242.5,-30458.99,-30384.26,304,True,True
2,908663,15242.5,-30458.99,-30384.26,304,True,True
2,908684,15244.24,-30462.49,-30387.76,334,True,True
2,908819,15244.17,-30462.34,-30387.61,319,True,True
2,908915,15243.86,-30461.72,-30386.99,319,True,True
2,908921,15243.0,-30459.99,-30385.26,311,True,True
2,908927,15243.82,-30461.64,-30386.91,319,True,True
2,909147,15244.19,-30462.38,-30387.65,319,True,True
2,909237,15243.72,-30461.45,-30386.72,315,True,True
2,909453,15243.71,-30461.42,-30386.69,315,True,True
2,909465,15242.5,-30458.99,-30384.26,304,True,True
2,909553,15240.74,-30455.49,-30380.76,332,True,True
2,909643,15244.4,-30462.8,-30388.07,334,True,True
2,909794,15244.38,-30462.76,-30388.03,334,True,True
2,909995,15244.44,-30462.87,-30388.14,334,True,True
2,910145,15242.5,-30458.99,-30384.26,304,True,True
2,910156,15243.31,-30460.62,-30385.89,311,True,True
2,910239,15242.79,-30459.58,-30384.85,305,True,True
2,910290,15242.89,-30459.78,-30385.05,311,True,True
2,910365,15243.81,-30461.61,-30386.88,319,True,True
2,910390,15242.5,-30458.99,-30384.26,304,True,True
2,910509,15244.38,-30462.76,-30388.03,334,True,True
2,910629,15244.08,-30462.16,-30387.43,319,True,True
2,910755,15243.28,-30460.57,-30385.84,311,True,True
2,910890,15244.26,-30462.52,-30387.79,319,True,True
2,910973,15243.92,-30461.83,-30387.1,319,True,True
2,911040,15242.5,-30458.99,-30384.26,304,True,True
2,911042,15243.85,-30461.69,-30386.96,316,True,True
2,911276,15244.32,-30462.64,-30387.91,334,True,True
2,911560,15243.72,-30461.44,-30386.71,316,True,True
2,911574,15244.51,-30463.01,-30388.28,334,True,True
2,911735,15243.18,-30460.36,-30385.63,311,True,True
2,911803,15246.2,-30466.41,-30391.68,338,True,True
2,911851,15242.5,-30458.99,-30384.26,304,True,True
2,911984,15240.99,-30455.98,-30381.25,335,True,True
2,912130,15243.86,-30461.72,-30386.99,319,True,True
2,912144,15244.15,-30462.3,-30387.57,319,True,True
2,912157,15242.71,-30459.41,-30384.68,304,True,True
2,912248,15242.5,-30458.99,-30384.26,304,True,True
2,912278,15243.8,-30461.61,-30386.88,319,True,True
2,912427,15243.06,-30460.11,-30385.38,311,True,True
2,912548,15242.5,-30458.99,-30384.26,304,True,True
2,912554,15244.16,-30462.33,-30387.6,319,True,True
2,912562,15243.73,-30461.46,-30386.73,315,True,True
2,912653,15243.98,-30461.97,-30387.24,319,True,True
2,912773,15242.51,-30459.01,-30384.28,304,True,True
2,913082,15243.97,-30461.94,-30387.21,319,True,True
2,913274,15244.02,-30462.04,-30387.31,319,True,True
2,913337,15242.5,-30458.99,-30384.26,304,True,True
2,913358,15240.56,-30455.12,-30380.39,317,True,True
2,913385,15243.67,-30461.34,-30386.61,315,True,True
2,913569,15243.84,-30461.67,-30386.94,319,True,True
2,913589,15243.79,-30461.58,-30386.85,319,True,True
2,913688,15244.14,-30462.27,-30387.54,319,True,True
2,913695,15242.5,-30458.99,-30384.26,304,True,True
2,913789,15243.85,-30461.71,-30386.98,319,True,True
2,913891,15243.16,-30460.31,-30385.58,311,True,True
2,913968,15243.77,-30461.54,-30386.81,319,True,True
2,914134,15243.36,-30460.72,-30385.99,312,True,True
2,914153,15243.0,-30460.01,-30385.28,311,True,True
2,914204,15242.52,-30459.05,-30384.32,304,True,True
2,914318,15243.84,-30461.68,-30386.95,319,True,True
2,914490,15246.5,-30466.99,-30392.26,350,True,True
2,914527,15243.4,-30460.81,-30386.08,312,True,True
2,914614,15243.01,-30460.01,-30385.28,311,True,True
2,914995,15242.5,-30458.99,-30384.26,304,True,True
2,915036,15242.77,-30459.54,-30384.81,305,True,True
2,915051,15240.68,-30455.36,-30380.63,332,True,True
2,915073,15243.97,-30461.95,-30387.22,319,True,True
2,915079,15243.62,-30461.24,-30386.51,315,True,True
2,915237,15243.76,-30461.52,-30386.79,319,True,True
2,915289,15242.5,-30458.99,-30384.26,304,True,True
2,915527,15242.5,-30458.99,-30384.26,304,True,True
2,915576,15242.5,-30458.99,-30384.26,304,True,True
2,915640,15244.07,-30462.14,-30387.41,319,True,True
2,915813,15242.5,-30458.99,-30384.26,304,True,True
2,915827,15242.5,-30458.99,-30384.26,304,True,True
2,915839,15242.67,-30459.33,-30384.6,304,True,True
2,915904,15242.5,-30458.99,-30384.26,304,True,True
2,915923,15242.5,-30458.99,-30384.26,304,True,True
2,915929,15242.53,-30459.06,-30384.33,304,True,True
2,915978,15242.61,-30459.22,-30384.49,304,True,True
2,916113,15243.53,-30461.06,-30386.33,315,True,True
2,916135,15245.07,-30464.14,-30389.41,337,True,True
2,916180,15244.17,-30462.34,-30387.61,334,True,True
2,916218,15242.5,-30458.99,-30384.26,304,True,True
2,916285,15242.76,-30459.52,-30384.79,311,True,True
2,916383,15243.37,-30460.73,-30386.0,312,True,True
2,916424,15243.56,-30461.12,-30386.39,312,True,True
2,916536,15242.73,-30459.46,-30384.73,305,True,True
2,916621,15244.04,-30462.07,-30387.34,319,True,True
2,916636,15240.66,-30455.32,-30380.59,332,True,True
2,916796,15242.5,-30458.99,-30384.26,304,True,True
2,916814,15242.5,-30458.99,-30384.26,304,True,True
2,916979,15242.8,-30459.6,-30384.87,311,True,True
2,917085,15242.5,-30458.99,-30384.26,304,True,True
2,917093,15244.59,-30463.17,-30388.44,334,True,True
2,917138,15242.6,-30459.19,-30384.46,304,True,True
2,917220,15240.84,-30455.69,-30380.96,332,True,True
2,917300,15242.5,-30458.99,-30384.26,304,True,True
2,917380,15242.5,-30458.99,-30384.26,304,True,True
2,917405,15242.81,-30459.62,-30384.89,311,True,True
2,917519,15242.5,-30458.99,-30384.26,304,True,True
2,917669,15244.78,-30463.56,-30388.83,334,True,True
2,917747,15243.04,-30460.09,-30385.36,311,True,True
2,917790,15243.58,-30461.16,-30386.43,312,True,True
2,918034,15244.74,-30463.49,-30388.76,334,True,True
2,918050,15242.51,-30459.03,-30384.3,304,True,True
2,918055,15243.89,-30461.78,-30387.05,319,True,True
2,918131,15242.5,-30458.99,-30384.26,304,True,True
2,918259,15243.86,-30461.71,-30386.98,319,True,True
2,918412,15242.5,-30458.99,-30384.26,304,True,True
2,918617,15244.44,-30462.88,-30388.15,334,True,True
2,918675,15242.5,-30459.01,-30384.28,304,True,True
2,918693,15243.41,-30460.81,-30386.08,312,True,True
2,918738,15242.72,-30459.44,-30384.71,305,True,True
2,918827,15244.09,-30462.18,-30387.45,319,True,True
2,918849,15244.35,-30462.7,-30387.97,334,True,True
2,919004,15246.15,-30466.29,-30391.56,338,True,True
2,919086,15242.5,-30458.99,-30384.26,304,True,True
2,919129,15243.59,-30461.19,-30386.46,315,True,True
2,919282,15242.56,-30459.11,-30384.38,304,True,True
2,919286,15242.5,-30458.99,-30384.26,304,True,True
2,919317,15244.09,-30462.19,-30387.46,319,True,True
2,919320,15243.94,-30461.87,-30387.14,319,True,True
2,919376,15244.12,-30462.23,-30387.5,319,True,True
2,919406,15243.5,-30460.99,-30386.26,312,True,True
2,919420,15243.44,-30460.89,-30386.16,312,True,True
2,919662,15243.06,-30460.12,-30385.39,311,True,True
2,919883,15244.12,-30462.24,-30387.51,319,True,True
2,920032,15244.17,-30462.34,-30387.61,319,True,True
2,920097,15242.59,-30459.18,-30384.45,304,True,True
2,920251,15244.01,-30462.01,-30387.28,319,True,True
2,920652,15244.13,-30462.27,-30387.54,319,True,True
2,920660,15243.73,-30461.46,-30386.73,315,True,True
2,920838,15242.7,-30459.41,-30384.68,304,True,True
2,920887,15243.42,-30460.84,-30386.11,312,True,True
2,920957,15242.5,-30458.99,-30384.26,304,True,True
2,920960,15247.89,-30469.78,-30395.05,371,True,True
2,921084,15244.19,-30462.37,-30387.64,319,True,True
2,921362,15242.5,-30459.0,-30384.27,304,True,True
2,921385,15246.67,-30467.34,-30392.61,363,True,True
2,921527,15243.44,-30460.89,-30386.16,312,True,True
2,921534,15244.55,-30463.11,-30388.38,334,True,True
2,921535,15243.43,-30460.86,-30386.13,312,True,True
2,921699,15242.5,-30458.99,-30384.26,304,True,True
2,921775,15242.5,-30458.99,-30384.26,304,True,True
2,921982,15244.74,-30463.48,-30388.75,334,True,True
2,922006,15242.68,-30459.36,-30384.63,304,True,True
2,922070,15244.6,-30463.19,-30388.46,334,True,True
2,922172,15245.96,-30465.91,-30391.18,338,True,True
2,922256,15243.51,-30461.03,-30386.3,312,True,True
2,922279,15242.5,-30459.0,-30384.27,304,True,True
2,922317,15242.5,-30458.99,-30384.26,304,True,True
2,922362,15243.55,-30461.1,-30386.37,312,True,True
2,922491,15242.5,-30458.99,-30384.26,304,True,True
2,922575,15242.5,-30458.99,-30384.26,304,True,True
2,922596,15243.34,-30460.68,-30385.95,311,True,True
2,922603,15242.6,-30459.2,-30384.47,304,True,True
2,922694,15242.52,-30459.03,-30384.3,304,True,True
2,922703,15241.99,-30457.98,-30383.25,319,True,True
2,922725,15244.51,-30463.02,-30388.29,334,True,True
2,922747,15242.5,-30458.99,-30384.26,304,True,True
2,922882,15243.5,-30461.0,-30386.27,312,True,True
2,923144,15243.25,-30460.5,-30385.77,311,True,True
2,923172,15242.5,-30458.99,-30384.26,304,True,True
2,923203,15244.39,-30462.77,-30388.04,334,True,True
2,923426,15242.9,-30459.8,-30385.07,311,True,True
2,923434,15242.5,-30458.99,-30384.26,304,True,True
2,923586,15242.7,-30459.41,-30384.68,305,True,True
2,923599,15243.74,-30461.47,-30386.74,319,True,True
2,923669,15242.5,-30458.99,-30384.26,304,True,True
2,923671,15243.81,-30461.62,-30386.89,319,True,True
2,923733,15244.25,-30462.51,-30387.78,319,True,True
2,923875,15243.63,-30461.26,-30386.53,315,True,True
2,923895,15242.66,-30459.32,-30384.59,304,True,True
2,923898,15242.5,-30458.99,-30384.26,304,True,True
2,923938,15242.5,-30458.99,-30384.26,304,True,True
2,923956,15246.53,-30467.07,-30392.34,355,True,True
2,923962,15244.29,-30462.58,-30387.85,334,True,True
2,924041,15243.35,-30460.7,-30385.97,311,True,True
2,924131,15240.7,-30455.4,-30380.67,332,True,True
2,924223,15242.52,-30459.03,-30384.3,304,True,True
2,924271,15242.5,-30458.99,-30384.26,304,True,True
2,924327,15240.49,-30454.99,-30380.26,317,True,True
2,924328,15243.33,-30460.67,-30385.94,311,True,True
2,924349,15243.45,-30460.89,-30386.16,312,True,True
2,924374,15243.24,-30460.49,-30385.76,311,True,True
2,924459,15242.58,-30459.16,-30384.43,304,True,True
2,924582,15242.5,-30458.99,-30384.26,304,True,True
2,924647,15242.92,-30459.85,-30385.12,311,True,True
2,924719,15242.5,-30458.99,-30384.26,304,True,True
2,924784,15243.39,-30460.79,-30386.06,312,True,True
2,924906,15243.66,-30461.32,-30386.59,312,True,True
2,924993,15244.19,-30462.38,-30387.65,319,True,True
2,925365,15244.25,-30462.5,-30387.77,319,True,True
2,925410,15244.68,-30463.36,-30388.63,334,True,True
2,925544,15243.93,-30461.86,-30387.13,319,True,True
2,925605,15242.5,-30458.99,-30384.26,304,True,True
2,925650,15240.65,-30455.31,-30380.58,332,True,True
2,925689,15244.3,-30462.59,-30387.86,334,True,True
2,925758,15244.39,-30462.78,-30388.05,334,True,True
2,925850,15240.92,-30455.84,-30381.11,332,True,True
2,926241,15243.86,-30461.72,-30386.99,316,True,True
2,926284,15242.5,-30458.99,-30384.26,304,True,True
2,926335,15244.21,-30462.43,-30387.7,319,True,True
2,926367,15242.88,-30459.77,-30385.04,311,True,True
2,926655,15242.65,-30459.3,-30384.57,304,True,True
2,926744,15242.5,-30458.99,-30384.26,304,True,True
2,926823,15244.43,-30462.87,-30388.14,334,True,True
2,926865,15244.49,-30462.98,-30388.25,334,True,True
2,927008,15242.61,-30459.23,-30384.5,304,True,True
2,927073,15242.5,-30458.99,-30384.26,304,True,True
2,927087,15242.5,-30458.99,-30384.26,304,True,True
2,927116,15243.9,-30461.8,-30387.07,319,True,True
2,927216,15242.5,-30458.99,-30384.26,304,True,True
2,927335,15243.65,-30461.29,-30386.56,315,True,True
2,927396,15244.17,-30462.33,-30387.6,319,True,True
2,927447,15242.67,-30459.35,-30384.62,304,True,True
2,927472,15244.71,-30463.42,-30388.69,334,True,True
2,927493,15244.88,-30463.76,-30389.03,334,True,True
2,927679,15242.5,-30458.99,-30384.26,304,True,True
2,927802,15243.81,-30461.63,-30386.9,316,True,True
2,927832,15242.5,-30458.99,-30384.26,304,True,True
2,927932,15243.96,-30461.93,-30387.2,319,True,True
2,927965,15242.72,-30459.44,-30384.71,305,True,True
2,928119,15243.85,-30461.71,-30386.98,319,True,True
2,928440,15244.3,-30462.59,-30387.86,334,True,True
2,928486,15242.5,-30458.99,-30384.26,304,True,True
2,928548,15244.31,-30462.61,-30387.88,319,True,True
2,928588,15243.09,-30460.18,-30385.45,311,True,True
2,928645,15242.5,-30458.99,-30384.26,304,True,True
2,928710,15243.33,-30460.66,-30385.93,311,True,True
2,928716,15243.86,-30461.73,-30387.0,319,True,True
2,928756,15243.57,-30461.13,-30386.4,312,True,True
2,928799,15244.24,-30462.49,-30387.76,319,True,True
2,928840,15243.91,-30461.81,-30387.08,319,True,True
2,929118,15243.37,-30460.74,-30386.01,312,True,True
2,929264,15243.92,-30461.84,-30387.11,319,True,True
2,929274,15243.14,-30460.29,-30385.56,311,True,True
2,929393,15244.58,-30463.17,-30388.44,334,True,True
2,929509,15244.82,-30463.65,-30388.92,334,True,True
2,929580,15244.72,-30463.45,-30388.72,334,True,True
2,929614,15242.84,-30459.67,-30384.94,304,True,True
2,929673,15242.5,-30458.99,-30384.26,304,True,True
2,929999,15244.5,-30462.99,-30388.26,334,True,True
2,930000,15242.5,-30458.99,-30384.26,304,True,True
2,930058,15245.6,-30465.21,-30390.48,338,True,True
2,930143,15242.5,-30458.99,-30384.26,304,True,True
2,930192,15244.45,-30462.9,-30388.17,334,True,True
2,930235,15242.5,-30458.99,-30384.26,304,True,True
2,930321,15244.16,-30462.32,-30387.59,319,True,True
2,930709,15243.12,-30460.24,-30385.51,311,True,True
2,930823,15244.01,-30462.02,-30387.29,319,True,True
2,930825,15243.92,-30461.85,-30387.12,319,True,True
2,930979,15242.5,-30458.99,-30384.26,304,True,True
2,931107,15242.5,-30458.99,-30384.26,304,True,True
2,931157,15242.65,-30459.29,-30384.56,304,True,True
2,931480,15242.5,-30458.99,-30384.26,304,True,True
2,931666,15243.64,-30461.29,-30386.56,315,True,True
2,931678,15242.5,-30458.99,-30384.26,304,True,True
2,931807,15242.5,-30458.99,-30384.26,304,True,True
2,931859,15242.65,-30459.3,-30384.57,304,True,True
2,932068,15243.91,-30461.82,-30387.09,319,True,True
2,932133,15242.5,-30458.99,-30384.26,304,True,True
2,932235,15240.85,-30455.7,-30380.97,332,True,True
2,932272,15243.23,-30460.47,-30385.74,311,True,True
2,932288,15242.5,-30458.99,-30384.26,304,True,True
2,932305,15242.5,-30458.99,-30384.26,304,True,True
2,932358,15242.5,-30458.99,-30384.26,304,True,True
2,932373,15242.5,-30459.0,-30384.27,304,True,True
2,932392,15242.71,-30459.43,-30384.7,305,True,True
2,932395,15244.32,-30462.65,-30387.92,319,True,True
2,932414,15243.27,-30460.53,-30385.8,311,True,True
2,932516,15244.03,-30462.06,-30387.33,319,True,True
2,932745,15244.24,-30462.47,-30387.74,319,True,True
2,932805,15244.36,-30462.72,-30387.99,334,True,True
2,932940,15242.5,-30458.99,-30384.26,304,True,True
2,933152,15243.6,-30461.2,-30386.47,315,True,True
2,933195,15244.14,-30462.28,-30387.55,319,True,True
2,933415,15242.5,-30458.99,-30384.26,304,True,True
2,933454,15243.93,-30461.85,-30387.12,319,True,True
2,933480,15242.75,-30459.51,-30384.78,305,True,True
2,933517,15242.5,-30458.99,-30384.26,304,True,True
2,933596,15242.56,-30459.11,-30384.38,304,True,True
2,933606,15242.71,-30459.41,-30384.68,305,True,True
2,933743,15243.81,-30461.62,-30386.89,319,True,True
2,933751,15242.89,-30459.78,-30385.05,311,True,True
2,933887,15244.57,-30463.15,-30388.42,334,True,True
2,933902,15244.34,-30462.68,-30387.95,334,True,True
2,934160,15243.18,-30460.37,-30385.64,311,True,True
2,934642,15242.53,-30459.06,-30384.33,304,True,True
2,934671,15244.8,-30463.61,-30388.88,334,True,True
2,934780,15242.5,-30459.0,-30384.27,304,True,True
2,934781,15242.5,-30458.99,-30384.26,304,True,True
2,934839,15243.98,-30461.96,-30387.23,319,True,True
2,935038,15243.99,-30461.99,-30387.26,319,True,True
2,935136,15242.5,-30458.99,-30384.26,304,True,True
2,935210,15242.5,-30458.99,-30384.26,304,True,True
2,935516,15243.13,-30460.26,-30385.53,311,True,True
2,935662,15242.5,-30459.0,-30384.27,304,True,True
2,935717,15242.5,-30458.99,-30384.26,304,True,True
2,935808,15244.32,-30462.63,-30387.9,334,True,True
2,935946,15242.5,-30458.99,-30384.26,304,True,True
2,936020,15244.37,-30462.75,-30388.02,334,True,True
2,936162,15244.14,-30462.29,-30387.56,319,True,True
2,936549,15242.5,-30458.99,-30384.26,304,True,True
2,936616,15244.06,-30462.11,-30387.38,319,True,True
2,936819,15240.81,-30455.63,-30380.9,332,True,True
2,936871,15244.08,-30462.15,-30387.42,319,True,True
2,936933,15243.83,-30461.65,-30386.92,319,True,True
2,937223,15242.5,-30458.99,-30384.26,304,True,True
2,937387,15242.5,-30458.99,-30384.26,304,True,True
2,937390,15244.74,-30463.49,-30388.76,334,True,True
2,937440,15243.45,-30460.9,-30386.17,312,True,True
2,937484,15244.41,-30462.82,-30388.09,334,True,True
2,937561,15243.83,-30461.67,-30386.94,319,True,True
2,937863,15242.7,-30459.4,-30384.67,304,True,True
2,937901,15242.5,-30458.99,-30384.26,304,True,True
2,937978,15243.99,-30461.98,-30387.25,319,True,True
2,938067,15243.91,-30461.81,-30387.08,319,True,True
2,938196,15242.5,-30458.99,-30384.26,304,True,True
2,938464,15240.64,-30455.28,-30380.55,317,True,True
2,938530,15242.5,-30458.99,-30384.26,304,True,True
2,938541,15244.06,-30462.12,-30387.39,319,True,True
2,938543,15243.52,-30461.04,-30386.31,312,True,True
2,938617,15243.78,-30461.57,-30386.84,319,True,True
2,938632,15242.5,-30458.99,-30384.26,304,True,True
2,938683,15242.5,-30458.99,-30384.26,304,True,True
2,938968,15247.06,-30468.12,-30393.39,371,True,True
2,938996,15244.55,-30463.1,-30388.37,334,True,True
2,939095,15242.5,-30458.99,-30384.26,304,True,True
2,939272,15243.08,-30460.16,-30385.43,311,True,True
2,939306,15244.06,-30462.12,-30387.39,319,True,True
2,939332,15244.03,-30462.07,-30387.34,319,True,True
2,939379,15243.22,-30460.44,-30385.71,311,True,True
2,939383,15242.51,-30459.02,-30384.29,304,True,True
2,939385,15243.25,-30460.5,-30385.77,311,True,True
2,939859,15242.5,-30458.99,-30384.26,304,True,True
2,939894,15243.1,-30460.2,-30385.47,311,True,True
2,939950,15242.6,-30459.19,-30384.46,304,True,True
2,939976,15242.5,-30458.99,-30384.26,304,True,True
2,940006,15243.84,-30461.69,-30386.96,319,True,True
2,940018,15248.15,-30470.29,-30395.56,380,True,True
2,940261,15242.81,-30459.63,-30384.9,311,True,True
2,940268,15247.26,-30468.51,-30393.78,371,True,True
2,940299,15242.5,-30458.99,-30384.26,304,True,True
2,940303,15243.03,-30460.06,-30385.33,311,True,True
2,940316,15244.61,-30463.21,-30388.48,334,True,True
2,940416,15247.33,-30468.66,-30393.93,371,True,True
2,940446,15243.17,-30460.33,-30385.6,311,True,True
2,940477,15242.5,-30458.99,-30384.26,304,True,True
2,940567,15242.7,-30459.4,-30384.67,304,True,True
2,940583,15242.5,-30458.99,-30384.26,304,True,True
2,940994,15243.52,-30461.03,-30386.3,312,True,True
2,941011,15242.52,-30459.05,-30384.32,304,True,True
2,941141,15243.12,-30460.24,-30385.51,311,True,True
2,941484,15242.5,-30458.99,-30384.26,304,True,True
2,941557,15243.53,-30461.07,-30386.34,315,True,True
2,941698,15242.5,-30458.99,-30384.26,304,True,True
2,941736,15243.78,-30461.56,-30386.83,319,True,True
2,941785,15242.5,-30458.99,-30384.26,304,True,True
