N_STATES,SEED,LL,AIC,BIC,MIN_COUNT,CONVERGED,VALID
2,406775,15244.11,-30462.21,-30387.48,316,True,True
2,406781,15244.51,-30463.01,-30388.28,334,True,True
2,406864,15244.62,-30463.24,-30388.51,334,True,True
2,407092,15242.5,-30458.99,-30384.26,304,True,True
2,407197,15243.15,-30460.29,-30385.56,311,True,True
2,407279,15243.24,-30460.47,-30385.74,311,True,True
2,407285,15242.5,-30458.99,-30384.26,304,True,True
2,407458,15242.5,-30458.99,-30384.26,304,True,True
2,407545,15242.5,-30458.99,-30384.26,304,True,True
2,407650,15242.5,-30458.99,-30384.26,304,True,True
2,407819,15242.57,-30459.14,-30384.41,304,True,True
2,407859,15242.78,-30459.57,-30384.84,311,True,True
2,407975,15243.44,-30460.89,-30386.16,312,True,True
2,408088,15244.14,-30462.28,-30387.55,319,True,True
2,408117,15242.5,-30458.99,-30384.26,304,True,True
2,408243,15242.5,-30458.99,-30384.26,304,True,True
2,408252,15243.46,-30460.91,-30386.18,312,True,True
2,408443,15244.24,-30462.49,-30387.76,319,True,True
2,408444,15243.7,-30461.4,-30386.67,315,True,True
2,408473,15240.89,-30455.78,-30381.05,332,True,True
2,408606,15244.32,-30462.64,-30387.91,334,True,True
2,408650,15244.5,-30463.0,-30388.27,334,True,True
2,408690,15242.5,-30458.99,-30384.26,304,True,True
2,409072,15242.93,-30459.85,-30385.12,311,True,True
2,409225,15243.71,-30461.41,-30386.68,315,True,True
2,409230,15244.17,-30462.34,-30387.61,319,True,True
2,409385,15244.11,-30462.22,-30387.49,319,True,True
2,409580,15243.9,-30461.79,-30387.06,319,True,True
2,409659,15240.51,-30455.03,-30380.3,317,True,True
2,409660,15242.5,-30458.99,-30384.26,304,True,True
2,409808,15243.51,-30461.02,-30386.29,312,True,True
2,409902,15243.79,-30461.57,-30386.84,316,True,True
2,409982,15243.72,-30461.45,-30386.72,319,True,True
2,410002,15242.5,-30458.99,-30384.26,304,True,True
2,410056,15242.5,-30458.99,-30384.26,304,True,True
2,410093,15242.5,-30458.99,-30384.26,304,True,True
2,410213,15242.5,-30458.99,-30384.26,304,True,True
2,410236,15242.5,-30458.99,-30384.26,304,True,True
2,410280,15242.65,-30459.29,-30384.56,304,True,True
2,410538,15243.73,-30461.46,-30386.73,315,True,True
2,410541,15243.24,-30460.48,-30385.75,311,True,True
2,410632,15242.52,-30459.05,-30384.32,304,True,True
2,410857,15243.67,-30461.34,-30386.61,312,True,True
2,410973,15245.98,-30465.96,-30391.23,338,True,True
2,411074,15245.73,-30465.46,-30390.73,338,True,True
2,411096,15243.71,-30461.42,-30386.69,315,True,True
2,411136,15242.5,-30458.99,-30384.26,304,True,True
2,411247,15242.5,-30458.99,-30384.26,304,True,True
2,411249,15242.5,-30459.0,-30384.27,304,True,True
2,411271,15243.89,-30461.78,-30387.05,319,True,True
2,411325,15242.96,-30459.91,-30385.18,311,True,True
2,411383,15244.59,-30463.18,-30388.45,334,True,True
2,411394,15240.83,-30455.67,-30380.94,317,True,True
2,411399,15242.5,-30458.99,-30384.26,304,True,True
2,411490,15242.5,-30458.99,-30384.26,304,True,True
2,411574,15242.5,-30458.99,-30384.26,304,True,True
2,411624,15244.46,-30462.91,-30388.18,334,True,True
2,411752,15243.81,-30461.61,-30386.88,319,True,True
2,411824,15244.63,-30463.26,-30388.53,334,True,True
2,411861,15240.53,-30455.05,-30380.32,317,True,True
2,411880,15243.82,-30461.63,-30386.9,319,True,True
2,411884,15247.63,-30469.27,-30394.54,371,True,True
2,411894,15242.5,-30458.99,-30384.26,304,True,True
2,411954,15243.96,-30461.91,-30387.18,319,True,True
2,412216,15244.41,-30462.81,-30388.08,334,True,True
2,412220,15240.78,-30455.56,-30380.83,332,True,True
2,412337,15242.88,-30459.76,-30385.03,311,True,True
2,412654,15242.5,-30458.99,-30384.26,304,True,True
2,412657,15242.5,-30458.99,-30384.26,304,True,True
2,412776,15242.5,-30459.01,-30384.28,304,True,True
2,412786,15242.9,-30459.79,-30385.06,311,True,True
2,412980,15244.02,-30462.04,-30387.31,319,True,True
2,413042,15242.57,-30459.13,-30384.4,304,True,True
2,413060,15243.88,-30461.76,-30387.03,319,True,True
2,413080,15244.42,-30462.85,-30388.12,334,True,True
2,413119,15243.36,-30460.72,-30385.99,312,True,True
2,413186,15244.48,-30462.97,-30388.24,334,True,True
2,413267,15242.5,-30458.99,-30384.26,304,True,True
2,413285,15244.26,-30462.52,-30387.79,319,True,True
2,413404,15243.75,-30461.5,-30386.77,319,True,True
2,413453,15243.24,-30460.49,-30385.76,311,True,True
2,413461,15245.29,-30464.57,-30389.84,338,True,True
2,413646,15242.5,-30458.99,-30384.26,304,True,True
2,413844,15243.66,-30461.32,-30386.59,312,True,True
2,413848,15243.33,-30460.66,-30385.93,311,True,True
2,413850,15243.85,-30461.71,-30386.98,319,True,True
2,414026,15243.82,-30461.63,-30386.9,319,True,True
2,414088,15242.5,-30458.99,-30384.26,304,True,True
2,414283,15242.5,-30458.99,-30384.26,304,True,True
2,414307,15242.67,-30459.34,-30384.61,304,True,True
2,414547,15242.52,-30459.04,-30384.31,304,True,True
2,414569,15247.45,-30468.91,-30394.18,371,True,True
2,414573,15242.98,-30459.96,-30385.23,311,True,True
2,414622,15243.15,-30460.29,-30385.56,311,True,True
2,414718,15243.04,-30460.08,-30385.35,311,True,True
2,414728,15242.5,-30458.99,-30384.26,304,True,True
2,414755,15242.57,-30459.15,-30384.42,304,True,True
2,414918,15242.51,-30459.01,-30384.28,304,True,True
2,414960,15243.75,-30461.51,-30386.78,316,True,True
2,414963,15242.5,-30459.0,-30384.27,304,True,True
2,414971,15244.65,-30463.3,-30388.57,334,True,True
2,415117,15242.5,-30458.99,-30384.26,304,True,True
2,415208,15242.5,-30458.99,-30384.26,304,True,True
2,415308,15242.5,-30458.99,-30384.26,304,True,True
2,415379,15242.5,-30458.99,-30384.26,304,True,True
2,415482,15243.07,-30460.15,-30385.42,311,True,True
2,415549,15243.58,-30461.15,-30386.42,312,True,True
2,415783,15242.56,-30459.12,-30384.39,304,True,True
2,415801,15244.54,-30463.08,-30388.35,334,True,True
2,415933,15244.51,-30463.03,-30388.3,334,True,True
2,415975,15244.1,-30462.2,-30387.47,319,True,True
2,416306,15242.5,-30458.99,-30384.26,304,True,True
2,416371,15244.75,-30463.49,-30388.76,337,True,True
2,416444,15242.58,-30459.16,-30384.43,304,True,True
2,416559,15247.94,-30469.88,-30395.15,378,True,True
2,416563,15242.84,-30459.68,-30384.95,311,True,True
2,416664,15242.5,-30458.99,-30384.26,304,True,True
2,416755,15242.55,-30459.1,-30384.37,304,True,True
2,417386,15245.35,-30464.71,-30389.98,338,True,True
2,417414,15244.06,-30462.12,-30387.39,319,True,True
2,417648,15243.16,-30460.32,-30385.59,311,True,True
2,417676,15242.5,-30458.99,-30384.26,304,True,True
2,417937,15244.1,-30462.21,-30387.48,319,True,True
2,418000,15242.5,-30458.99,-30384.26,304,True,True
2,418103,15243.92,-30461.84,-30387.11,319,True,True
2,418189,15242.5,-30458.99,-30384.26,304,True,True
2,418260,15242.62,-30459.23,-30384.5,304,True,True
2,418319,15244.8,-30463.59,-30388.86,334,True,True
2,418472,15242.5,-30458.99,-30384.26,304,True,True
2,418690,15243.17,-30460.33,-30385.6,311,True,True
2,418781,15242.98,-30459.96,-30385.23,311,True,True
2,418797,15243.9,-30461.81,-30387.08,319,True,True
2,418880,15242.5,-30458.99,-30384.26,304,True,True
2,419213,15242.5,-30458.99,-30384.26,304,True,True
2,419293,15243.66,-30461.31,-30386.58,312,True,True
2,419512,15243.32,-30460.64,-30385.91,311,True,True
2,419553,15242.5,-30458.99,-30384.26,304,True,True
2,419613,15243.6,-30461.2,-30386.47,312,True,True
2,419878,15242.52,-30459.03,-30384.3,304,True,True
2,419894,15243.3,-30460.6,-30385.87,311,True,True
2,420023,15244.53,-30463.06,-30388.33,334,True,True
2,420145,15244.19,-30462.37,-30387.64,319,True,True
2,420213,15242.5,-30458.99,-30384.26,304,True,True
2,420380,15242.5,-30458.99,-30384.26,304,True,True
2,420457,15243.17,-30460.35,-30385.62,311,True,True
2,420489,15242.5,-30458.99,-30384.26,304,True,True
2,420556,15245.34,-30464.69,-30389.96,338,True,True
2,420567,15242.5,-30458.99,-30384.26,304,True,True
2,420626,15244.15,-30462.3,-30387.57,319,True,True
2,420675,15242.99,-30459.99,-30385.26,311,True,True
2,420774,15242.79,-30459.58,-30384.85,305,True,True
2,420800,15242.5,-30458.99,-30384.26,304,True,True
2,420828,15244.12,-30462.24,-30387.51,319,True,True
2,420917,15243.93,-30461.86,-30387.13,319,True,True
2,421032,15243.73,-30461.45,-30386.72,315,True,True
2,421168,15243.2,-30460.39,-30385.66,311,True,True
2,421205,15243.78,-30461.55,-30386.82,319,True,True
2,421434,15244.08,-30462.16,-30387.43,319,True,True
2,421495,15246.1,-30466.2,-30391.47,338,True,True
2,421679,15244.27,-30462.54,-30387.81,334,True,True
2,421692,15243.22,-30460.43,-30385.7,311,True,True
2,421836,15243.07,-30460.14,-30385.41,311,True,True
2,421874,15244.51,-30463.01,-30388.28,334,True,True
2,422047,15243.15,-30460.3,-30385.57,311,True,True
2,422109,15246.15,-30466.3,-30391.57,343,True,True
2,422233,15240.85,-30455.69,-30380.96,332,True,True
2,422296,15242.87,-30459.74,-30385.01,311,True,True
2,422451,15243.41,-30460.82,-30386.09,312,True,True
2,422480,15243.59,-30461.17,-30386.44,312,True,True
2,422691,15240.77,-30455.54,-30380.81,332,True,True
2,422958,15243.81,-30461.62,-30386.89,319,True,True
2,423042,15243.91,-30461.82,-30387.09,319,True,True
2,423184,15242.5,-30458.99,-30384.26,304,True,True
2,423284,15240.89,-30455.78,-30381.05,332,True,True
2,423337,15242.72,-30459.43,-30384.7,305,True,True
2,423488,15243.52,-30461.04,-30386.31,312,True,True
2,423494,15245.4,-30464.79,-30390.06,338,True,True
2,423558,15244.25,-30462.51,-30387.78,334,True,True
2,423638,15243.99,-30461.97,-30387.24,319,True,True
2,423989,15243.91,-30461.81,-30387.08,319,True,True
2,424032,15242.5,-30458.99,-30384.26,304,True,True
2,424120,15242.5,-30458.99,-30384.26,304,True,True
2,424397,15244.14,-30462.29,-30387.56,319,True,True
2,424451,15242.89,-30459.78,-30385.05,311,True,True
2,424530,15242.5,-30458.99,-30384.26,304,True,True
2,424590,15243.26,-30460.52,-30385.79,311,True,True
2,424591,15242.5,-30458.99,-30384.26,304,True,True
2,424847,15243.76,-30461.51,-30386.78,319,True,True
2,424970,15243.92,-30461.84,-30387.11,319,True,True
2,425168,15243.6,-30461.21,-30386.48,315,True,True
2,425200,15243.19,-30460.37,-30385.64,311,True,True
2,425201,15242.5,-30458.99,-30384.26,304,True,True
2,425204,15241.05,-30456.11,-30381.38,335,True,True
2,425474,15242.5,-30458.99,-30384.26,304,True,True
2,425719,15242.99,-30459.99,-30385.26,311,True,True
2,425735,15244.44,-30462.89,-30388.16,334,True,True
2,425919,15244.11,-30462.22,-30387.49,319,True,True
2,426109,15244.41,-30462.82,-30388.09,334,True,True
2,426452,15243.45,-30460.91,-30386.18,312,True,True
2,426566,15243.68,-30461.36,-30386.63,312,True,True
2,426601,15243.21,-30460.41,-30385.68,311,True,True
2,426688,15243.09,-30460.18,-30385.45,311,True,True
2,426711,15242.5,-30458.99,-30384.26,304,True,True
2,426747,15242.85,-30459.7,-30384.97,311,True,True
2,426801,14688.16,-29350.31,-29275.58,4,True,True
2,426861,15242.5,-30458.99,-30384.26,304,True,True
2,427041,15244.39,-30462.79,-30388.06,334,True,True
2,427052,15242.66,-30459.32,-30384.59,304,True,True
2,427331,15242.74,-30459.49,-30384.76,305,True,True
2,427414,15244.08,-30462.17,-30387.44,319,True,True
2,427464,15243.8,-30461.59,-30386.86,319,True,True
2,427532,15244.55,-30463.1,-30388.37,334,True,True
2,427644,15242.94,-30459.88,-30385.15,311,True,True
2,427659,15243.61,-30461.22,-30386.49,315,True,True
2,427771,15242.5,-30458.99,-30384.26,304,True,True
2,427869,15243.12,-30460.23,-30385.5,311,True,True
2,427874,15244.4,-30462.79,-30388.06,334,True,True
2,427956,15244.62,-30463.24,-30388.51,334,True,True
2,427963,15243.43,-30460.85,-30386.12,312,True,True
2,428069,15242.64,-30459.28,-30384.55,304,True,True
2,428101,15242.5,-30458.99,-30384.26,304,True,True
2,428311,15246.69,-30467.37,-30392.64,363,True,True
2,428327,15242.5,-30458.99,-30384.26,304,True,True
2,428687,15244.93,-30463.86,-30389.13,337,True,True
2,428829,15242.5,-30458.99,-30384.26,304,True,True
2,428897,15244.97,-30463.93,-30389.2,337,True,True
2,428908,15242.53,-30459.06,-30384.33,304,True,True
2,428941,15242.5,-30458.99,-30384.26,304,True,True
2,429044,15243.57,-30461.15,-30386.42,312,True,True
2,429214,15243.01,-30460.02,-30385.29,311,True,True
2,429267,15243.63,-30461.26,-30386.53,312,True,True
2,429465,15243.81,-30461.62,-30386.89,319,True,True
2,429538,15244.55,-30463.11,-30388.38,334,True,True
2,429550,15241.71,-30457.42,-30382.69,319,True,True
2,429551,15244.71,-30463.42,-30388.69,334,True,True
2,429572,15242.5,-30458.99,-30384.26,304,True,True
2,429583,15243.49,-30460.98,-30386.25,312,True,True
2,429686,15242.5,-30458.99,-30384.26,304,True,True
2,429831,15247.37,-30468.73,-30394.0,371,True,True
2,429832,15240.64,-30455.27,-30380.54,317,True,True
2,429863,15242.5,-30458.99,-30384.26,304,True,True
2,429918,15244.57,-30463.14,-30388.41,334,True,True
2,430040,15242.5,-30458.99,-30384.26,304,True,True
2,430258,15243.73,-30461.47,-30386.74,316,True,True
2,430417,15242.5,-30459.0,-30384.27,304,True,True
2,430454,15242.66,-30459.33,-30384.6,304,True,True
2,430468,15243.57,-30461.15,-30386.42,312,True,True
2,430574,15242.63,-30459.25,-30384.52,304,True,True
2,430589,15244.77,-30463.53,-30388.8,334,True,True
2,430798,15243.36,-30460.72,-30385.99,312,True,True
2,430900,15243.2,-30460.4,-30385.67,311,True,True
2,430904,15243.48,-30460.96,-30386.23,312,True,True
2,431017,15244.11,-30462.22,-30387.49,319,True,True
2,431050,15242.64,-30459.27,-30384.54,304,True,True
2,431053,15244.18,-30462.36,-30387.63,319,True,True
2,431129,15243.26,-30460.52,-30385.79,311,True,True
2,431199,15244.93,-30463.85,-30389.12,337,True,True
2,431415,15243.17,-30460.34,-30385.61,311,True,True
2,431421,15241.05,-30456.1,-30381.37,335,True,True
2,431541,15242.5,-30458.99,-30384.26,304,True,True
2,431687,15242.5,-30458.99,-30384.26,304,True,True
2,431866,15243.29,-30460.59,-30385.86,311,True,True
2,431891,15243.38,-30460.77,-30386.04,312,True,True
2,431929,15244.14,-30462.29,-30387.56,319,True,True
2,432096,15243.95,-30461.9,-30387.17,319,True,True
2,432247,15242.5,-30458.99,-30384.26,304,True,True
2,432354,15244.5,-30463.0,-30388.27,334,True,True
2,432402,15243.64,-30461.29,-30386.56,312,True,True
2,432411,15243.18,-30460.35,-30385.62,311,True,True
2,432426,15242.5,-30458.99,-30384.26,304,True,True
2,432578,15243.24,-30460.48,-30385.75,311,True,True
2,432708,15242.86,-30459.72,-30384.99,311,True,True
2,432760,15242.5,-30458.99,-30384.26,304,True,True
2,432816,15244.06,-30462.13,-30387.4,319,True,True
2,432964,15243.92,-30461.83,-30387.1,319,True,True
2,433307,15243.77,-30461.54,-30386.81,319,True,True
2,433323,15244.36,-30462.72,-30387.99,334,True,True
2,433414,15244.09,-30462.17,-30387.44,319,True,True
2,433415,15244.21,-30462.43,-30387.7,319,True,True
2,433590,15242.5,-30458.99,-30384.26,304,True,True
2,433674,15248.18,-30470.37,-30395.64,380,True,True
2,433690,15242.5,-30458.99,-30384.26,304,True,True
2,433785,15244.71,-30463.43,-30388.7,334,True,True
2,433856,15242.5,-30458.99,-30384.26,304,True,True
2,434051,15243.78,-30461.56,-30386.83,316,True,True
2,434181,15242.5,-30459.0,-30384.27,304,True,True
2,434197,15245.85,-30465.7,-30390.97,338,True,True
2,434260,15242.5,-30458.99,-30384.26,304,True,True
2,434347,15244.35,-30462.71,-30387.98,334,True,True
2,434425,15243.03,-30460.06,-30385.33,311,True,True
2,434482,15242.5,-30458.99,-30384.26,304,True,True
2,434491,15244.52,-30463.04,-30388.31,334,True,True
2,434592,15242.68,-30459.35,-30384.62,304,True,True
2,434624,15243.71,-30461.42,-30386.69,315,True,True
2,434653,15244.02,-30462.05,-30387.32,319,True,True
2,434689,15242.5,-30458.99,-30384.26,304,True,True
2,434739,15244.61,-30463.21,-30388.48,334,True,True
2,434810,15243.5,-30461.0,-30386.27,312,True,True
2,434841,15247.13,-30468.26,-30393.53,371,True,True
2,434851,15242.5,-30458.99,-30384.26,304,True,True
2,434889,15244.57,-30463.14,-30388.41,334,True,True
2,434969,15242.5,-30458.99,-30384.26,304,True,True
2,435270,15246.67,-30467.34,-30392.61,363,True,True
2,435407,15242.94,-30459.89,-30385.16,311,True,True
2,435421,15244.08,-30462.16,-30387.44,319,True,True
2,435641,15242.5,-30458.99,-30384.26,304,True,True
2,435795,15242.5,-30458.99,-30384.26,304,True,True
2,436010,15242.78,-30459.57,-30384.84,311,True,True
2,436079,15244.23,-30462.46,-30387.73,319,True,True
2,436224,15242.63,-30459.26,-30384.53,304,True,True
2,436331,15243.39,-30460.78,-30386.05,312,True,True
2,436347,15242.78,-30459.56,-30384.83,311,True,True
2,436422,15244.15,-30462.31,-30387.58,319,True,True
2,436481,15242.5,-30458.99,-30384.26,304,True,True
2,436535,15244.18,-30462.36,-30387.63,319,True,True
2,436537,15244.27,-30462.54,-30387.81,319,True,True
2,436564,15244.74,-30463.48,-30388.75,334,True,True
2,436663,15243.83,-30461.66,-30386.93,319,True,True
2,436678,15244.27,-30462.55,-30387.82,334,True,True
2,436882,15244.35,-30462.69,-30387.96,334,True,True
2,436912,15242.83,-30459.66,-30384.93,311,True,True
2,437057,15242.5,-30458.99,-30384.26,304,True,True
2,437089,15242.5,-30458.99,-30384.26,304,True,True
2,437157,15242.95,-30459.9,-30385.17,311,True,True
2,437284,15243.3,-30460.6,-30385.87,311,True,True
2,437337,15242.66,-30459.33,-30384.6,304,True,True
2,437556,15242.5,-30458.99,-30384.26,304,True,True
2,437565,15242.79,-30459.58,-30384.85,311,True,True
2,437795,15242.5,-30458.99,-30384.26,304,True,True
2,437856,15242.78,-30459.55,-30384.82,311,True,True
2,437869,15242.5,-30458.99,-30384.26,304,True,True
2,437901,15243.91,-30461.82,-30387.09,319,True,True
2,438030,15242.82,-30459.64,-30384.91,311,True,True
2,438151,15242.5,-30458.99,-30384.26,304,True,True
2,438201,15242.57,-30459.13,-30384.4,304,True,True
2,438244,15242.56,-30459.12,-30384.39,304,True,True
2,438291,15244.36,-30462.71,-30387.98,334,True,True
2,438443,15243.52,-30461.03,-30386.3,315,True,True
2,438451,15243.27,-30460.53,-30385.8,311,True,True
2,438563,15243.18,-30460.36,-30385.63,311,True,True
2,438567,15243.86,-30461.72,-30386.99,319,True,True
2,438576,15242.5,-30458.99,-30384.26,304,True,True
2,438664,15244.51,-30463.02,-30388.29,334,True,True
2,438672,15242.66,-30459.32,-30384.59,304,True,True
2,438829,15243.24,-30460.48,-30385.75,311,True,True
2,438886,15242.84,-30459.68,-30384.95,311,True,True
2,438931,15243.69,-30461.37,-30386.64,315,True,True
2,438993,15242.5,-30458.99,-30384.26,304,True,True
2,439085,15243.07,-30460.14,-30385.41,311,True,True
2,439128,15243.37,-30460.75,-30386.02,312,True,True
2,439296,15244.61,-30463.22,-30388.49,334,True,True
2,439297,15243.79,-30461.58,-30386.85,319,True,True
2,439520,15243.44,-30460.88,-30386.15,312,True,True
2,439604,15243.65,-30461.31,-30386.58,315,True,True
2,439645,15244.58,-30463.17,-30388.44,334,True,True
2,439680,15243.36,-30460.71,-30385.98,312,True,True
2,439886,15242.5,-30458.99,-30384.26,304,True,True
2,440103,15242.51,-30459.02,-30384.29,304,True,True
2,440112,15242.5,-30458.99,-30384.26,304,True,True
2,440120,15242.5,-30458.99,-30384.26,304,True,True
2,440156,15243.16,-30460.32,-30385.59,311,True,True
2,440184,15243.57,-30461.14,-30386.41,315,True,True
2,440188,15243.15,-30460.29,-30385.56,311,True,True
2,440456,15244.46,-30462.91,-30388.18,334,True,True
2,440590,15243.86,-30461.72,-30386.99,319,True,True
2,440708,15242.5,-30458.99,-30384.26,304,True,True
2,440805,15242.58,-30459.16,-30384.43,304,True,True
2,441041,15243.71,-30461.41,-30386.68,315,True,True
2,441251,15243.13,-30460.26,-30385.53,311,True,True
2,441271,15242.5,-30458.99,-30384.26,304,True,True
2,441290,15243.99,-30461.97,-30387.24,319,True,True
2,441541,15242.67,-30459.34,-30384.61,304,True,True
2,441777,15244.31,-30462.62,-30387.89,334,True,True
2,441812,15243.61,-30461.22,-30386.49,312,True,True
2,441936,15243.54,-30461.08,-30386.35,312,True,True
2,441938,15242.5,-30458.99,-30384.26,304,True,True
2,442011,15242.5,-30458.99,-30384.26,304,True,True
2,442118,15243.72,-30461.45,-30386.72,316,True,True
2,442197,15245.51,-30465.03,-30390.3,338,True,True
2,442309,15242.51,-30459.02,-30384.29,304,True,True
2,442411,15242.76,-30459.52,-30384.79,305,True,True
2,442418,15243.32,-30460.64,-30385.91,311,True,True
2,442472,15243.9,-30461.8,-30387.07,319,True,True
2,442486,15242.5,-30458.99,-30384.26,304,True,True
2,442570,15244.16,-30462.32,-30387.59,319,True,True
2,442651,15243.18,-30460.35,-30385.62,311,True,True
2,442687,15242.5,-30458.99,-30384.26,304,True,True
2,442887,15243.32,-30460.64,-30385.91,311,True,True
2,442953,15243.9,-30461.8,-30387.07,319,True,True
2,442957,15242.5,-30458.99,-30384.26,304,True,True
2,443107,15243.59,-30461.18,-30386.45,312,True,True
2,443146,15242.89,-30459.78,-30385.05,311,True,True
2,443203,15242.5,-30458.99,-30384.26,304,True,True
2,443237,15243.17,-30460.35,-30385.62,311,True,True
2,443263,15242.5,-30458.99,-30384.26,304,True,True
2,443276,15243.19,-30460.37,-30385.64,311,True,True
2,443444,15244.34,-30462.67,-30387.94,334,True,True
2,443506,15243.25,-30460.5,-30385.77,311,True,True
2,443712,15242.53,-30459.06,-30384.33,304,True,True
2,443839,15242.5,-30458.99,-30384.26,304,True,True
2,443847,15240.9,-30455.8,-30381.07,332,True,True
2,443986,15242.5,-30458.99,-30384.26,304,True,True
2,443992,15242.5,-30458.99,-30384.26,304,True,True
2,444087,15244.0,-30462.0,-30387.27,319,True,True
2,444101,15242.5,-30458.99,-30384.26,304,True,True
2,444210,15242.87,-30459.74,-30385.01,311,True,True
2,444216,15244.81,-30463.62,-30388.89,334,True,True
2,444252,15243.6,-30461.19,-30386.46,312,True,True
2,444255,15242.5,-30458.99,-30384.26,304,True,True
2,444306,15242.5,-30458.99,-30384.26,304,True,True
2,444437,15243.54,-30461.07,-30386.34,312,True,True
2,444461,15242.5,-30458.99,-30384.26,304,True,True
2,444509,15243.12,-30460.24,-30385.51,311,True,True
2,444546,15244.82,-30463.63,-30388.9,334,True,True
2,444689,15242.73,-30459.47,-30384.74,305,True,True
2,444964,15244.65,-30463.29,-30388.56,334,True,True
2,445074,15242.5,-30458.99,-30384.26,304,True,True
2,445138,15243.82,-30461.64,-30386.91,319,True,True
2,445193,15243.79,-30461.57,-30386.84,316,True,True
2,445311,15244.25,-30462.5,-30387.77,319,True,True
2,445446,15244.0,-30462.0,-30387.27,319,True,True
2,445493,15244.04,-30462.09,-30387.36,319,True,True
2,445523,15243.9,-30461.8,-30387.07,319,True,True
2,445558,15242.5,-30458.99,-30384.26,304,True,True
2,445627,15242.5,-30458.99,-30384.26,304,True,True
2,445633,15243.23,-30460.46,-30385.73,311,True,True
2,445671,15242.5,-30458.99,-30384.26,304,True,True
2,445759,15242.5,-30458.99,-30384.26,304,True,True
2,445830,15243.57,-30461.14,-30386.41,312,True,True
2,445891,15240.78,-30455.57,-30380.84,332,True,True
2,445948,15242.5,-30459.0,-30384.27,304,True,True
2,445968,15242.5,-30458.99,-30384.26,304,True,True
2,446053,15244.98,-30463.96,-30389.23,337,True,True
2,446163,15243.36,-30460.73,-30386.0,312,True,True
2,446210,15242.5,-30458.99,-30384.26,304,True,True
2,446256,15245.13,-30464.25,-30389.52,334,True,True
2,446379,15242.5,-30458.99,-30384.26,304,True,True
2,446383,15244.09,-30462.17,-30387.44,319,True,True
2,446547,15245.35,-30464.7,-30389.97,338,True,True
2,446610,15242.5,-30458.99,-30384.26,304,True,True
2,446662,15244.13,-30462.27,-30387.54,319,True,True
2,446727,15243.98,-30461.97,-30387.24,319,True,True
2,446796,15240.61,-30455.21,-30380.48,317,True,True
2,446868,15242.75,-30459.49,-30384.76,305,True,True
2,446869,15245.71,-30465.41,-30390.68,338,True,True
2,446942,15242.5,-30458.99,-30384.26,304,True,True
2,447044,15246.06,-30466.12,-30391.39,338,True,True
2,447053,15244.62,-30463.25,-30388.52,334,True,True
2,447093,15243.54,-30461.09,-30386.36,312,True,True
2,447581,15243.83,-30461.67,-30386.94,319,True,True
2,447698,15243.91,-30461.82,-30387.09,319,True,True
2,447722,15242.5,-30458.99,-30384.26,304,True,True
2,447749,15242.59,-30459.17,-30384.44,304,True,True
2,447841,15242.5,-30458.99,-30384.26,304,True,True
2,447912,15243.75,-30461.49,-30386.76,319,True,True
2,448096,15244.48,-30462.95,-30388.22,334,True,True
2,448167,15242.59,-30459.17,-30384.44,304,True,True
2,448210,15244.12,-30462.24,-30387.51,319,True,True
2,448259,15243.1,-30460.21,-30385.48,311,True,True
2,448646,15242.5,-30458.99,-30384.26,304,True,True
2,448746,15243.61,-30461.21,-30386.48,315,True,True
2,448848,15244.46,-30462.93,-30388.2,334,True,True
2,448915,15242.5,-30458.99,-30384.26,304,True,True
2,449080,15243.62,-30461.23,-30386.5,315,True,True
2,449081,15243.93,-30461.85,-30387.12,319,True,True
2,449136,15240.61,-30455.22,-30380.49,317,True,True
2,449147,15242.5,-30458.99,-30384.26,304,True,True
2,449179,15242.51,-30459.01,-30384.28,304,True,True
2,449258,15242.5,-30458.99,-30384.26,304,True,True
2,449265,15244.14,-30462.29,-30387.56,319,True,True
2,449367,15240.71,-30455.43,-30380.7,332,True,True
2,449499,15242.5,-30458.99,-30384.26,304,True,True
2,449513,15243.56,-30461.13,-30386.4,315,True,True
2,449557,15243.49,-30460.99,-30386.26,312,True,True
2,449587,15243.94,-30461.87,-30387.14,319,True,True
2,449597,15243.94,-30461.88,-30387.15,319,True,True
2,449613,15242.51,-30459.02,-30384.29,304,True,True
2,449626,15242.5,-30458.99,-30384.26,304,True,True
2,449673,15242.5,-30458.99,-30384.26,304,True,True
2,449689,15241.77,-30457.55,-30382.82,319,True,True
2,449757,15242.5,-30458.99,-30384.26,304,True,True
2,449840,15243.46,-30460.92,-30386.19,312,True,True
2,449864,15244.66,-30463.31,-30388.58,334,True,True
2,449936,15243.81,-30461.61,-30386.88,319,True,True
2,450134,15244.34,-30462.67,-30387.94,334,True,True
2,450166,15244.56,-30463.12,-30388.39,334,True,True
2,450406,15246.23,-30466.46,-30391.73,340,True,True
2,450624,15240.34,-30454.69,-30379.96,317,True,True
2,450632,15243.15,-30460.3,-30385.57,311,True,True
2,450746,15243.81,-30461.61,-30386.88,319,True,True
2,450795,15244.55,-30463.1,-30388.37,334,True,True
2,450919,15243.07,-30460.13,-30385.4,311,True,True
2,450975,15244.0,-30462.01,-30387.28,319,True,True
2,451031,15244.07,-30462.14,-30387.41,319,True,True
2,451230,15244.01,-30462.02,-30387.3,319,True,True
2,451308,14687.04,-29348.09,-29273.36,1,True,True
2,451319,15240.39,-30454.78,-30380.05,317,True,True
2,451346,15242.5,-30458.99,-30384.26,304,True,True
