MODEL,LOG_LOSS,ACCURACY,BRIER_SCORE,N_STATES,STATE_LAG,EXOG_LAG,N_KNOTS,SIGNIFICANCE_LEVEL,SELECTED_TERM_COUNT,SELECTED_TERMS,MAX_SELECTED_P_VALUE,ALL_TERMS_SIGNIFICANT,TERM_P_VALUES,INFERENCE_METHOD,SOURCE_MODEL,LOSS_FUNCTION,REGULARIZATION_C,SMOOTHING_LAMBDA,STATE_PENALTY_WEIGHT,MARKET_PENALTY_WEIGHT,DURATION_PENALTY_WEIGHT,MARKET_TO_STATE_PENALTY_RATIO,DURATION_TO_STATE_PENALTY_RATIO,DURATION_TO_MARKET_PENALTY_RATIO,TRAIN_ROWS,SPLIT,SPLIT_START,SPLIT_END,EVAL_ROWS
group_weighted_multinomial_logistic_gam,0.20100455521457922,0.9343915343915344,0.11074641709365544,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,0.5,1.0,0.5,1.0,2.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.19884632024998428,0.938150289017341,0.10524706295603625,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,0.5,1.0,0.5,1.0,2.0,2318,prediction,2017-01-03,2023-12-05,1730
group_weighted_multinomial_logistic_gam,0.20703024373164775,0.9343915343915344,0.11378466826714835,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,0.5,2.0,0.5,2.0,4.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.20844293441127307,0.938150289017341,0.11051662225549619,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,0.5,2.0,0.5,2.0,4.0,2318,prediction,2017-01-03,2023-12-05,1730
group_weighted_multinomial_logistic_gam,0.2187743816741404,0.9343915343915344,0.11890394754383105,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,0.5,4.0,0.5,4.0,8.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.2257303747861848,0.938150289017341,0.11984788391599346,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,0.5,4.0,0.5,4.0,8.0,2318,prediction,2017-01-03,2023-12-05,1730
group_weighted_multinomial_logistic_gam,0.23736418481141872,0.9343915343915344,0.12783955640727937,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,0.5,8.0,0.5,8.0,16.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.2526984737126141,0.938150289017341,0.1361703784408125,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,0.5,8.0,0.5,8.0,16.0,2318,prediction,2017-01-03,2023-12-05,1730
group_weighted_multinomial_logistic_gam,0.2010179670111741,0.9343915343915344,0.11076829231422328,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.19890676917768313,0.938150289017341,0.10527843691169045,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2318,prediction,2017-01-03,2023-12-05,1730
group_weighted_multinomial_logistic_gam,0.20711436737020442,0.9343915343915344,0.11384399342079461,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,1.0,2.0,1.0,2.0,2.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.2085827854438004,0.938150289017341,0.11060512429391434,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,1.0,2.0,1.0,2.0,2.0,2318,prediction,2017-01-03,2023-12-05,1730
group_weighted_multinomial_logistic_gam,0.21894502022161882,0.9343915343915344,0.11902733169450176,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,1.0,4.0,1.0,4.0,4.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.22595518690113717,0.938150289017341,0.1200114604797515,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,1.0,4.0,1.0,4.0,4.0,2318,prediction,2017-01-03,2023-12-05,1730
group_weighted_multinomial_logistic_gam,0.2375759537459441,0.9343915343915344,0.12802024578742707,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,1.0,8.0,1.0,8.0,8.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.2529563789869924,0.938150289017341,0.13639269339050847,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.01,100.0,1.0,1.0,8.0,1.0,8.0,8.0,2318,prediction,2017-01-03,2023-12-05,1730
group_weighted_multinomial_logistic_gam,0.19869332799336872,0.9343915343915344,0.10575589111281053,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,0.5,1.0,0.5,1.0,2.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.1912967860854086,0.938150289017341,0.09856347582806653,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,0.5,1.0,0.5,1.0,2.0,2318,prediction,2017-01-03,2023-12-05,1730
group_weighted_multinomial_logistic_gam,0.19889586722393687,0.9343915343915344,0.10689170238676048,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,0.5,2.0,0.5,2.0,4.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.19225359031663314,0.938150289017341,0.09970027164553034,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,0.5,2.0,0.5,2.0,4.0,2318,prediction,2017-01-03,2023-12-05,1730
group_weighted_multinomial_logistic_gam,0.19852439070416014,0.9343915343915344,0.10808152281242803,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,0.5,4.0,0.5,4.0,8.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.1931590442014115,0.938150289017341,0.10118361948404073,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,0.5,4.0,0.5,4.0,8.0,2318,prediction,2017-01-03,2023-12-05,1730
group_weighted_multinomial_logistic_gam,0.19943587258839698,0.9338624338624338,0.10966060894060864,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,0.5,8.0,0.5,8.0,16.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.1960491945522033,0.938150289017341,0.10356410857288992,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,0.5,8.0,0.5,8.0,16.0,2318,prediction,2017-01-03,2023-12-05,1730
group_weighted_multinomial_logistic_gam,0.1988458307198405,0.9343915343915344,0.10582877999341926,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,1.0,1.0,1.0,1.0,1.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.1915642170932202,0.938150289017341,0.09865741206317842,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,1.0,1.0,1.0,1.0,1.0,2318,prediction,2017-01-03,2023-12-05,1730
group_weighted_multinomial_logistic_gam,0.1989644394428873,0.9343915343915344,0.10695763211704208,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,1.0,2.0,1.0,2.0,2.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.19247319111402045,0.938150289017341,0.09981346351519076,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,1.0,2.0,1.0,2.0,2.0,2318,prediction,2017-01-03,2023-12-05,1730
group_weighted_multinomial_logistic_gam,0.19875786996832673,0.9343915343915344,0.10819944813914326,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,1.0,4.0,1.0,4.0,4.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.19350017314527526,0.938150289017341,0.10134516815413395,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,1.0,4.0,1.0,4.0,4.0,2318,prediction,2017-01-03,2023-12-05,1730
group_weighted_multinomial_logistic_gam,0.19975894939301314,0.9343915343915344,0.10985730119414165,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,1.0,8.0,1.0,8.0,8.0,2318,validation,2009-06-02,2016-12-30,1890
group_weighted_multinomial_logistic_gam,0.1965206312366256,0.938150289017341,0.1038244422615139,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,multinomial_logistic_gam,multinomial_nll_plus_group_weighted_l2,0.1,10.0,1.0,1.0,8.0,1.0,8.0,8.0,2318,prediction,2017-01-03,2023-12-05,1730
