MODEL,LOG_LOSS,ACCURACY,BRIER_SCORE,N_STATES,STATE_LAG,EXOG_LAG,N_KNOTS,SIGNIFICANCE_LEVEL,SELECTED_TERM_COUNT,SELECTED_TERMS,MAX_SELECTED_P_VALUE,ALL_TERMS_SIGNIFICANT,TERM_P_VALUES,INFERENCE_METHOD,BOOTSTRAP_C,BOOTSTRAP_REPLICATES,TERM_BOOTSTRAP_IMPROVEMENTS,TERM_BOOTSTRAP_VALID_REPLICATES,TRAIN_ROWS,SPLIT,SPLIT_START,SPLIT_END,REGULARIZATION_C,SMOOTHING_LAMBDA,EVAL_ROWS
multinomial_logistic_gam,0.2010179670111741,0.9343915343915344,0.11076829231422328,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,1.0,0,{},{},2318,validation,2009-06-02,2016-12-30,0.01,100.0,1890
multinomial_logistic_gam,0.19890676917768313,0.938150289017341,0.10527843691169045,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,1.0,0,{},{},2318,prediction,2017-01-03,2023-12-05,0.01,100.0,1730
multinomial_logistic_gam,0.1988458307198405,0.9343915343915344,0.10582877999341926,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,1.0,0,{},{},2318,validation,2009-06-02,2016-12-30,0.1,10.0,1890
multinomial_logistic_gam,0.1915642170932202,0.938150289017341,0.09865741206317842,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,1.0,0,{},{},2318,prediction,2017-01-03,2023-12-05,0.1,10.0,1730
multinomial_logistic_gam,0.1888610822963857,0.9343915343915344,0.09944903439478453,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,1.0,0,{},{},2318,validation,2009-06-02,2016-12-30,1.0,1.0,1890
multinomial_logistic_gam,0.1799748814487793,0.938150289017341,0.09337172557869827,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,1.0,0,{},{},2318,prediction,2017-01-03,2023-12-05,1.0,1.0,1730
multinomial_logistic_gam,0.18412683467054972,0.9492063492063492,0.09385565774865338,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,1.0,0,{},{},2318,validation,2009-06-02,2016-12-30,10.0,0.1,1890
multinomial_logistic_gam,0.17527228666277714,0.9520231213872833,0.08945683314154088,2,0,0,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.00953023805415049,True,"{""DBLCIX_LAG_0"": 0.37078376277403174, ""DURATION_STATE_0"": 5.424159019877753e-63, ""DURATION_STATE_1"": 0.12961186694828863, ""IBOXIG_LAG_0"": 0.29613090983149254, ""JPEICORE_LAG_0"": 0.12907029116621885, ""LBUTTRUU_LAG_0"": 0.665284992442226, ""LT11TRUU_LAG_0"": 0.00953023805415049, ""SPXT_LAG_0"": 0.3664500535094099, ""STATE_LAG_0"": 0.3738728778970263}",wald,1.0,0,{},{},2318,prediction,2017-01-03,2023-12-05,10.0,0.1,1730
multinomial_logistic_gam,0.19678033258462302,0.9343915343915344,0.10804008312045342,2,0,0,6,0.05,1,DURATION_STATE_0,2.2891742673129252e-84,True,"{""DBLCIX_LAG_0"": 0.5461587111265565, ""DURATION_STATE_0"": 2.2891742673129252e-84, ""DURATION_STATE_1"": 0.28709854620606295, ""IBOXIG_LAG_0"": 0.6812313489902392, ""JPEICORE_LAG_0"": 0.20677556319572107, ""LBUTTRUU_LAG_0"": 0.802161429118476, ""LT11TRUU_LAG_0"": 0.06635952342220938, ""SPXT_LAG_0"": 0.45873139023847487, ""STATE_LAG_0"": 0.9866832042964101}",wald,1.0,0,{},{},2318,validation,2009-06-02,2016-12-30,0.01,100.0,1890
multinomial_logistic_gam,0.19467136673926957,0.938150289017341,0.10276840367665858,2,0,0,6,0.05,1,DURATION_STATE_0,2.2891742673129252e-84,True,"{""DBLCIX_LAG_0"": 0.5461587111265565, ""DURATION_STATE_0"": 2.2891742673129252e-84, ""DURATION_STATE_1"": 0.28709854620606295, ""IBOXIG_LAG_0"": 0.6812313489902392, ""JPEICORE_LAG_0"": 0.20677556319572107, ""LBUTTRUU_LAG_0"": 0.802161429118476, ""LT11TRUU_LAG_0"": 0.06635952342220938, ""SPXT_LAG_0"": 0.45873139023847487, ""STATE_LAG_0"": 0.9866832042964101}",wald,1.0,0,{},{},2318,prediction,2017-01-03,2023-12-05,0.01,100.0,1730
multinomial_logistic_gam,0.18777721335846786,0.9343915343915344,0.10043462599207383,2,0,0,6,0.05,1,DURATION_STATE_0,2.2891742673129252e-84,True,"{""DBLCIX_LAG_0"": 0.5461587111265565, ""DURATION_STATE_0"": 2.2891742673129252e-84, ""DURATION_STATE_1"": 0.28709854620606295, ""IBOXIG_LAG_0"": 0.6812313489902392, ""JPEICORE_LAG_0"": 0.20677556319572107, ""LBUTTRUU_LAG_0"": 0.802161429118476, ""LT11TRUU_LAG_0"": 0.06635952342220938, ""SPXT_LAG_0"": 0.45873139023847487, ""STATE_LAG_0"": 0.9866832042964101}",wald,1.0,0,{},{},2318,validation,2009-06-02,2016-12-30,0.1,10.0,1890
multinomial_logistic_gam,0.181065814707114,0.938150289017341,0.09427088748484874,2,0,0,6,0.05,1,DURATION_STATE_0,2.2891742673129252e-84,True,"{""DBLCIX_LAG_0"": 0.5461587111265565, ""DURATION_STATE_0"": 2.2891742673129252e-84, ""DURATION_STATE_1"": 0.28709854620606295, ""IBOXIG_LAG_0"": 0.6812313489902392, ""JPEICORE_LAG_0"": 0.20677556319572107, ""LBUTTRUU_LAG_0"": 0.802161429118476, ""LT11TRUU_LAG_0"": 0.06635952342220938, ""SPXT_LAG_0"": 0.45873139023847487, ""STATE_LAG_0"": 0.9866832042964101}",wald,1.0,0,{},{},2318,prediction,2017-01-03,2023-12-05,0.1,10.0,1730
multinomial_logistic_gam,0.180798647016254,0.9507936507936507,0.09361919093619935,2,0,0,6,0.05,1,DURATION_STATE_0,2.2891742673129252e-84,True,"{""DBLCIX_LAG_0"": 0.5461587111265565, ""DURATION_STATE_0"": 2.2891742673129252e-84, ""DURATION_STATE_1"": 0.28709854620606295, ""IBOXIG_LAG_0"": 0.6812313489902392, ""JPEICORE_LAG_0"": 0.20677556319572107, ""LBUTTRUU_LAG_0"": 0.802161429118476, ""LT11TRUU_LAG_0"": 0.06635952342220938, ""SPXT_LAG_0"": 0.45873139023847487, ""STATE_LAG_0"": 0.9866832042964101}",wald,1.0,0,{},{},2318,validation,2009-06-02,2016-12-30,1.0,1.0,1890
multinomial_logistic_gam,0.17351435482671237,0.9526011560693641,0.08899813957704678,2,0,0,6,0.05,1,DURATION_STATE_0,2.2891742673129252e-84,True,"{""DBLCIX_LAG_0"": 0.5461587111265565, ""DURATION_STATE_0"": 2.2891742673129252e-84, ""DURATION_STATE_1"": 0.28709854620606295, ""IBOXIG_LAG_0"": 0.6812313489902392, ""JPEICORE_LAG_0"": 0.20677556319572107, ""LBUTTRUU_LAG_0"": 0.802161429118476, ""LT11TRUU_LAG_0"": 0.06635952342220938, ""SPXT_LAG_0"": 0.45873139023847487, ""STATE_LAG_0"": 0.9866832042964101}",wald,1.0,0,{},{},2318,prediction,2017-01-03,2023-12-05,1.0,1.0,1730
multinomial_logistic_gam,0.18420712577543072,0.9507936507936507,0.09149357388735263,2,0,0,6,0.05,1,DURATION_STATE_0,2.2891742673129252e-84,True,"{""DBLCIX_LAG_0"": 0.5461587111265565, ""DURATION_STATE_0"": 2.2891742673129252e-84, ""DURATION_STATE_1"": 0.28709854620606295, ""IBOXIG_LAG_0"": 0.6812313489902392, ""JPEICORE_LAG_0"": 0.20677556319572107, ""LBUTTRUU_LAG_0"": 0.802161429118476, ""LT11TRUU_LAG_0"": 0.06635952342220938, ""SPXT_LAG_0"": 0.45873139023847487, ""STATE_LAG_0"": 0.9866832042964101}",wald,1.0,0,{},{},2318,validation,2009-06-02,2016-12-30,10.0,0.1,1890
multinomial_logistic_gam,0.1790808765889067,0.9526011560693641,0.08801317175009958,2,0,0,6,0.05,1,DURATION_STATE_0,2.2891742673129252e-84,True,"{""DBLCIX_LAG_0"": 0.5461587111265565, ""DURATION_STATE_0"": 2.2891742673129252e-84, ""DURATION_STATE_1"": 0.28709854620606295, ""IBOXIG_LAG_0"": 0.6812313489902392, ""JPEICORE_LAG_0"": 0.20677556319572107, ""LBUTTRUU_LAG_0"": 0.802161429118476, ""LT11TRUU_LAG_0"": 0.06635952342220938, ""SPXT_LAG_0"": 0.45873139023847487, ""STATE_LAG_0"": 0.9866832042964101}",wald,1.0,0,{},{},2318,prediction,2017-01-03,2023-12-05,10.0,0.1,1730
multinomial_logistic_gam,0.2009702847203359,0.9343915343915344,0.11072232195810648,2,0,1,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.010512992231102797,True,"{""DBLCIX_LAG_0"": 0.4230297176617718, ""DBLCIX_LAG_1"": 0.22648127067524573, ""DURATION_STATE_0"": 3.137922719055394e-63, ""DURATION_STATE_1"": 0.16286905796728415, ""IBOXIG_LAG_0"": 0.7360921253939046, ""IBOXIG_LAG_1"": 0.31393680791228135, ""JPEICORE_LAG_0"": 0.12879866208559596, ""JPEICORE_LAG_1"": 0.8652051516040629, ""LBUTTRUU_LAG_0"": 0.328016299195552, ""LBUTTRUU_LAG_1"": 0.9594476373811401, ""LT11TRUU_LAG_0"": 0.010512992231102797, ""LT11TRUU_LAG_1"": 0.2515906732974487, ""SPXT_LAG_0"": 0.2528401643335071, ""SPXT_LAG_1"": 0.9386040573974909, ""STATE_LAG_0"": 0.31449185974800287}",wald,1.0,0,{},{},2317,validation,2009-06-02,2016-12-30,0.01,100.0,1890
multinomial_logistic_gam,0.19891095304711642,0.938150289017341,0.10526950637221434,2,0,1,4,0.05,2,LT11TRUU_LAG_0|DURATION_STATE_0,0.010512992231102797,True,"{""DBLCIX_LAG_0"": 0.4230297176617718, ""DBLCIX_LAG_1"": 0.22648127067524573, ""DURATION_STATE_0"": 3.137922719055394e-63, ""DURATION_STATE_1"": 0.16286905796728415, ""IBOXIG_LAG_0"": 0.7360921253939046, ""IBOXIG_LAG_1"": 0.31393680791228135, ""JPEICORE_LAG_0"": 0.12879866208559596, ""JPEICORE_LAG_1"": 0.8652051516040629, ""LBUTTRUU_LAG_0"": 0.328016299195552, ""LBUTTRUU_LAG_1"": 0.9594476373811401, ""LT11TRUU_LAG_0"": 0.010512992231102797, ""LT11TRUU_LAG_1"": 0.2515906732974487, ""SPXT_LAG_0"": 0.2528401643335071, ""SPXT_LAG_1"": 0.9386040573974909, ""STATE_LAG_0"": 0.31449185974800287}",wald,1.0,0,{},{},2317,prediction,2017-01-03,2023-12-05,0.01,100.0,1730
