N_STATES,TERM,PREDICTOR_GROUP,P_VALUE,SIGNIFICANT_AT_5_PERCENT,TERM_MAX_VIF,WITHIN_VIF_THRESHOLD
2,DURATION_STATE_0,duration,0.015845765331164878,True,1.1659094967823376,True
2,STATE_LAG_0,state,1.044541032967638e-77,True,1.1659094967823387,True
