N_STATES,SPLIT,MODEL,SPLIT_START,SPLIT_END,N_OBSERVATIONS,LOG_LOSS,BRIER_SCORE,ACCURACY,CONFIDENCE_ECE_10_BINS,TRANSITION_MATRIX_VARIANT,DIRICHLET_PSEUDOCOUNT
4,validation,hard_state_fixed_transition,2009-06-02,2016-12-30,1890,0.6522642493574927,0.3238158807389607,0.8195767195767196,0.11343810581904898,fixed,0.0
4,validation,soft_posterior_fixed_transition,2009-06-02,2016-12-30,1890,0.4449803205638566,0.256826714300182,0.8201058201058201,0.014404304891180424,fixed,0.0
4,validation,hard_state_jeffreys_smoothed_transition,2009-06-02,2016-12-30,1890,0.6558362093915074,0.33104569679459456,0.8195767195767196,0.12907131024380314,jeffreys_smoothed,0.5
4,validation,soft_posterior_jeffreys_smoothed_transition,2009-06-02,2016-12-30,1890,0.4442128043124557,0.25704105734562605,0.8206349206349206,0.018394226847522156,jeffreys_smoothed,0.5
4,prediction,hard_state_fixed_transition,2017-01-03,2023-12-05,1730,0.4342535836299859,0.2082697788850243,0.8855491329479769,0.048566121386062554,fixed,0.0
4,prediction,soft_posterior_fixed_transition,2017-01-03,2023-12-05,1730,0.3357193320124983,0.18222350266000956,0.8809248554913295,0.03981643263899236,fixed,0.0
4,prediction,hard_state_jeffreys_smoothed_transition,2017-01-03,2023-12-05,1730,0.437640347638448,0.2113994242805283,0.8855491329479769,0.06392430856564478,jeffreys_smoothed,0.5
4,prediction,soft_posterior_jeffreys_smoothed_transition,2017-01-03,2023-12-05,1730,0.3305645341379395,0.18054038474141343,0.8797687861271676,0.02842809828259594,jeffreys_smoothed,0.5
