N_STATES,FROM_STATE,TO_STATE,RELATIVE_DAY,EVENT_COUNT,MEDIAN_DESTINATION_POSTERIOR,BOOTSTRAP_CI_LOWER,BOOTSTRAP_CI_UPPER
2,0,1,-10,104,0.0729571539578111,0.03690489771866114,0.13922837596201584
2,0,1,-9,104,0.05953007274105132,0.029580017958855898,0.19883726533225557
2,0,1,-8,104,0.05247435207615339,0.03310840083066362,0.23680413982787257
2,0,1,-7,104,0.07638883509854807,0.024679819681187286,0.17657895564225273
2,0,1,-6,104,0.04711192105235197,0.034415209948158776,0.15160106507464824
2,0,1,-5,104,0.10202712724484872,0.061322318653686834,0.20161856481376494
2,0,1,-4,104,0.06984465585650787,0.03969878424939415,0.17694856673313586
2,0,1,-3,104,0.10781102788486878,0.050493735260667694,0.1763809021134887
2,0,1,-2,104,0.07637326204589978,0.045984573871167236,0.16379566178952154
2,0,1,-1,104,0.09325061975644387,0.05981418579191366,0.13926108280911575
2,0,1,0,104,0.8247347182754673,0.786098491805046,0.8764992430900788
2,0,1,1,104,0.7084037591816599,0.6378548931044318,0.7585058454261121
2,0,1,2,104,0.7225641886082328,0.5501171655078505,0.8166222425856804
2,0,1,3,104,0.6590395384566999,0.4717325426589458,0.814837112647957
2,0,1,4,104,0.5686248468880357,0.49202018796513247,0.6781176580979875
2,0,1,5,104,0.5086379913531633,0.4037041200595585,0.6317281844750342
2,0,1,6,104,0.3974109461860982,0.2837251820728582,0.5845925113251753
2,0,1,7,104,0.37799373504940703,0.2145578683303026,0.5567421344839738
2,0,1,8,104,0.21622770778878808,0.15169056926887425,0.44350017779428974
2,0,1,9,104,0.21105004032670505,0.09265238821670531,0.47671091894485085
2,0,1,10,104,0.2872722932580262,0.09137019585311043,0.4825741167964655
2,1,0,-10,104,0.6239400690642886,0.37558000627993327,0.8920446827726108
2,1,0,-9,104,0.6360978811471993,0.4559694085821304,0.8609883556418112
2,1,0,-8,104,0.5636333639776654,0.36120739265717605,0.7676156958127631
2,1,0,-7,104,0.5504130686366373,0.2860317538912942,0.7188435741841768
2,1,0,-6,104,0.4088609500482596,0.27953638600359426,0.6403829505484054
2,1,0,-5,104,0.4794564433748974,0.37997701400366357,0.6188550852076641
2,1,0,-4,104,0.4159414716559169,0.3002417647964532,0.5396834756736419
2,1,0,-3,104,0.21734094523098524,0.1499806195024886,0.32884973576675053
2,1,0,-2,104,0.3214771227251406,0.2466361415186581,0.3780352201325791
2,1,0,-1,104,0.40115970826367975,0.3484223783649807,0.44727982530648797
2,1,0,0,104,0.7336777617256661,0.6982308550008783,0.7755461274006052
2,1,0,1,104,0.7999780356504178,0.7351976808664039,0.8421069192228333
2,1,0,2,104,0.8502695643484267,0.7512531994973581,0.8890282839909873
2,1,0,3,104,0.8734523047675977,0.7906877682025452,0.9285375224444568
2,1,0,4,104,0.9231529453815217,0.8631619844741805,0.9534629310211551
2,1,0,5,104,0.9063503674568304,0.8070539456818622,0.9351398746926276
2,1,0,6,104,0.9351262267078801,0.8666811125798768,0.9606133599006322
2,1,0,7,104,0.9369408344976584,0.8465539303524041,0.973240487703104
2,1,0,8,104,0.9319846734282873,0.8913638927400414,0.9621306736397764
2,1,0,9,104,0.9557869864785156,0.9197919074235731,0.9742417001319077
2,1,0,10,104,0.9362428308999773,0.8048081385153928,0.9673288579972655
