N_STATES,EVENT_ID,TRANSITION_DATE,FROM_STATE,TO_STATE,RELATIVE_DAY,DESTINATION_POSTERIOR,SOURCE_POSTERIOR,MAX_POSTERIOR,NORMALIZED_POSTERIOR_ENTROPY,ROLLING_MEAN_Z_W5_SPXT,ROLLING_STD_RATIO_W5_SPXT,ROLLING_MEAN_Z_W5_DBLCIX,ROLLING_STD_RATIO_W5_DBLCIX,ROLLING_MEAN_Z_W5_IBOXIG,ROLLING_STD_RATIO_W5_IBOXIG,ROLLING_MEAN_Z_W5_JPEICORE,ROLLING_STD_RATIO_W5_JPEICORE,ROLLING_MEAN_Z_W5_LT11TRUU,ROLLING_STD_RATIO_W5_LT11TRUU,ROLLING_MEAN_Z_W5_LBUTTRUU,ROLLING_STD_RATIO_W5_LBUTTRUU,ROLLING_MEAN_Z_W20_SPXT,ROLLING_STD_RATIO_W20_SPXT,ROLLING_MEAN_Z_W20_DBLCIX,ROLLING_STD_RATIO_W20_DBLCIX,ROLLING_MEAN_Z_W20_IBOXIG,ROLLING_STD_RATIO_W20_IBOXIG,ROLLING_MEAN_Z_W20_JPEICORE,ROLLING_STD_RATIO_W20_JPEICORE,ROLLING_MEAN_Z_W20_LT11TRUU,ROLLING_STD_RATIO_W20_LT11TRUU,ROLLING_MEAN_Z_W20_LBUTTRUU,ROLLING_STD_RATIO_W20_LBUTTRUU
4,297,2012-07-27,2,1,-6,0.0005471348028184751,0.9461372860566304,0.9461372860566304,0.15365979776071154,0.4418951519761971,0.42956942599754455,0.6606289183694063,0.34557235714117,0.5685628963425213,0.14527323141955967,0.42232517219112403,0.40785248474009883,-0.2726673931656296,0.7586992650028181,-0.03632849636240568,0.497787156270534,0.06730417334272977,0.7217098268851494,0.36982153111875876,1.2023140496588445,0.4008009979973318,0.31874497875015495,0.27527277920762994,0.4339964180451455,0.1092088851635572,1.1439127437445689,0.015922115799432226,0.7317386202384398
4,297,2012-07-27,2,1,-5,0.0007891415832934461,0.9939780993606935,0.9939780993606935,0.028471153965860682,0.07246613468702683,0.45395329343693513,0.4677812525744386,0.47599338798026075,0.5007529131795506,0.19947774672276225,0.25106008385942535,0.45519570969809514,0.14645540866598727,1.0287291688528244,0.1489938718963308,0.6196973140037353,0.11009962313632986,0.6458414958693333,0.4529842774405979,1.0982976723711515,0.3824923025433297,0.31766423098510066,0.2829385746460575,0.4238717058121322,0.14413578531619192,1.176561411951134,0.11411723175874884,0.7099738899706682
4,297,2012-07-27,2,1,-4,0.0008827676639782137,0.9849354200559836,0.9849354200559836,0.05911897999393314,-0.019751607166500974,0.5308242088689732,-0.07060387811811664,0.9319691293860906,0.4329429300165799,0.19080644849847359,-0.20776581872353156,0.6010628260875939,0.12286152545092473,1.0128841091897374,-0.013677984686337907,0.5694152607047005,0.0540156106928833,0.6575327321555046,0.3512410256342397,1.1982684460471216,0.3898157807249306,0.3144873499865839,0.22974543312818815,0.536599947762241,0.2635632503542333,1.110031306991323,0.17022872659264404,0.6385263819309143
4,297,2012-07-27,2,1,-3,0.0006081931842169482,0.9588999200673481,0.9588999200673481,0.1261876623452113,-0.24938913075334926,0.4933494278025284,-0.1351861189554368,0.9339606503294208,0.32824431601295306,0.28806344892538355,-0.43026085705838035,0.5158445889904033,0.5642527114405782,0.8262075391174104,0.13149120378300563,0.4302149913799108,0.0780117553204276,0.6226275362247913,0.29074200071992873,1.1987288993913061,0.3826279225096557,0.3238982726440149,0.2160030925251534,0.5553964955505603,0.22890145001300377,1.0732459048333474,0.11553288873850306,0.6081086177471926
4,297,2012-07-27,2,1,-2,0.00014453185255038518,0.5356344676046022,0.5356344676046022,0.49917892838485384,-0.34858249604511665,0.37066039649752625,-0.12769397964716303,0.9398153882737931,0.2419900174296543,0.18245074588023327,-0.3442543716516321,0.5763289840263242,0.5014240561375465,0.8539839755548593,-0.015222337755160742,0.469178992208081,0.060363428021681355,0.6199386223034531,0.2914162932576734,1.1989097878088228,0.3960542991759239,0.31693965398116264,0.2322695365042558,0.5502470949083377,0.25083845940678384,1.063907627677152,0.11308766304620028,0.6101877077625433
4,297,2012-07-27,2,1,-1,0.0001016675046382371,0.40743792239054755,0.5924550092105781,0.4883260939473988,-0.15856651358746943,0.7015651075304693,-0.34466633401477226,0.7702260866201787,0.20347394699308693,0.16297344759825622,-0.2507690614269057,0.6891470253569795,0.5621319129493365,0.7593790460279805,0.02184213589658655,0.45038012319997023,0.08568494110249117,0.6529158003708767,0.27017607831871715,1.2020716275441998,0.40893819597688835,0.30375660394693266,0.2443291415232455,0.5576683278376873,0.21770098298113422,1.0786455319842927,0.09918848542679508,0.6125605466576715
4,297,2012-07-27,2,1,0,0.8703973380516536,0.10260445292616896,0.8703973380516536,0.3260133211617322,0.24671720817425252,0.8449567113504562,-0.14987071199965346,0.8961343285365214,0.07327877932018315,0.2968975997639469,-0.11016715484891723,0.7518315325226781,-0.4919049371977279,1.7076306351085582,-0.4275646071308493,0.48261520727442,0.15899874343838957,0.704275623754324,0.3634532127067259,1.1649238103730335,0.3716427052372544,0.3537800648275555,0.276955514791675,0.5521028332245778,0.0012469869687906198,1.3710487263950522,0.02737606772653468,0.6902793106203778
4,297,2012-07-27,2,1,1,0.9193058405761294,0.07498406917360392,0.9193058405761294,0.217188685364644,0.3650237816867965,0.7524167033192938,0.29171597883000444,0.41894381631869637,-0.09977229771171817,0.3489355990449994,0.2776099119632477,0.49913718297035536,-0.33947254563973944,1.8414611466548918,-0.20054470601389718,0.7501427324151269,0.07141979117129114,0.6056638024989082,0.21492155092019788,0.9294000744589457,0.34682425139960715,0.3970191763145126,0.26676561597717985,0.5432538761133866,0.20080087000405283,1.2849180705183032,0.12415552670609706,0.6812891751498998
4,297,2012-07-27,2,1,2,0.511938905944958,0.42964361387982863,0.511938905944958,0.630795367399556,0.4314317168188377,0.6725082174819582,0.20585606235718665,0.5526568828903766,0.1058275712384091,0.5378473795428652,0.5333857207380991,0.17462295239228764,-0.5441296000445517,1.72813693200097,-0.03632849636240572,0.8471032719423753,0.04756315901251164,0.6101369354626175,0.19405594294665535,0.9453877804782813,0.33380473463231675,0.3728595913673209,0.2733095876929107,0.5466408009704202,0.10032804148148308,1.2134130804339776,0.08593278825273268,0.6201517745445341
4,297,2012-07-27,2,1,3,0.10618780337422906,0.8132406546992798,0.8132406546992798,0.44001844194018724,0.39543749987752125,0.6995837409420638,0.0981190991042094,0.5125874890859887,0.055919423630462636,0.523563053675154,0.5969557316909129,0.07596623441609196,-0.7249276714228963,1.7084720108695737,-0.043535477350245474,0.8505518197861788,0.015056753790315009,0.6047241182498422,0.09448541153969653,0.8415012407012671,0.3298717556088645,0.3748007875900076,0.24694673020953783,0.5202937853456898,0.12716939738625932,1.184719925402046,0.09777282844704085,0.6071401376125211
