N_STATES,FROM_STATE,TO_STATE,RELATIVE_DAY,ROLLING_WINDOW,FEATURE,STATISTIC,EVENT_COUNT,MEDIAN,PERCENTILE_25,PERCENTILE_75
4,2,0,5,5,JPEICORE,rolling_mean_z,256,-0.019112462690033753,-0.20524171534746383,0.1710366583070598
4,2,0,6,5,JPEICORE,rolling_mean_z,256,0.004258864866147852,-0.22618242483780243,0.15392884653593483
4,2,0,7,5,JPEICORE,rolling_mean_z,256,0.013794366509070028,-0.20112836169757592,0.20413045812661285
4,2,0,8,5,JPEICORE,rolling_mean_z,256,0.02893898676547567,-0.20066093514645225,0.2136659597695348
4,2,0,9,5,JPEICORE,rolling_mean_z,256,0.005380688588844707,-0.19177983067510315,0.18169398367267853
4,2,0,10,5,JPEICORE,rolling_mean_z,256,0.013607395888620536,-0.17738309290049553,0.2274083003725697
4,2,1,-10,5,JPEICORE,rolling_mean_z,51,0.0655852283735685,-0.40576770577950183,0.24694673020953758
4,2,1,-9,5,JPEICORE,rolling_mean_z,51,-0.06118085229116046,-0.36239052183522885,0.17907639498638633
4,2,1,-8,5,JPEICORE,rolling_mean_z,51,-0.0866088566722862,-0.4239038559630989,0.18188095429312803
4,2,1,-7,5,JPEICORE,rolling_mean_z,51,-0.08436520922689268,-0.3751045240257916,0.17795457126368938
4,2,1,-6,5,JPEICORE,rolling_mean_z,51,-0.13073392309835702,-0.4123116774952327,0.2590998205387519
4,2,1,-5,5,JPEICORE,rolling_mean_z,51,-0.052206262509586855,-0.4657852749437763,0.26770046907942663
4,2,1,-4,5,JPEICORE,rolling_mean_z,51,-0.0290219055738547,-0.4252126503062449,0.33145745065269017
4,2,1,-3,5,JPEICORE,rolling_mean_z,51,0.0016412761798554442,-0.3747305827848928,0.26115649736369595
4,2,1,-2,5,JPEICORE,rolling_mean_z,51,-0.079503973095207,-0.3982888809615237,0.24302034718009896
4,2,1,-1,5,JPEICORE,rolling_mean_z,51,-0.09184403404487093,-0.45643674392130357,0.17103665830705966
4,2,1,0,5,JPEICORE,rolling_mean_z,51,-0.11016715484891723,-0.4592413032280453,0.09568749826593032
4,2,1,1,5,JPEICORE,rolling_mean_z,51,-0.13596910047094177,-0.5089754882675998,0.19627769206773585
4,2,1,2,5,JPEICORE,rolling_mean_z,51,-0.14681339645701003,-0.6039565634559217,0.2820972068540347
4,2,1,3,5,JPEICORE,rolling_mean_z,51,-0.11315868477610849,-0.5534744959345695,0.1955298095859381
4,2,1,4,5,JPEICORE,rolling_mean_z,51,-0.1453176314934142,-0.622653625500867,0.22899755064639
4,2,1,5,5,JPEICORE,rolling_mean_z,51,0.009867983479631493,-0.4235299147221998,0.21983599024436684
4,2,1,6,5,JPEICORE,rolling_mean_z,51,0.03006081048817224,-0.42296900286085165,0.28265811871538304
4,2,1,7,5,JPEICORE,rolling_mean_z,51,-0.023786728201270035,-0.3115345130729778,0.23815911104841325
4,2,1,8,5,JPEICORE,rolling_mean_z,51,-0.045101378932507465,-0.3249963977453383,0.16243600976638495
4,2,1,9,5,JPEICORE,rolling_mean_z,51,-0.033509200464641675,-0.37585240650758944,0.21460081287178234
4,2,1,10,5,JPEICORE,rolling_mean_z,51,-0.07838214937251022,-0.32219183843859656,0.13270768111492198
4,2,3,-10,5,JPEICORE,rolling_mean_z,8,0.08858261468885124,-0.268718240990053,0.4024128011132579
4,2,3,-9,5,JPEICORE,rolling_mean_z,8,0.07942105428682807,-0.24198144226578128,0.3812851210024697
4,2,3,-8,5,JPEICORE,rolling_mean_z,8,-0.10642774243992806,-0.2535736207336471,0.22974543312818824
4,2,3,-7,5,JPEICORE,rolling_mean_z,8,-0.35061137274691323,-0.46326117156770824,0.05184288777053398
4,2,3,-6,5,JPEICORE,rolling_mean_z,8,-0.42764326837208777,-0.5377689638168153,-0.07585804599644233
4,2,3,-5,5,JPEICORE,rolling_mean_z,8,-0.26292215175612,-0.43858104966838074,-0.12802284910183953
4,2,3,-4,5,JPEICORE,rolling_mean_z,8,-0.27844071325342434,-0.4484904925522018,-0.1757938426266748
4,2,3,-3,5,JPEICORE,rolling_mean_z,8,-0.24590782529521943,-0.3588380800466892,-0.19916517018285654
4,2,3,-2,5,JPEICORE,rolling_mean_z,8,-0.2083267305848798,-0.2668485347855585,-0.13727789481408736
4,2,3,-1,5,JPEICORE,rolling_mean_z,8,-0.2821801256624134,-0.5002813544167,-0.07595153130666696
4,2,3,0,5,JPEICORE,rolling_mean_z,8,-1.251435822072376,-1.4310211030140754,-0.6310673034210923
4,2,3,1,5,JPEICORE,rolling_mean_z,8,-1.2211465815595648,-1.802812181777812,-0.6922066963080633
4,2,3,2,5,JPEICORE,rolling_mean_z,8,-1.27387229652631,-1.8456284538607368,-0.25189088514960223
4,2,3,3,5,JPEICORE,rolling_mean_z,8,-1.054555758739102,-1.6968933252931975,-0.07884957592363373
4,2,3,4,5,JPEICORE,rolling_mean_z,8,-1.0207140764377511,-1.1296244628495575,0.21516172473313064
4,2,3,5,5,JPEICORE,rolling_mean_z,8,-0.2474035902588152,-0.3303250604281472,0.21693794562740032
4,2,3,6,5,JPEICORE,rolling_mean_z,8,0.05586275611019699,-0.12185281862700785,0.7840198374505907
4,2,3,7,5,JPEICORE,rolling_mean_z,8,0.016785896436261258,-0.24048567730218556,0.3955883734668527
4,2,3,8,5,JPEICORE,rolling_mean_z,8,-0.0492147325823954,-0.32845535422365313,0.017907720158958036
4,2,3,9,5,JPEICORE,rolling_mean_z,8,-0.2593697099675804,-0.5675907777785026,0.16150115666413786
4,2,3,10,5,JPEICORE,rolling_mean_z,8,-0.0974531526583542,-0.8441203254232438,0.27228124928043873
4,3,1,-10,5,JPEICORE,rolling_mean_z,11,-0.11951568587138976,-1.3323941007269895,0.062032786585028935
4,3,1,-9,5,JPEICORE,rolling_mean_z,11,-0.253012708872299,-1.0257622831898872,-0.06903361835003755
4,3,1,-8,5,JPEICORE,rolling_mean_z,11,-0.6183533012305296,-1.55077578541195,-0.2704009765740979
4,3,1,-7,5,JPEICORE,rolling_mean_z,11,-0.5622621150956937,-1.5292741640602632,-0.4048328526772546
4,3,1,-6,5,JPEICORE,rolling_mean_z,11,-0.6695832512336797,-0.832434661645153,-0.2653527698219627
4,3,1,-5,5,JPEICORE,rolling_mean_z,11,-0.28704136179409934,-0.4870999256750138,0.004258864866148182
4,3,1,-4,5,JPEICORE,rolling_mean_z,11,-0.2694661234718508,-1.0259492538103365,0.029499898626824284
4,3,1,-3,5,JPEICORE,rolling_mean_z,11,-0.23730717675454494,-1.2248859939685541,0.24451611214369465
4,3,1,-2,5,JPEICORE,rolling_mean_z,11,-0.3509853139878123,-1.2604104118539503,0.3419278053978595
4,3,1,-1,5,JPEICORE,rolling_mean_z,11,-0.8075675691253761,-1.391850758029915,0.20039104571762373
4,3,1,0,5,JPEICORE,rolling_mean_z,11,-0.8561799304422333,-1.292195417330357,0.5019746565025909
4,3,1,1,5,JPEICORE,rolling_mean_z,11,-0.2634830636174682,-0.7701734450354848,0.6321062083354101
4,3,1,2,5,JPEICORE,rolling_mean_z,11,0.11457153093132497,-0.3360276643518557,0.6794097753091215
4,3,1,3,5,JPEICORE,rolling_mean_z,11,0.16094024480278937,0.034174164138060605,0.6309843846127131
4,3,1,4,5,JPEICORE,rolling_mean_z,11,0.3785740470059521,-0.1868251092331925,0.438778586790676
4,3,1,5,5,JPEICORE,rolling_mean_z,11,0.14411288896233837,-0.23637232365229754,0.7153081344354165
4,3,1,6,5,JPEICORE,rolling_mean_z,11,-0.1412042778435263,-0.6086308289671576,0.37446069335606424
4,3,1,7,5,JPEICORE,rolling_mean_z,11,-0.06828573586823974,-1.1097120917716912,0.3596900143405575
4,3,1,8,5,JPEICORE,rolling_mean_z,11,-0.45045368406692105,-1.1615029536361896,0.4200815247457307
4,3,1,9,5,JPEICORE,rolling_mean_z,11,-0.29938142274376345,-1.0955023246175328,0.28172326561313593
4,3,1,10,5,JPEICORE,rolling_mean_z,11,-0.5936731793312019,-0.9616313603757247,0.17982427746818402
4,3,2,-10,5,JPEICORE,rolling_mean_z,5,-0.5544093490368167,-0.5704888223954697,-0.17859840193341645
4,3,2,-9,5,JPEICORE,rolling_mean_z,5,-0.4328784457446721,-0.48635204319321607,-0.35098531398781224
4,3,2,-8,5,JPEICORE,rolling_mean_z,5,-0.25563029755859135,-0.41492926618152504,-0.043605613968911605
4,3,2,-7,5,JPEICORE,rolling_mean_z,5,-0.2904068329621892,-0.37379572968264546,-0.221601644636791
4,3,2,-6,5,JPEICORE,rolling_mean_z,5,-0.20589611251903697,-0.2653527698219625,-0.08436520922689268
4,3,2,-5,5,JPEICORE,rolling_mean_z,5,-0.1490570439024029,-0.24441206033162427,0.18861189662930827
4,3,2,-4,5,JPEICORE,rolling_mean_z,5,-0.24179447164533188,-0.5315989333419833,-0.18532934426959674
4,3,2,-3,5,JPEICORE,rolling_mean_z,5,-0.9324639435856101,-1.3280937764566516,-0.7903662720440259
4,3,2,-2,5,JPEICORE,rolling_mean_z,5,-1.536752988878241,-1.8403932764881517,-1.1545850406795601
4,3,2,-1,5,JPEICORE,rolling_mean_z,5,-1.6567881272067901,-1.8961105213820892,-1.578634407858918
4,3,2,0,5,JPEICORE,rolling_mean_z,5,-1.6777288366971288,-1.754760732322303,-1.3194931279159765
4,3,2,1,5,JPEICORE,rolling_mean_z,5,-1.3598787819330584,-1.4608429169757635,-1.2338605837501277
4,3,2,2,5,JPEICORE,rolling_mean_z,5,-0.28704136179409934,-0.7798959172988567,-0.2077658187235311
4,3,2,3,5,JPEICORE,rolling_mean_z,5,0.3890444017511216,-0.3670647873464645,0.5363772506652902
4,3,2,4,5,JPEICORE,rolling_mean_z,5,0.01659892581581176,-0.061180852291160506,0.4342912918998894
4,3,2,5,5,JPEICORE,rolling_mean_z,5,-0.05931114608666577,-0.22795864573207228,-0.05818932236396934
4,3,2,6,5,JPEICORE,rolling_mean_z,5,0.009867983479631493,-0.30798207128443805,0.056984579832893886
4,3,2,7,5,JPEICORE,rolling_mean_z,5,-0.0062114898790213815,-0.20253064135094645,0.4750508871578698
4,3,2,8,5,JPEICORE,rolling_mean_z,5,-0.07464273696352107,-0.18607722675139504,0.6253752659992298
4,3,2,9,5,JPEICORE,rolling_mean_z,5,0.11457153093132497,-0.17635475448802335,0.6078000276769816
4,3,2,10,5,JPEICORE,rolling_mean_z,5,0.22600602071919923,-0.26385700485836694,0.2701310871452696
4,0,1,-10,5,LT11TRUU,rolling_mean_z,1,-0.5650724851455622,-0.5650724851455622,-0.5650724851455622
4,0,1,-9,5,LT11TRUU,rolling_mean_z,1,-1.123902887587718,-1.123902887587718,-1.123902887587718
4,0,1,-8,5,LT11TRUU,rolling_mean_z,1,-1.2437280023428672,-1.2437280023428672,-1.2437280023428672
4,0,1,-7,5,LT11TRUU,rolling_mean_z,1,-0.907581441481077,-0.907581441481077,-0.907581441481077
4,0,1,-6,5,LT11TRUU,rolling_mean_z,1,-0.23449302032328107,-0.23449302032328107,-0.23449302032328107
4,0,1,-5,5,LT11TRUU,rolling_mean_z,1,0.16686809414418763,0.16686809414418763,0.16686809414418763
4,0,1,-4,5,LT11TRUU,rolling_mean_z,1,0.7665238675427439,0.7665238675427439,0.7665238675427439
4,0,1,-3,5,LT11TRUU,rolling_mean_z,1,1.047529667632253,1.047529667632253,1.047529667632253
4,0,1,-2,5,LT11TRUU,rolling_mean_z,1,0.6254907678751789,0.6254907678751789,0.6254907678751789
4,0,1,-1,5,LT11TRUU,rolling_mean_z,1,0.35561915986468795,0.35561915986468795,0.35561915986468795
4,0,1,0,5,LT11TRUU,rolling_mean_z,1,-0.4017710013199607,-0.4017710013199607,-0.4017710013199607
4,0,1,1,5,LT11TRUU,rolling_mean_z,1,-0.49429083550037445,-0.49429083550037445,-0.49429083550037445
4,0,1,2,5,LT11TRUU,rolling_mean_z,1,-0.9680241984814619,-0.9680241984814619,-0.9680241984814619
4,0,1,3,5,LT11TRUU,rolling_mean_z,1,-0.5939683645887286,-0.5939683645887286,-0.5939683645887286
4,0,1,4,5,LT11TRUU,rolling_mean_z,1,-0.8423668878753986,-0.8423668878753986,-0.8423668878753986
4,0,1,5,5,LT11TRUU,rolling_mean_z,1,0.13638161583258973,0.13638161583258973,0.13638161583258973
4,0,1,6,5,LT11TRUU,rolling_mean_z,1,-0.23263732164344492,-0.23263732164344492,-0.23263732164344492
4,0,1,7,5,LT11TRUU,rolling_mean_z,1,0.36224665514981785,0.36224665514981785,0.36224665514981785
4,0,1,8,5,LT11TRUU,rolling_mean_z,1,0.22015315623663212,0.22015315623663212,0.22015315623663212
4,0,1,9,5,LT11TRUU,rolling_mean_z,1,0.1947035743417332,0.1947035743417332,0.1947035743417332
4,0,1,10,5,LT11TRUU,rolling_mean_z,1,-0.2225635288100473,-0.2225635288100473,-0.2225635288100473
4,0,2,-10,5,LT11TRUU,rolling_mean_z,256,-0.011676628837212922,-0.36220485446773537,0.3148600638611385
4,0,2,-9,5,LT11TRUU,rolling_mean_z,256,-0.011411529025807755,-0.37897241753911387,0.25468240667215863
4,0,2,-8,5,LT11TRUU,rolling_mean_z,256,0.018014550040169622,-0.3305254270048144,0.3181738115037038
4,0,2,-7,5,LT11TRUU,rolling_mean_z,256,0.016158851360332672,-0.36962764918708035,0.30863021829311665
4,0,2,-6,5,LT11TRUU,rolling_mean_z,256,-0.0020004857209238837,-0.3007679731745798,0.26164127672154536
4,0,2,-5,5,LT11TRUU,rolling_mean_z,256,-0.008627981006053099,-0.29228477920961426,0.21544763458418986
4,0,2,-4,5,LT11TRUU,rolling_mean_z,256,0.004759559469909419,-0.27803566434658467,0.3150588887196928
4,0,2,-3,5,LT11TRUU,rolling_mean_z,256,0.004759559469909152,-0.32091555884137557,0.2502419848311222
4,0,2,-2,5,LT11TRUU,rolling_mean_z,256,0.02093064796562654,-0.2837353102917964,0.29597170229851855
4,0,2,-1,5,LT11TRUU,rolling_mean_z,256,0.006217608432638055,-0.2975205004848669,0.24268664020607347
4,0,2,0,5,LT11TRUU,rolling_mean_z,256,-0.026787318087309185,-0.48269271875139746,0.3489253896267063
4,0,2,1,5,LT11TRUU,rolling_mean_z,256,-0.009290730534566702,-0.44246382237065884,0.35641445929890336
4,0,2,2,5,LT11TRUU,rolling_mean_z,256,0.000915612204533716,-0.4063439730667002,0.2978936759312062
4,0,2,3,5,LT11TRUU,rolling_mean_z,256,-0.045874504508483724,-0.5232529898963922,0.3448826175027778
4,0,2,4,5,LT11TRUU,rolling_mean_z,256,-0.06072009394717452,-0.4695040031339885,0.2915975554103323
4,0,2,5,5,LT11TRUU,rolling_mean_z,256,0.00860350673528438,-0.2941404778894512,0.27893903941573445
4,0,2,6,5,LT11TRUU,rolling_mean_z,256,0.005687408809827637,-0.30553976977987396,0.2641597249298945
4,0,2,7,5,LT11TRUU,rolling_mean_z,256,0.02596754438232539,-0.324494406295346,0.26860014677093147
4,0,2,8,5,LT11TRUU,rolling_mean_z,256,-0.015122926385480805,-0.340930594602468,0.2733719433762254
4,0,2,9,5,LT11TRUU,rolling_mean_z,256,-0.04985100167956151,-0.30964881685665446,0.2751613671032105
4,0,2,10,5,LT11TRUU,rolling_mean_z,256,-0.01565312600829149,-0.3185959354915796,0.2668107230439467
4,0,3,-10,5,LT11TRUU,rolling_mean_z,1,-0.12739269651558205,-0.12739269651558205,-0.12739269651558205
4,0,3,-9,5,LT11TRUU,rolling_mean_z,1,-0.5123176226759286,-0.5123176226759286,-0.5123176226759286
4,0,3,-8,5,LT11TRUU,rolling_mean_z,1,-0.6127904511984983,-0.6127904511984983,-0.6127904511984983
4,0,3,-7,5,LT11TRUU,rolling_mean_z,1,-0.36041543074075055,-0.36041543074075055,-0.36041543074075055
4,0,3,-6,5,LT11TRUU,rolling_mean_z,1,-0.3439792424336283,-0.3439792424336283,-0.3439792424336283
4,0,3,-5,5,LT11TRUU,rolling_mean_z,1,-0.14727518237097192,-0.14727518237097192,-0.14727518237097192
4,0,3,-4,5,LT11TRUU,rolling_mean_z,1,-0.01207427855432126,-0.01207427855432126,-0.01207427855432126
4,0,3,-3,5,LT11TRUU,rolling_mean_z,1,0.2050424669865353,0.2050424669865353,0.2050424669865353
4,0,3,-2,5,LT11TRUU,rolling_mean_z,1,-0.09452031990133762,-0.09452031990133762,-0.09452031990133762
4,0,3,-1,5,LT11TRUU,rolling_mean_z,1,-0.3034189712886331,-0.3034189712886331,-0.3034189712886331
4,0,3,0,5,LT11TRUU,rolling_mean_z,1,-1.5189016065814627,-1.5189016065814627,-1.5189016065814627
4,0,3,1,5,LT11TRUU,rolling_mean_z,1,-1.5735121677309334,-1.5735121677309334,-1.5735121677309334
4,0,3,2,5,LT11TRUU,rolling_mean_z,1,-2.056789123922608,-2.056789123922608,-2.056789123922608
4,0,3,3,5,LT11TRUU,rolling_mean_z,1,-1.8865950450004714,-1.8865950450004714,-1.8865950450004714
4,0,3,4,5,LT11TRUU,rolling_mean_z,1,-1.5546900811211644,-1.5546900811211644,-1.5546900811211644
4,0,3,5,5,LT11TRUU,rolling_mean_z,1,-0.660773517062839,-0.660773517062839,-0.660773517062839
4,0,3,6,5,LT11TRUU,rolling_mean_z,1,-0.5714348806192875,-0.5714348806192875,-0.5714348806192875
4,0,3,7,5,LT11TRUU,rolling_mean_z,1,-0.2180568320161596,-0.2180568320161596,-0.2180568320161596
4,0,3,8,5,LT11TRUU,rolling_mean_z,1,-0.23316752126625578,-0.23316752126625578,-0.23316752126625578
4,0,3,9,5,LT11TRUU,rolling_mean_z,1,-0.513112922110144,-0.513112922110144,-0.513112922110144
4,0,3,10,5,LT11TRUU,rolling_mean_z,1,-0.19446294880109705,-0.19446294880109705,-0.19446294880109705
4,1,0,-10,5,LT11TRUU,rolling_mean_z,2,-0.7306273173681075,-0.8191043794245922,-0.6421502553116227
4,1,0,-9,5,LT11TRUU,rolling_mean_z,2,-0.5691815322223424,-0.736525788171873,-0.4018372762728117
4,1,0,-8,5,LT11TRUU,rolling_mean_z,2,-0.6696543607449121,-1.087915588189462,-0.2513931333003622
4,1,0,-7,5,LT11TRUU,rolling_mean_z,2,-0.019231973462260576,-0.41210989396476283,0.3736459470402417
4,1,0,-6,5,LT11TRUU,rolling_mean_z,2,0.17097714122096852,-0.2672991219846737,0.6092534044266107
4,1,0,-5,5,LT11TRUU,rolling_mean_z,2,0.10006294167007818,-0.1626509714324722,0.36277685477262855
4,1,0,-4,5,LT11TRUU,rolling_mean_z,2,0.14632285876028517,0.04167470820808375,0.25097100931248656
4,1,0,-3,5,LT11TRUU,rolling_mean_z,2,0.28722340852214756,-0.05727379639890656,0.6317206134432016
4,1,0,-2,5,LT11TRUU,rolling_mean_z,2,0.11663167988290313,-0.18882957780873566,0.4220929375745419
4,1,0,-1,5,LT11TRUU,rolling_mean_z,2,-0.3969992047146666,-0.6825117015980643,-0.11148670783126893
4,1,0,0,5,LT11TRUU,rolling_mean_z,2,-0.37950261716192357,-0.4867354908753261,-0.2722697434485211
4,1,0,1,5,LT11TRUU,rolling_mean_z,2,-0.21447798456218842,-0.5284224362187935,0.09946646709441664
4,1,0,2,5,LT11TRUU,rolling_mean_z,2,0.12299407535662771,0.11630030511864668,0.12968784559460872
4,1,0,3,5,LT11TRUU,rolling_mean_z,2,-0.06814288866651957,-0.15039010515498225,0.014104327821943083
4,1,0,4,5,LT11TRUU,rolling_mean_z,2,0.4973150090607663,0.42978083210529205,0.5648491860162405
4,1,0,5,5,LT11TRUU,rolling_mean_z,2,0.7083344589393034,0.46424380758796774,0.9524251102906389
4,1,0,6,5,LT11TRUU,rolling_mean_z,2,0.4220266626216903,0.3083651184817117,0.5356882067616688
4,1,0,7,5,LT11TRUU,rolling_mean_z,2,-0.10790786037729908,-0.16523569459367318,-0.05058002616092496
4,1,0,8,5,LT11TRUU,rolling_mean_z,2,-0.39620390528045113,-0.4547909636009995,-0.33761684695990274
4,1,0,9,5,LT11TRUU,rolling_mean_z,2,-0.32966385261774656,-0.3838767640501096,-0.27545094118538355
4,1,0,10,5,LT11TRUU,rolling_mean_z,2,-0.31468571327335293,-0.3770504439064254,-0.25232098264028047
4,1,2,-10,5,LT11TRUU,rolling_mean_z,54,0.01827964985157511,-0.6169657732281296,0.3822616909109103
4,1,2,-9,5,LT11TRUU,rolling_mean_z,54,-0.16530196954652432,-0.5155650953656415,0.29027205635330683
4,1,2,-8,5,LT11TRUU,rolling_mean_z,54,-0.12885074547831,-0.4934955360661586,0.4993695325991562
4,1,2,-7,5,LT11TRUU,rolling_mean_z,54,-0.24416916343957118,-0.741297584777167,0.3588666325544022
4,1,2,-6,5,LT11TRUU,rolling_mean_z,54,0.08031300572039096,-0.5805145491599147,0.4810776456121976
4,1,2,-5,5,LT11TRUU,rolling_mean_z,54,0.02888364230778251,-0.5408158524019862,0.543574926150973
4,1,2,-4,5,LT11TRUU,rolling_mean_z,54,0.08588010175989977,-0.5622226621729564,0.546954948746389
4,1,2,-3,5,LT11TRUU,rolling_mean_z,54,-0.029438316201361326,-0.5103956490432396,0.5452317999722552
4,1,2,-2,5,LT11TRUU,rolling_mean_z,54,-0.10101526528076396,-0.4025663007541759,0.4045963500217985
4,1,2,-1,5,LT11TRUU,rolling_mean_z,54,-0.13269469274368517,-0.5153662705070874,0.4635147831066034
4,1,2,0,5,LT11TRUU,rolling_mean_z,54,-0.2765113404310047,-0.4699679278039475,0.4876388659444764
4,1,2,1,5,LT11TRUU,rolling_mean_z,54,-0.17550831228562477,-0.5395566282978119,0.41115757035407696
4,1,2,2,5,LT11TRUU,rolling_mean_z,54,-0.10207566452638511,-0.6585864436187453,0.3575411334973757
4,1,2,3,5,LT11TRUU,rolling_mean_z,54,-0.11069140839705377,-0.5086062253162552,0.24971178520831172
4,1,2,4,5,LT11TRUU,rolling_mean_z,54,-0.09067637263596169,-0.4273531331205617,0.3975049300667093
4,1,2,5,5,LT11TRUU,rolling_mean_z,54,-0.0999548660351436,-0.4772581726175904,0.35455876061906755
4,1,2,6,5,LT11TRUU,rolling_mean_z,54,0.00369916022428869,-0.45498978845955396,0.4716666023073133
4,1,2,7,5,LT11TRUU,rolling_mean_z,54,-0.16569961926363255,-0.48527744191259775,0.3515763877407591
4,1,2,8,5,LT11TRUU,rolling_mean_z,54,-0.07052878696916655,-0.5469131480643059,0.3768271447771036
4,1,2,9,5,LT11TRUU,rolling_mean_z,54,-0.09783406754390156,-0.5058226772965005,0.5816830240404705
4,1,2,10,5,LT11TRUU,rolling_mean_z,54,-0.11016120877424365,-0.6428792797929878,0.5018217058546551
4,1,3,-10,5,LT11TRUU,rolling_mean_z,7,-0.04043995837467671,-0.25026645910189005,0.4941338113239036
4,1,3,-9,5,LT11TRUU,rolling_mean_z,7,-0.09292972103290506,-0.5596379390117556,0.46497283206933193
4,1,3,-8,5,LT11TRUU,rolling_mean_z,7,0.11968032771406234,-0.7559443493573037,0.6391434081625464
4,1,3,-7,5,LT11TRUU,rolling_mean_z,7,-0.0640338415897386,-0.9240176297881993,0.5568299167212327
4,1,3,-6,5,LT11TRUU,rolling_mean_z,7,0.078854956757662,-0.44365677152198146,0.4620567341438747
4,1,3,-5,5,LT11TRUU,rolling_mean_z,7,-0.035668161769382874,-0.15111912963634624,0.9505031366579506
4,1,3,-4,5,LT11TRUU,rolling_mean_z,7,0.2962368021099238,-0.05038120130237156,0.6196585720242643
4,1,3,-3,5,LT11TRUU,rolling_mean_z,7,0.5144139468964015,0.3584027078844426,0.6974653666716896
4,1,3,-2,5,LT11TRUU,rolling_mean_z,7,0.8696476941793657,0.1883411788680087,0.9730366206273922
4,1,3,-1,5,LT11TRUU,rolling_mean_z,7,0.49665225953225295,0.19271532575619432,1.0006070010135328
4,1,3,0,5,LT11TRUU,rolling_mean_z,7,0.5920881916381238,0.15971039923624705,0.6858009749698615
4,1,3,1,5,LT11TRUU,rolling_mean_z,7,-0.12050010141904595,-0.455056063412405,0.6934888695006118
4,1,3,2,5,LT11TRUU,rolling_mean_z,7,-0.6878136978261687,-0.7908049745570872,0.29000695654190173
4,1,3,3,5,LT11TRUU,rolling_mean_z,7,-0.05422514856774661,-0.5716999804306923,0.33189272674392295
4,1,3,4,5,LT11TRUU,rolling_mean_z,7,-0.7116726808526359,-1.3040382094375498,0.2267806515217623
4,1,3,5,5,LT11TRUU,rolling_mean_z,7,-1.0714131249294885,-1.530831098094696,0.03405308863018386
4,1,3,6,5,LT11TRUU,rolling_mean_z,7,-0.43384807849998897,-1.3522863751132954,0.06467211684748403
4,1,3,7,5,LT11TRUU,rolling_mean_z,7,-0.3882509109382951,-1.0344317012384638,-0.004518933929272495
4,1,3,8,5,LT11TRUU,rolling_mean_z,7,-0.7217464736860334,-0.9511903604572317,0.8627550990828305
4,1,3,9,5,LT11TRUU,rolling_mean_z,7,-0.1557583763359373,-0.5873408693035984,1.3852668273624742
4,1,3,10,5,LT11TRUU,rolling_mean_z,7,-0.29917737430614916,-0.4598278600176987,0.9909308578972432
4,2,0,-10,5,LT11TRUU,rolling_mean_z,256,-0.012339378365726027,-0.3894438600896193,0.28033081342561156
4,2,0,-9,5,LT11TRUU,rolling_mean_z,256,-0.0026632352494359024,-0.34325021795226374,0.3170471373052314
4,2,0,-8,5,LT11TRUU,rolling_mean_z,256,-0.05621339715328601,-0.3655848770631507,0.28033081342561195
4,2,0,-7,5,LT11TRUU,rolling_mean_z,256,-0.033414813372439525,-0.3569691331924824,0.2678048473367159
4,2,0,-6,5,LT11TRUU,rolling_mean_z,256,0.024509495419596482,-0.3724111972068353,0.28013198856705823
4,2,0,-5,5,LT11TRUU,rolling_mean_z,256,0.0144357025861984,-0.36094563036355964,0.2996168247053395
4,2,0,-4,5,LT11TRUU,rolling_mean_z,256,-0.0190994235565584,-0.38864856065540393,0.23864386808214422
4,2,0,-3,5,LT11TRUU,rolling_mean_z,256,0.0036991602242883114,-0.4034278751412436,0.28596418441797244
4,2,0,-2,5,LT11TRUU,rolling_mean_z,256,-0.051706700359397714,-0.45240506529835406,0.30273174748935094
4,2,0,-1,5,LT11TRUU,rolling_mean_z,256,-0.08882067395612558,-0.40654279792525433,0.287753608144957
4,2,0,0,5,LT11TRUU,rolling_mean_z,256,-0.04746510337691507,-0.4107181199548863,0.24984433511401422
4,2,0,1,5,LT11TRUU,rolling_mean_z,256,-0.016713525253912034,-0.43782457567106814,0.3385202220290523
4,2,0,2,5,LT11TRUU,rolling_mean_z,256,-0.05250199979361355,-0.38811836103259295,0.25329063266228175
4,2,0,3,5,LT11TRUU,rolling_mean_z,256,0.024642045325299303,-0.2830062858104325,0.2662142484682846
4,2,0,4,5,LT11TRUU,rolling_mean_z,256,0.06891371382996711,-0.24900723499771615,0.26429227483559786
4,2,0,5,5,LT11TRUU,rolling_mean_z,256,0.020400448342815798,-0.3008342481274323,0.2763543162545335
4,2,0,6,5,LT11TRUU,rolling_mean_z,256,0.001976011450154647,-0.28844083194423875,0.26349697540138156
4,2,0,7,5,LT11TRUU,rolling_mean_z,256,0.024774595231001707,-0.2647806737763255,0.28212023715259693
4,2,0,8,5,LT11TRUU,rolling_mean_z,256,0.021195747777031655,-0.31839711063302667,0.27575784167887185
4,2,0,9,5,LT11TRUU,rolling_mean_z,256,0.041740983160933984,-0.31090804096082947,0.29636935201562603
4,2,0,10,5,LT11TRUU,rolling_mean_z,256,0.017616900323061145,-0.3239642066725358,0.23910779275210417
4,2,1,-10,5,LT11TRUU,rolling_mean_z,51,-0.09611091876976795,-0.42576253425213073,0.39737238016100673
4,2,1,-9,5,LT11TRUU,rolling_mean_z,51,-0.018966873650855788,-0.5663979842025879,0.5125582482165645
4,2,1,-8,5,LT11TRUU,rolling_mean_z,51,0.07938515638047275,-0.4863378411582186,0.5602762142695001
