DATE,HARD_STATE,POSTERIOR_STATE_0,POSTERIOR_STATE_1,MAX_POSTERIOR,POSTERIOR_ENTROPY,NORMALIZED_POSTERIOR_ENTROPY
2000-03-03,0,0.9762111151117153,0.023788884888284702,0.9762111151117153,0.1124392808322108,0.162215592857752
2000-03-06,0,0.9823080491212695,0.017691950878730458,0.9823080491212695,0.0889152670370654,0.12827761481369218
2000-03-07,0,0.8637934269998371,0.13620657300016295,0.8637934269998371,0.39801709728837475,0.5742172924469584
2000-03-08,0,0.9581180746141812,0.04188192538581871,0.9581180746141812,0.17387956995999984,0.25085519329319733
2000-03-09,0,0.8236190978865113,0.1763809021134887,0.8236190978865113,0.46586107274196525,0.6720954593880459
2000-03-10,0,0.9482329728910718,0.05176702710892818,0.9482329728910718,0.20368564007203602,0.2938562628322207
2000-03-13,0,0.9828121967567347,0.017187803243265267,0.9828121967567347,0.08688282761768382,0.12534542454244313
2000-03-14,1,0.9579217063632822,0.04207829363671773,0.9579217063632822,0.1744937457399117,0.2517412616451103
2000-03-15,1,0.847562768307219,0.15243723169278087,0.847562768307219,0.42691352100197566,0.6159060196379966
2000-03-16,1,0.0008960072372428269,0.9991039927627572,0.9991039927627572,0.007183392103311974,0.010363444164209125
2000-03-17,0,0.21392890366390768,0.7860710963360923,0.7860710963360923,0.5191158629248211,0.7489258810884344
2000-03-20,0,0.6148881483550833,0.3851118516449167,0.6148881483550833,0.6665112631162924,0.9615724939945142
2000-03-21,0,0.30710278426610294,0.6928972157338971,0.6928972157338971,0.6167628913324446,0.8898007647296564
2000-03-22,0,0.7193417729892619,0.28065822701073806,0.7193417729892619,0.5935739135423286,0.8563461414685718
2000-03-23,0,0.7343799759592575,0.2656200240407424,0.7343799759592575,0.5788535835520159,0.8351091943912986
2000-03-24,0,0.8356149886658426,0.1643850113341574,0.8356149886658426,0.4468702159331277,0.6446974444477036
2000-03-27,0,0.96303216142655,0.03696783857344998,0.96303216142655,0.15818504768683583,0.22821278384058225
2000-03-28,0,0.9835256621613037,0.01647433783869629,0.9835256621613037,0.08398071490504483,0.12115856092381803
2000-03-29,0,0.994334447695017,0.005665552304982916,0.994334447695017,0.034959362755719155,0.05043569928031435
2000-03-30,0,0.9690658685419381,0.030934131458061828,0.9690658685419381,0.13797445666040944,0.1990550643933219
2000-03-31,0,0.9871011360697123,0.012898863930287673,0.9871011360697123,0.0689333178719296,0.0994497558458554
2000-04-03,0,0.9943909451423942,0.005609054857605787,0.9943909451423942,0.03466711839000779,0.05001407978317482
2000-04-04,0,0.99018758258648,0.009812417413519998,0.99018758258648,0.05513778165142559,0.07954700415413019
2000-04-05,0,0.9939664133671876,0.0060335866328124375,0.9939664133671876,0.03684947129839741,0.053162549501578144
2000-04-06,0,0.9942969483574805,0.005703051642519569,0.9942969483574805,0.035153022393429066,0.0507150910792588
2000-04-07,0,0.9869059397021112,0.013094060297888928,0.9869059397021112,0.06977851928477913,0.10066912373272575
2000-04-10,0,0.9930784493702117,0.0069215506297882175,0.9930784493702117,0.04131921164965208,0.05961102174039454
2000-04-11,0,0.9864104917159489,0.0135895082840511,0.9864104917159489,0.07191066996325908,0.10374516694299682
2000-04-12,1,0.9024739196943127,0.09752608030568737,0.9024739196943127,0.3196129622799502,0.46110403568511543
2000-04-13,1,0.8829273521440401,0.11707264785595992,0.8829273521440401,0.3610515832452874,0.520887328653085
2000-04-14,1,1.0174070863359418e-06,0.9999989825929136,0.9999989825929136,1.5055847193661557e-05,2.1720996082677544e-05
2000-04-17,1,0.0002442057717821757,0.9997557942282178,0.9997557942282178,0.002275357301899188,0.0032826466957004505
2000-04-18,1,0.007632740541016943,0.9923672594589831,0.9923672594589831,0.04481550023297714,0.06465509994107431
2000-04-19,1,0.09926834324541355,0.9007316567545864,0.9007316567545864,0.32347237870788254,0.46667199662641884
2000-04-20,1,0.462133954193475,0.537866045806525,0.537866045806525,0.6902767582154969,0.9958588559184075
2000-04-24,1,0.8005043183472602,0.19949568165273984,0.8005043183472602,0.49970249455233356,0.720918310810496
2000-04-25,1,0.07303093973892526,0.9269690602610747,0.9269690602610747,0.26140941059141487,0.37713406030194113
2000-04-26,0,0.29104898942397006,0.7089510105760299,0.7089510105760299,0.6030882607704116,0.8700724430318227
2000-04-27,0,0.6012096028261802,0.3987903971738199,0.6012096028261802,0.6725181660345103,0.9702386230457286
2000-04-28,0,0.8433400638402033,0.1566599361597967,0.8433400638402033,0.43408955231889895,0.6262588444321857
2000-05-01,0,0.9411324210026075,0.058867578997392506,0.9411324210026075,0.2238401899303336,0.322933131964136
2000-05-02,0,0.9371442567770812,0.06285574322291881,0.9371442567770812,0.23475395119872433,0.3386783612234893
2000-05-03,0,0.6755310173638543,0.3244689826361457,0.6755310173638543,0.6301922715580589,0.9091752649833625
2000-05-04,0,0.8029623695780479,0.1970376304219521,0.8029623695780479,0.4962681810704425,0.7159636437813136
2000-05-05,0,0.8543948899554402,0.14560511004455973,0.8543948899554402,0.4150093430845141,0.5987319211906149
2000-05-08,0,0.9374224735574408,0.0625775264425592,0.9374224735574408,0.23400155293628883,0.33759287998150017
2000-05-09,0,0.9742379444439577,0.02576205555604224,0.9742379444439577,0.11968689043053055,0.17267168328354715
2000-05-10,0,0.9238065673778307,0.07619343262216928,0.9238065673778307,0.26937251530082434,0.38862239197628573
2000-05-11,0,0.9266483450025302,0.07335165499746978,0.9266483450025302,0.2622236012625194,0.3783086891454817
2000-05-12,0,0.9557350060103093,0.04426499398969071,0.9557350060103093,0.18126933919511937,0.2615163767220181
2000-05-15,0,0.8828349478412842,0.11716505215871575,0.8828349478412842,0.36123824006509453,0.5211566175213688
2000-05-16,0,0.9551805573419171,0.04481944265808292,0.9551805573419171,0.18296914549771165,0.26396867884523983
2000-05-17,0,0.9663984161344967,0.03360158386550319,0.9663984161344967,0.1470469111922677,0.21214384955512444
2000-05-18,0,0.9728735927190232,0.0271264072809768,0.9728735927190232,0.12460678084570029,0.17976958478722968
2000-05-19,0,0.9326087916717337,0.06739120832826626,0.9326087916717337,0.24683792945728011,0.3561118567313178
2000-05-22,0,0.9741784702662595,0.025821529733740516,0.9741784702662595,0.1199028750070315,0.17298328316097358
2000-05-23,0,0.9553998740865937,0.0446001259134063,0.9553998740865937,0.18229763626472967,0.26299989580490557
2000-05-24,0,0.9463434491350254,0.05365655086497463,0.9463434491350254,0.2091441296237189,0.3017311986391778
2000-05-25,0,0.9251741245565862,0.07482587544341383,0.9251741245565862,0.26594679049163944,0.38368011578262434
2000-05-26,0,0.9794612738802364,0.020538726119763654,0.9794612738802364,0.10012839906369199,0.14445474478133957
2000-05-30,0,0.4912906707869671,0.508709329213033,0.508709329213033,0.6929954680568802,0.9997811251241872
2000-05-31,0,0.7220404692848982,0.27795953071510177,0.7220404692848982,0.5910158309671919,0.8526556084232376
2000-06-01,0,0.5915400939695415,0.4084599060304584,0.5915400939695415,0.6762931013466211,0.9756847035001874
2000-06-02,0,0.5804631923535676,0.4195368076464325,0.5804631923535676,0.6801420536124662,0.9812375678467404
2000-06-05,0,0.8517419417974438,0.14825805820255625,0.8517419417974438,0.4196755761058606,0.6054638724301439
2000-06-06,0,0.9596121555685626,0.040387844431437274,0.9596121555685626,0.1691747856156496,0.24406762425115125
2000-06-07,0,0.9842789367030375,0.015721063296962514,0.9842789367030375,0.08088254086441064,0.11668884059958418
2000-06-08,0,0.9930757129488019,0.006924287051198144,0.9930757129488019,0.041332800638507396,0.0596306265072268
2000-06-09,0,0.9957742818393432,0.004225718160656727,0.9957742818393432,0.027316944660625307,0.03941002059412238
2000-06-12,0,0.9952695434972388,0.004730456502761206,0.9952695434972388,0.030044853984307528,0.043345561847393486
2000-06-13,0,0.976247400248518,0.02375259975148205,0.976247400248518,0.11230447276650314,0.16202110592988372
2000-06-14,0,0.9913369965115304,0.008663003488469536,0.9913369965115304,0.0497633217434321,0.07179329749741142
2000-06-15,0,0.9948916749475755,0.005108325052424567,0.9948916749475755,0.032051292524767065,0.04624024077956295
2000-06-16,0,0.9923113947976374,0.00768860520236258,0.9923113947976374,0.04508722413049326,0.06504711466051183
2000-06-19,0,0.9880940729968306,0.011905927003169349,0.9880940729968306,0.06458658470408438,0.09317874546053752
2000-06-20,0,0.9937089481138932,0.006291051886106776,0.9937089481138932,0.03815821698115458,0.05505067040787675
2000-06-21,0,0.993039664517438,0.006960335482562015,0.993039664517438,0.041511714595433596,0.059888744785630055
2000-06-22,0,0.9791672011109968,0.020832798889003152,0.9791672011109968,0.10126275987023484,0.14609128149151773
2000-06-23,0,0.987008007968308,0.012991992031692018,0.987008007968308,0.06933693364884999,0.10003205032564298
2000-06-26,0,0.9902265747052478,0.009773425294752365,0.9902265747052478,0.05495778409061238,0.07928732256577285
2000-06-27,0,0.9949225849759067,0.005077415024093385,0.9949225849759067,0.0318882480167398,0.04600501727638783
2000-06-28,0,0.9957374005190432,0.0042625994809567785,0.9957374005190432,0.02751824149028751,0.03970043053202271
2000-06-29,0,0.9870865249132663,0.012913475086733784,0.9870865249132663,0.06899668732973907,0.09954117864838094
2000-06-30,0,0.9927970564214195,0.0072029435785806,0.9927970564214195,0.04271097296982113,0.06161890889510351
2000-07-03,0,0.9931237399475454,0.006876260052454536,0.9931237399475454,0.041094141415964715,0.05928631403040206
2000-07-05,0,0.986619183848086,0.013380816151914025,0.986619183848086,0.07101483845962414,0.10245275527523058
2000-07-06,0,0.9909266920021184,0.009073307997881551,0.9909266920021184,0.05169851061770428,0.07458518488950738
2000-07-07,0,0.9856481795246114,0.014351820475388691,0.9856481795246114,0.07515571894741255,0.1084267830198768
2000-07-10,0,0.9945049522953385,0.005495047704661417,0.9945049522953385,0.03407564496341594,0.04916076400381316
2000-07-11,0,0.9961104909883182,0.0038895090116817972,0.9961104909883182,0.025466657750728983,0.03674062084499319
2000-07-12,0,0.9953840778368972,0.004615922163102811,0.9953840778368972,0.029430806253477385,0.04245967823125572
2000-07-13,0,0.9928860538139557,0.007113946186044255,0.9928860538139557,0.04227201248627931,0.060985622782351506
2000-07-14,0,0.9871435127500513,0.012856487249948707,0.9871435127500513,0.06874943277765543,0.09918446573225263
2000-07-17,0,0.9931562238273879,0.0068437761726120655,0.9931562238273879,0.04093252883593126,0.05905315636264252
2000-07-18,0,0.9927408575607494,0.007259142439250639,0.9927408575607494,0.042987590348257484,0.06201798341519734
2000-07-19,0,0.994525170365874,0.0054748296341261445,0.994525170365874,0.03397050594420165,0.04900908046218878
2000-07-20,0,0.9593895620466126,0.04061043795338737,0.9593895620466126,0.16987932387297539,0.2450840581011117
2000-07-21,0,0.9824006219427487,0.017599378057251355,0.9824006219427487,0.08854317399649642,0.127740798029314
2000-07-24,0,0.9890456477717073,0.010954352228292667,0.9890456477717073,0.0603422809548764,0.08705550948952873
2000-07-25,0,0.9942221537407089,0.005777846259291172,0.9942221537407089,0.03553854884781396,0.05127128818313139
2000-07-26,0,0.98844048935284,0.011559510647159965,0.98844048935284,0.06305071034565707,0.09096294714020592
2000-07-27,0,0.9940943717592556,0.005905628240744309,0.9940943717592556,0.03619495059047205,0.05221827572209509
2000-07-28,0,0.969090234955598,0.03090976504440203,0.969090234955598,0.13789051731485455,0.1989339655157544
2000-07-31,0,0.988954626896599,0.011045373103401038,0.988954626896599,0.06075176699083079,0.08764627296291341
2000-08-01,0,0.9939324464036728,0.006067553596327073,0.9939324464036728,0.037022754956423265,0.053412544975679134
2000-08-02,0,0.9961938494289337,0.0038061505710662905,0.9961938494289337,0.02500348405405482,0.036072402449731165
2000-08-03,0,0.9944096862766564,0.005590313723343653,0.9944096862766564,0.03457004999500984,0.049874039691084227
2000-08-04,0,0.9950693398861449,0.004930660113855107,0.9950693398861449,0.031111543337150414,0.04488446928690897
2000-08-07,0,0.9924756230030729,0.007524376996927043,0.9924756230030729,0.044287246016494926,0.06389299020262673
2000-08-08,0,0.9955969128859575,0.0044030871140425575,0.9955969128859575,0.028282105464153506,0.04080245329903292
2000-08-09,0,0.9956224881085659,0.004377511891434045,0.9956224881085659,0.028143386498170154,0.04060232413473149
2000-08-10,0,0.994585948027633,0.005414051972366984,0.994585948027633,0.03365399374410028,0.048552449880721674
2000-08-11,0,0.9940738370224306,0.005926162977569479,0.9940738370224306,0.03630017426626485,0.05237008139734546
2000-08-14,0,0.9907615790627611,0.009238420937238919,0.9907615790627611,0.05247192871725823,0.07570099134626765
2000-08-15,0,0.9946892685314652,0.005310731468534853,0.9946892685314652,0.03311435242283016,0.0477739120226665
2000-08-16,0,0.9958547412921371,0.0041452587078629624,0.9958547412921371,0.02687667431679623,0.03877484475242969
2000-08-17,0,0.9937590955430871,0.006240904456912921,0.9937590955430871,0.03790415317774665,0.054684133818630735
2000-08-18,0,0.9957603363193138,0.004239663680686237,0.9957603363193138,0.027393096628760216,0.039519884660904545
2000-08-21,0,0.9957682005269002,0.004231799473099856,0.9957682005269002,0.0273501584120882,0.03945793790864721
2000-08-22,0,0.9965243766302109,0.0034756233697891526,0.9965243766302109,0.023148491355300702,0.03339621368235336
2000-08-23,0,0.9957999769858488,0.004200023014151178,0.9957999769858488,0.02717651064345931,0.03920741713398488
2000-08-24,0,0.9964613394896477,0.0035386605103522755,0.9964613394896477,0.023504616780572956,0.033909994067328114
2000-08-25,0,0.9966243383904783,0.003375661609521824,0.9966243383904783,0.02258140127257435,0.032578075632266744
2000-08-28,0,0.9946939215798913,0.005306078420108763,0.9946939215798913,0.0330900023626456,0.04773878231159289
2000-08-29,0,0.9956079215875103,0.004392078412489555,0.9956079215875103,0.028222413056124718,0.04071633535799107
2000-08-30,0,0.9960880082539484,0.003911991746051628,0.9960880082539484,0.025591272338151505,0.036920401692290085
2000-08-31,0,0.9909032622884336,0.009096737711566475,0.9909032622884336,0.05180844287637569,0.07474378361392635
2000-09-01,0,0.9956040129991504,0.004395987000849645,0.9956040129991504,0.02824360973799689,0.04074691570581135
2000-09-05,0,0.9947418074781907,0.005258192521809236,0.9947418074781907,0.032839169701298514,0.04737690727497447
2000-09-06,0,0.9921101146176584,0.007889885382341708,0.9921101146176584,0.04606287332128744,0.06645467890971793
2000-09-07,0,0.9945348710000211,0.0054651289999789405,0.9945348710000211,0.03392003358760745,0.04893626424362835
2000-09-08,0,0.9955189414603702,0.00448105853962976,0.9955189414603702,0.028704102026059608,0.041411265646167046
2000-09-11,0,0.9955791426050111,0.0044208573949888145,0.9955791426050111,0.028378402837103217,0.0409413810414381
2000-09-12,0,0.9958170777818411,0.0041829222181589175,0.9958170777818411,0.027082960678118606,0.03907245306291251
2000-09-13,0,0.9963208286585392,0.003679171341460819,0.9963208286585392,0.02429439943812433,0.03504940959075759
2000-09-14,0,0.9917283760143975,0.008271623985602598,0.9917283760143975,0.04789913121761875,0.0691038390705483
2000-09-15,0,0.9837378607264518,0.016262139273548148,0.9837378607264518,0.0831115674454747,0.11990464619409497
2000-09-18,0,0.9791513348249171,0.020848665175082867,0.9791513348249171,0.10132384166031418,0.1461794038871538
2000-09-19,0,0.9886129785086698,0.011387021491330087,0.9886129785086698,0.062282063226934976,0.08985402375383196
2000-09-20,0,0.992603063295965,0.0073969367040349196,0.992603063295965,0.04366398201513699,0.06299381031870303
2000-09-21,0,0.9949773948590084,0.00502260514099168,0.9949773948590084,0.03159867056985298,0.045587245329810934
2000-09-22,0,0.9963993084974389,0.0036006915025611455,0.9963993084974389,0.0238539577715276,0.03441398658255762
2000-09-25,0,0.9956926825660097,0.004307317433990318,0.9956926825660097,0.027761880764100185,0.04005192770411804
2000-09-26,0,0.9942193972129029,0.0057806027870972165,0.9942193972129029,0.03555273859786096,0.05129175966515565
2000-09-27,0,0.9949520546611678,0.005047945338832192,0.9949520546611678,0.031732624941067995,0.045780500636868234
2000-09-28,0,0.9658023061023568,0.03419769389764307,0.9658023061023568,0.1490438060187434,0.21502475981845776
2000-09-29,0,0.9731511764726517,0.026848823527348298,0.9731511764726517,0.12361163666481262,0.17833389521249354
2000-10-02,0,0.9889710244544266,0.011028975545573277,0.9889710244544266,0.06067805360981797,0.08753992703367905
2000-10-03,0,0.9938001681846029,0.00619983181539711,0.9938001681846029,0.03769576340075806,0.05438349092079734
2000-10-04,0,0.9955467529335136,0.004453247066486374,0.9955467529335136,0.028553738504307154,0.04119433693900418
2000-10-05,0,0.9957690996620506,0.004230900337949268,0.9957690996620506,0.02734524824052945,0.03945085402848949
2000-10-06,0,0.9711002391055296,0.028899760894470477,0.9711002391055296,0.13089657801794763,0.18884384397582835
2000-10-10,0,0.9722020003748291,0.027797999625171012,0.9722020003748291,0.12700243347819618,0.18322578095982409
2000-10-11,0,0.9722111748663256,0.0277888251336744,0.9722111748663256,0.12696982027750603,0.1831787300569209
2000-10-12,0,0.82603292143367,0.17396707856633004,0.82603292143367,0.4621210937873082,0.6666998102971331
2000-10-13,0,0.13275886873445578,0.8672411312655443,0.8672411312655443,0.3915977534756853,0.56495613696263
2000-10-16,0,0.5374168342863017,0.4625831657136983,0.5374168342863017,0.690344522306104,0.9959566188358766
2000-10-17,0,0.4678131376169563,0.5321868623830436,0.5321868623830436,0.6910737589173874,0.9970086848786099
2000-10-18,0,0.8128557715585765,0.1871442284414235,0.8128557715585765,0.48205546852993525,0.6954590338815434
2000-10-19,0,0.08355162039027964,0.9164483796097204,0.9164483796097204,0.2873591009194351,0.4145715498507802
2000-10-20,0,0.40343372767483354,0.5965662723251666,0.5965662723251666,0.6743793834552809,0.9729237921886905
2000-10-23,0,0.7551101034514393,0.24488989654856078,0.7551101034514393,0.5566511669640105,0.8030778780840324
2000-10-24,0,0.9346565552351495,0.06534344476485052,0.9346565552351495,0.24142381116203168,0.3483009351159767
2000-10-25,0,0.7603864650157244,0.23961353498427576,0.7603864650157244,0.5506340482148506,0.7943970107041795
2000-10-26,0,0.9448902438559424,0.05510975614405749,0.9448902438559424,0.21329421170020219,0.3077185014702024
2000-10-27,0,0.9771427782209356,0.02285722177906434,0.9771427782209356,0.10895972398184514,0.15719565344523825
2000-10-30,0,0.9834066634907067,0.01659333650929329,0.9834066634907067,0.08446690496172124,0.12185998490751461
2000-10-31,0,0.9320386957952144,0.06796130420478563,0.9320386957952144,0.24833326110342754,0.358269164281699
2000-11-01,0,0.9817325590474711,0.01826744095252899,0.9817325590474711,0.09121746417188445,0.1315989832032444
2000-11-02,0,0.9932184322607818,0.006781567739218227,0.9932184322607818,0.04062259781310848,0.05860602041299846
2000-11-03,0,0.990732644373273,0.009267355626727024,0.990732644373273,0.05260715568228262,0.0758960826181028
2000-11-06,0,0.9949987780790663,0.005001221920933651,0.9949987780790663,0.03148553379709307,0.04542402346880803
2000-11-07,0,0.9963903028334019,0.0036096971665981075,0.9963903028334019,0.023904585526816402,0.034487026994044115
2000-11-08,0,0.9882086962781094,0.011791303721890667,0.9882086962781094,0.06407953385650017,0.09244722571724923
2000-11-09,0,0.9934972077666332,0.006502792233366937,0.9934972077666332,0.03922656698730462,0.0565919736636831
2000-11-13,0,0.345397522512964,0.6546024774870359,0.6546024774870359,0.6445508742123525,0.929890349826807
2000-11-14,0,0.1970172784445434,0.8029827215554566,0.8029827215554566,0.49623958700127674,0.7159223912595293
2000-11-15,0,0.5613363136114802,0.4386636863885199,0.5613363136114802,0.6856039076738696,0.9891173576151864
2000-11-16,0,0.7600561819607495,0.23994381803925055,0.7600561819607495,0.5510151596390795,0.7949468382659406
2000-11-17,0,0.9336228890055135,0.06637711099448639,0.9336228890055135,0.2441651981336354,0.352255920505067
2000-11-20,0,0.9216270753025164,0.07837292469748366,0.9216270753025164,0.2747773918679102,0.39641998059623745
2000-11-21,0,0.9812538564141401,0.018746143585859933,0.9812538564141401,0.09311837564522758,0.13434141875900546
2000-11-22,0,0.910849970068634,0.08915002993136595,0.910849970068634,0.30056687953022015,0.4336263465537191
2000-11-24,0,0.9419290964072814,0.05807090359271857,0.9419290964072814,0.22162621790915027,0.31973904550850785
2000-11-27,0,0.9831172768819131,0.01688272311808687,0.9831172768819131,0.08564563584867607,0.123560534112667
2000-11-28,0,0.9904194015716905,0.00958059842830955,0.9904194015716905,0.054065324560986734,0.07799977562818784
2000-11-29,0,0.9950096392330756,0.004990360766924361,0.9950096392330756,0.031428033204072094,0.04534106764840849
2000-11-30,0,0.9528077820075682,0.047192217992431756,0.9528077820075682,0.1901634003696094,0.27434779467181797
2000-12-01,0,0.9837999658689904,0.016200034131009535,0.9837999658689904,0.08285665916721814,0.11953689128517268
2000-12-04,0,0.9923630214833944,0.007636978516605631,0.9923630214833944,0.04483612801379798,0.06468485953816908
2000-12-05,0,0.12289069930140453,0.8771093006985955,0.8771093006985955,0.37264521373565274,0.537613401867434
2000-12-06,0,0.1065045666438479,0.8934954333561521,0.8934954333561521,0.33914430124713074,0.48928180155498824
2000-12-07,0,0.45260358992396027,0.5473964100760397,0.5473964100760397,0.6886475883472789,0.9935084606287636
2000-12-08,0,0.4076891371010765,0.5923108628989235,0.5923108628989235,0.6760064284761435,0.9752711219715919
2000-12-11,0,0.7635230189980755,0.2364769810019245,0.7635230189980755,0.5469848782038738,0.7891323712259823
2000-12-12,0,0.9337584283540495,0.06624157164595056,0.9337584283540495,0.24380672168927287,0.35173874831650964
2000-12-13,0,0.9704931758716382,0.029506824128361787,0.9704931758716382,0.1330236387223835,0.1919125439057878
2000-12-14,0,0.9756437785182515,0.024356221481748486,0.9756437785182515,0.1145397532607114,0.16524593401387383
2000-12-15,0,0.931680477323077,0.06831952267692298,0.931680477323077,0.249270221928207,0.3596209130171156
2000-12-18,0,0.9785897245371304,0.021410275462869607,0.9785897245371304,0.10347804396403172,0.1492872608677987
2000-12-19,0,0.9838818420630979,0.016118157936902213,0.9838818420630979,0.08252023134651382,0.11905152853662547
2000-12-20,0,0.49265804021725884,0.5073419597827411,0.5073419597827411,0.6930393679384663,0.999844459265647
2000-12-21,0,0.8053242872942904,0.19467571270570969,0.8053242872942904,0.4929322082554456,0.7111508523445771
2000-12-22,0,0.5879516935816754,0.41204830641832446,0.5879516935816754,0.6775953916364199,0.977563511243078
2000-12-26,0,0.8598649355661344,0.14013506443386564,0.8598649355661344,0.4052085904384901,0.5845924239512167
2000-12-27,0,0.9332522417346611,0.06674775826533878,0.9332522417346611,0.24514397935073318,0.35366800331308923
2000-12-28,0,0.9838543532543221,0.01614564674567792,0.9838543532543221,0.08263322940413807,0.11921455027399007
2000-12-29,0,0.9898377690228901,0.010162230977109934,0.9898377690228901,0.05674568295954465,0.08186671539759242
2001-01-02,1,0.3002417647964532,0.6997582352035469,0.6997582352035469,0.6110690097038133,0.8815862299406213
2001-01-03,1,1.5011733812821499e-06,0.9999984988266186,0.9999984988266186,2.1630801685622416e-05,3.120665032230009e-05
2001-01-04,1,0.12511421637348077,0.8748857836265191,0.8748857836265191,0.37699235643632034,0.5438850030837239
2001-01-05,1,0.030154264552693395,0.9698457354473067,0.9698457354473067,0.13527799877406635,0.1951648979727288
2001-01-08,0,0.3349633369083641,0.665036663091636,0.665036663091636,0.6376380274802225,0.9199172201279375
2001-01-09,0,0.7284522071750816,0.2715477928249185,0.7284522071750816,0.5847922398290237,0.8436768643516819
