DATE,SPXT,DBLCIX,IBOXIG,JPEICORE,LT11TRUU,LBUTTRUU
2006-04-25,-0.00488,0.00417,-0.00485,-0.00371,-0.01111,-0.0072
2006-04-26,0.00292,-0.00435,-0.00157,-0.00051,-0.00291,-0.00138
2006-04-27,0.00357,-0.01528,0.0025,0.00257,3e-05,0.0043
2006-04-28,0.0007,0.01342,0.00128,0.00147,0.0019,0.00467
2006-05-01,-0.00414,0.01506,-0.00364,-0.00097,-0.00727,-0.00225
2006-05-02,0.00613,0.00819,0.00179,0.00051,0.00339,0.0
2006-05-03,-0.0039,-0.01933,-0.00093,-0.00093,-0.0044,-0.00341
2006-05-04,0.0034,-0.01068,-0.00036,-0.00025,0.00061,-0.00143
2006-05-05,0.01026,0.01072,0.00243,0.00177,0.00533,0.00446
2006-05-08,-0.00074,-0.00449,-0.00014,0.00013,0.0014,0.0
2006-05-09,0.00038,0.01901,-0.00029,-0.00126,-0.00114,0.00186
2006-05-10,-0.0013,0.01718,0.0005,0.00126,0.00107,0.00088
2006-05-11,-0.01271,0.01954,-0.00164,-0.004,-0.00462,0.0012
2006-05-15,-0.00864,-0.04236,-0.00086,-0.01391,-0.00367,-0.00389
2006-05-17,-0.01857,0.00043,-0.00072,-0.00064,-0.0002,0.00137
2006-05-18,-0.00667,-0.00063,0.00578,0.00338,0.01226,0.00459
2006-05-19,0.00413,-0.02114,0.00121,0.00056,0.00564,-0.00071
2006-05-22,-0.00392,0.00955,0.00014,-0.00595,0.00093,0.00191
2006-05-23,-0.00435,0.02061,-0.00164,0.00069,-0.00272,-0.00076
2006-05-24,0.00162,-0.0309,0.00242,-0.00538,0.00298,0.00033
2006-05-25,0.01143,0.01535,0.0,0.00568,-0.00474,-0.00191
2006-05-26,0.00583,0.00297,-0.00064,0.00287,0.00173,0.00115
2006-05-30,-0.0159,0.00047,-0.00199,-0.00489,-0.00306,0.00011
2006-06-02,0.02267,-0.00553,0.00554,0.0051,0.01249,0.00685
2006-06-05,-0.01792,-0.002,-0.00163,0.00098,-0.00066,-0.00152
2006-06-06,-0.00109,-0.01149,0.00071,-0.00205,0.00328,-0.00261
2006-06-07,-0.00591,-0.00608,-0.00078,0.00192,-0.00161,-0.00387
2006-06-08,0.00147,-0.01577,0.0017,-0.00205,0.00498,0.00289
2006-06-09,-0.00448,0.00394,0.0012,0.00257,0.00345,0.00125
2006-06-12,-0.01275,-0.00928,-0.00042,-0.00209,0.00055,0.00087
2006-06-13,-0.01007,-0.02557,0.00149,-0.00369,0.00286,0.00103
2006-06-14,0.00521,6e-05,-0.00567,-0.00069,-0.00955,-0.00332
2006-06-15,0.02103,0.00249,-0.00256,0.0018,-0.00601,-0.00142
2006-06-16,-0.00368,0.00437,-0.00157,-0.00082,-0.00426,-0.00175
2006-06-19,-0.00915,-0.01202,-0.001,-0.00236,-0.00109,-0.00153
2006-06-20,1e-05,0.00318,-0.00107,-0.00172,-0.00126,-0.00071
2006-06-21,0.00972,0.01183,7e-05,-0.00129,0.00053,-0.00016
2006-06-22,-0.00506,0.00213,-0.00251,-0.00402,-0.00475,-0.00148
2006-06-23,-0.00087,-0.00366,0.0,-0.00478,-0.0035,-0.00203
2006-06-26,0.00485,0.01058,-0.00323,-0.00428,-0.00157,-0.00027
2006-06-27,-0.00912,-0.00153,0.0005,-0.0014,0.00451,0.00165
2006-06-28,0.00566,-0.00025,-0.00029,0.00293,-0.00508,-0.00297
2006-06-29,0.02138,0.01638,0.00395,0.0054,0.00418,0.00653
2006-06-30,-0.00209,0.01181,0.00357,0.00775,0.00942,0.00486
2006-07-03,0.00794,0.00306,-7e-05,0.004,-0.00136,-0.00103
2006-07-05,-0.00716,0.00555,-0.00386,-0.00404,-0.00824,-0.00486
2006-07-06,0.00275,0.01268,0.00272,0.00524,0.00545,0.00333
2006-07-07,-0.00678,-0.01086,0.00342,0.00321,0.00704,0.00349
2006-07-10,0.00148,-0.00158,0.00078,0.00286,0.00112,0.00011
2006-07-11,0.00415,0.01528,0.00164,0.00281,0.00348,0.00125
2006-07-12,-0.01088,0.00999,0.0005,-0.00149,0.00131,-0.00071
2006-07-13,-0.01303,0.00257,0.00192,-0.00286,0.00262,0.00369
2006-07-17,-0.0063,-0.0129,0.00064,0.00043,0.00173,0.00184
2006-07-19,0.02043,-0.01276,0.00149,0.00718,0.00059,0.00086
2006-07-20,-0.00852,-0.00847,0.00212,0.00338,0.00348,0.00307
2006-07-21,-0.00709,-0.00492,-0.00071,0.00114,-0.00247,-0.00264
2006-07-24,0.01652,0.00492,-0.00141,0.0016,7e-05,0.00022
2006-07-25,0.0063,-0.0066,-0.00134,0.00063,-0.00326,0.0014
2006-07-26,-0.00037,-0.00132,0.00276,0.00466,0.00336,0.00291
2006-07-27,-0.00395,0.01153,7e-05,0.0023,-0.00104,-0.00016
2006-07-28,0.01212,-0.00726,0.0031,0.002,0.00649,0.00327
2006-07-31,-0.00146,0.01392,0.00218,0.0005,0.00042,0.00011
2006-08-01,-0.00451,0.00471,0.00014,-0.00063,0.00026,0.00118
2006-08-02,0.00614,0.01004,0.00175,0.00346,0.00268,0.00235
2006-08-03,0.00165,-0.00748,0.00042,0.0012,0.00229,0.00155
2006-08-04,-0.0007,-0.00042,0.00322,0.00542,0.00613,0.00479
2006-08-07,-0.00277,0.00988,-0.0007,0.0005,-0.00112,0.00027
2006-08-08,-0.00329,-0.00836,0.00014,0.00087,-0.00199,0.00175
2006-08-09,-0.00408,0.00193,-0.00028,0.00222,-0.00247,0.00064
2006-08-10,0.0048,-0.01549,-0.00042,-0.0014,-0.00187,-0.00297
2006-08-11,-0.00385,-0.00628,-0.00217,-0.00021,-0.00368,-0.00154
2006-08-15,0.01492,-0.01418,0.00301,0.00235,0.00632,0.00112
2006-08-16,0.00787,-0.00531,0.00418,0.00586,0.00644,0.00276
2006-08-17,0.00163,-0.01788,0.00028,0.00086,0.00035,-0.0009
2006-08-18,0.00371,0.00257,0.00208,-0.00053,0.00335,0.00238
2006-08-21,-0.00368,0.01221,0.0009,0.00049,0.002,0.00222
2006-08-22,0.001,-0.00328,0.00062,8e-05,0.00162,0.00184
2006-08-23,-0.00441,-0.00263,0.00035,-0.00196,0.00019,-0.00242
2006-08-28,0.0069,-0.00467,0.00187,-0.00102,0.00348,-0.00185
2006-08-29,0.00208,-0.00681,0.00035,8e-05,0.00104,0.00048
2006-08-30,0.00044,0.01124,0.00242,0.00486,0.00192,0.00079
2006-08-31,-0.00033,0.00918,0.00159,0.00317,0.0044,0.00274
2006-09-01,0.00552,-0.01136,0.00083,0.00032,0.00085,-0.0009
2006-09-05,0.00176,0.00344,-0.0031,0.00158,-0.00692,-0.00401
2006-09-06,-0.00978,-0.00631,-0.00076,-0.00207,-0.00253,-0.00154
2006-09-07,-0.00477,0.00012,0.00104,-0.00098,0.0018,-0.00095
2006-09-08,0.00378,-0.01121,0.00138,0.00138,0.00274,-0.00011
2006-09-11,0.00053,-0.02084,-0.00166,-0.00354,-0.0029,-0.00324
2006-09-12,0.01041,-0.02032,0.00214,0.00122,0.00485,0.00255
2006-09-13,0.00405,0.00232,0.00096,0.00252,0.0011,0.00159
2006-09-14,-0.0013,-0.00794,-0.00131,-0.0011,-0.00239,0.00021
2006-09-15,0.00272,-0.00345,-0.00028,0.00126,-3e-05,-0.00308
2006-09-18,0.00101,0.00876,-0.00069,-0.00041,-0.0012,-0.00032
2006-09-19,-0.00216,-0.01344,0.00475,0.00077,0.00891,0.00255
2006-09-20,0.00522,-0.00937,0.00075,0.00032,0.0019,-0.00234
2006-09-21,-0.00519,0.01616,0.0052,-0.00411,0.00859,0.0053
2006-09-22,-0.00247,-0.00705,0.00293,0.00147,0.00585,0.00406
2006-09-25,0.00878,0.0012,0.00299,0.00223,0.00597,0.00316
2006-09-26,0.00751,0.00189,-0.00197,0.00263,-0.00165,-0.0011
2006-09-27,0.00038,0.0125,-0.00027,0.00182,-0.0023,-5e-05
2006-09-28,0.00193,0.01484,-0.00122,0.00085,-0.00399,-0.00074
2006-09-29,-0.00246,-0.00024,-0.00041,-0.00105,0.00046,0.00058
2006-10-02,-0.00337,-0.00805,0.00061,0.0023,0.00058,-0.001
2006-10-03,0.0021,-0.01937,0.00034,-0.00174,0.00114,-0.00084
2006-10-04,0.01223,0.00372,0.00394,0.00411,0.00472,0.00252
2006-10-05,0.0025,0.00631,-0.00278,0.00157,-0.00545,-0.00174
2006-10-06,-0.00269,0.00018,-0.00525,-0.00193,-0.01053,-0.00554
2006-10-10,0.00287,-0.00737,-0.00356,-0.00089,-0.00514,-0.00329
2006-10-11,-0.00246,-0.00233,-0.00137,-0.00117,-0.00441,-0.00346
2006-10-12,0.00951,0.01044,0.00069,0.00218,0.00053,0.00011
2006-10-13,0.00204,0.01838,-0.00137,0.0002,-0.00323,-0.00123
2006-10-16,0.00253,0.01232,0.00124,0.00301,0.00273,0.00155
2006-10-17,-0.00367,-0.00324,0.0013,0.00012,0.00147,-0.00123
2006-10-18,0.00149,-0.01007,0.00116,0.00292,0.00203,-0.00021
2006-10-19,0.00077,0.00926,-0.00103,0.00064,-0.00191,-0.00176
2006-10-20,0.00121,-0.00824,0.00014,-0.00056,0.00059,-5e-05
2006-10-23,0.00615,-0.00214,-0.00233,-0.00292,-0.00539,-0.00267
2006-10-24,0.00026,0.00678,0.00048,0.00096,0.00053,0.00145
2006-10-25,0.00353,0.01748,0.00384,0.0038,0.00642,0.00549
2006-10-26,0.00496,-0.00683,0.00239,0.00418,0.00737,0.00382
2006-10-27,-0.00835,0.00907,0.00436,0.00179,0.00575,0.00228
2006-10-30,0.00046,-0.01535,0.00054,-0.00052,0.00154,-0.00111
2006-10-31,1e-05,-0.00216,0.004,0.00222,0.00907,0.00523
2006-11-01,-0.00725,0.00615,0.00277,0.00324,0.00551,0.00305
2006-11-02,-7e-05,0.00266,-0.00209,-0.00118,-0.00453,-0.00247
2006-11-03,-0.00216,0.01026,-0.00664,-0.00277,-0.01239,-0.00512
2006-11-06,0.01132,0.01151,0.00095,0.00115,0.00191,0.00296
2006-11-07,0.00224,-0.00596,0.00366,0.0021,0.00519,0.00227
2006-11-08,0.00232,0.00294,0.00156,0.00118,0.00394,0.00294
2006-11-09,-0.00513,0.01209,0.00074,0.00055,-9e-05,0.00079
2006-11-10,0.00186,-0.0197,0.00243,0.00095,0.00508,0.00115
2006-11-13,0.00278,-0.0075,-0.00067,-0.00047,-0.00131,-0.00241
2006-11-14,0.00645,8e-05,0.00296,0.00276,0.00561,0.00184
2006-11-15,0.00263,0.00599,-0.00242,-8e-05,-0.00509,-0.00336
2006-11-16,0.00231,-0.01798,-0.0025,-0.00169,-0.00484,-0.00532
2006-11-17,0.00104,0.00325,0.00337,0.00016,0.00594,0.00269
2006-11-20,-0.00048,0.00085,0.00121,4e-05,0.00164,0.00016
2006-11-21,0.0017,0.01474,0.00121,0.00173,0.00266,0.00116
2006-11-22,0.00242,-0.0048,0.00094,-0.00043,0.00082,0.00074
2006-11-24,-0.00356,0.00914,0.00141,0.00063,0.00286,0.00341
2006-11-27,-0.01369,0.00895,0.00167,-0.00323,0.00205,0.00121
2006-11-28,0.00369,0.00201,0.00114,0.00138,0.00288,0.00188
2006-11-29,0.0096,0.01149,-0.0002,0.00275,-0.00189,-0.00063
2006-11-30,0.00084,0.01225,0.0034,0.00404,0.00768,0.00537
2006-12-01,-0.00281,0.00498,0.00126,-0.00129,0.00232,0.00379
2006-12-04,0.00887,-0.00994,0.00153,0.00235,-0.00021,-0.00114
2006-12-05,0.00403,-0.00097,-0.00027,0.00238,-0.00211,-0.00026
2006-12-06,-0.00106,-0.01356,-0.00186,0.00132,-0.00403,-0.00322
2006-12-07,-0.00395,-0.00058,-7e-05,0.00121,-0.00078,-0.0012
2006-12-08,0.00183,-0.00713,-0.0032,0.00012,-0.00742,-0.00423
2006-12-11,0.00228,-0.00306,0.0014,0.00217,0.00457,0.0024
2006-12-12,-0.00102,-0.00208,0.00193,0.00023,0.00288,0.0012
2006-12-13,0.00135,0.00088,-0.00467,-0.00023,-0.01071,-0.0056
2006-12-14,0.00872,0.01467,-0.00154,0.00043,-0.0027,-0.00031
2006-12-15,0.00113,-0.00023,-7e-05,0.00077,0.00021,-0.00452
2006-12-18,-0.00324,-0.01423,0.0006,-0.00085,0.00061,-0.00237
2006-12-19,0.0022,0.00917,-0.00027,0.00093,-0.00152,-0.00037
2006-12-20,-0.00139,0.00437,0.0,0.0019,9e-05,-0.00053
2006-12-21,-0.00345,-0.00513,0.00241,0.00085,0.00487,0.00169
2006-12-22,-0.00519,0.00256,-0.00348,-0.00251,-0.00877,-0.00455
2006-12-26,0.00435,-0.0095,0.00127,0.00023,0.00426,0.00027
2006-12-27,0.0072,-0.00446,-0.00248,0.00054,-0.00593,-0.00425
2006-12-28,-0.00143,0.00346,-0.00235,-0.00186,-0.0041,-0.00048
2006-12-29,-0.0045,0.00306,-7e-05,-0.00081,0.00055,5e-05
2007-01-03,-0.00101,-0.03385,0.00282,0.00592,0.00586,0.00346
2007-01-04,0.00123,-0.02538,0.00328,-0.00042,0.00553,0.00058
2007-01-05,-0.00611,0.00244,-0.00161,-0.00348,-0.00224,-0.00138
2007-01-08,0.00253,-0.00132,0.0002,-0.00043,0.00036,-0.00085
2007-01-09,-0.00051,-0.00499,0.00027,-0.00217,0.00012,-0.00032
2007-01-10,0.00206,-0.01396,-0.00147,-0.00066,-0.00368,-0.00245
2007-01-11,0.00633,-0.01296,-0.00302,-4e-05,-0.007,-0.00422
2007-01-12,0.00484,0.02035,-0.00222,-8e-05,-0.00486,-0.00236
2007-01-16,0.00082,-0.02126,0.00209,0.0021,0.00262,0.00172
2007-01-17,-0.00081,0.01299,-0.00175,0.00151,-0.00468,-0.00134
2007-01-18,-0.00295,-0.00816,0.00188,-0.00124,0.0049,0.00241
2007-01-19,0.0029,0.01578,-0.00094,0.00128,-0.00169,0.00086
2007-01-22,-0.00527,-0.00178,0.00134,-0.00031,0.00227,0.00192
2007-01-23,0.00353,0.02957,-0.00209,-0.00097,-0.00681,0.00037
2007-01-24,0.00849,-0.00369,-7e-05,-0.00019,-0.00121,0.00123
2007-01-25,-0.01133,-0.00889,-0.00331,-0.00365,-0.00696,-0.00416
2007-01-26,-0.00121,0.00876,-0.00074,-0.00257,-0.0019,-0.00048
2007-01-29,-0.00099,-0.02068,-0.00041,-0.00141,-0.00131,-0.00161
2007-01-30,0.00577,0.0267,0.00101,0.00148,0.00178,0.00294
2007-01-31,0.00669,0.01344,0.00324,0.00238,0.00799,0.00501
2007-02-01,0.00558,-0.0062,7e-05,0.00369,-0.00136,-0.00272
2007-02-02,0.00169,0.01197,0.00074,0.00108,0.00077,0.00128
2007-02-05,-0.00087,-0.00431,0.00141,0.00077,0.00257,0.0008
2007-02-06,0.00071,-0.00243,0.00302,0.00321,0.00542,0.00064
2007-02-07,0.0018,-0.01119,0.00187,-0.00131,0.00255,0.00117
2007-02-08,-0.00116,0.02326,0.0008,8e-05,0.0019,0.00032
2007-02-09,-0.00706,0.00455,-0.00274,-0.00112,-0.00719,-0.00293
2007-02-12,-0.00322,-0.01901,-0.00087,-0.00046,-0.00167,-0.00261
2007-02-13,0.00775,0.01914,-0.0006,0.00147,-0.00189,0.00032
2007-02-14,0.00786,-0.01402,0.00549,0.00547,0.01,0.00554
2007-02-15,0.00114,-0.00096,0.00227,0.00165,0.00303,5e-05
2007-02-16,-0.00085,0.01755,0.00093,0.00058,0.0022,0.00202
2007-02-20,0.00285,-0.01192,0.00133,0.00023,0.00198,0.00101
2007-02-21,-0.00135,0.0213,-0.00047,0.00092,-0.00137,0.00185
2007-02-22,-0.00062,0.01581,-0.00166,-0.00015,-0.00498,-0.00085
2007-02-23,-0.00346,0.00511,0.00266,0.00187,0.00622,0.00417
2007-02-26,-0.00113,0.00047,0.00292,0.00046,0.00706,0.00405
2007-02-27,-0.03525,-0.00391,0.00416,-0.00352,0.01362,0.0096
2007-02-28,0.00584,0.00307,0.00145,0.00199,-0.00412,-0.0026
2007-03-01,-0.00258,-0.00556,-0.00046,-0.00092,-0.00141,0.00042
2007-03-02,-0.01147,-0.01101,0.00112,-0.00069,0.00383,0.00234
2007-03-05,-0.00941,-0.01413,0.00046,-0.00184,0.00063,-0.00088
2007-03-06,0.01542,0.00668,-0.00099,0.00215,-0.00072,-0.00083
2007-03-07,-0.00218,0.01399,0.00132,0.00184,0.0031,0.00125
2007-03-08,0.00717,0.00047,0.00039,0.00191,-0.00158,-0.00073
2007-03-09,0.00068,-0.01563,-0.00362,-0.00027,-0.00928,-0.00579
2007-03-12,0.00271,-0.00936,0.00204,0.00191,0.00423,0.00167
2007-03-13,-0.0203,-0.00587,0.00151,-0.00118,0.00517,0.00536
2007-03-14,0.00674,0.00066,-0.00066,0.0005,-0.00445,-0.00052
2007-03-15,0.00372,-0.0039,-0.00105,0.00103,0.00027,0.00031
2007-03-16,-0.00384,0.00242,-0.00053,-8e-05,-0.00039,0.00073
2007-03-19,0.01084,0.00078,-0.00145,0.00103,-0.00276,-0.00135
2007-03-20,0.00632,-0.00214,0.00046,0.00106,0.00171,0.00068
2007-03-21,0.01696,0.00195,0.00138,0.00228,0.00212,0.00492
2007-03-22,-0.00035,0.01924,-0.00178,-4e-05,-0.01103,-0.0043
2007-03-23,0.0011,-0.00042,-0.00244,-0.00019,-0.00221,-0.00078
2007-03-26,0.00096,0.00532,0.00099,0.0008,0.00203,0.00373
2007-03-27,-0.00619,0.00173,-0.00086,-0.00027,-0.00294,-0.00078
2007-03-28,-0.00778,0.01163,-0.00046,-0.00053,-0.00246,-0.00119
2007-03-29,0.00378,0.0179,-0.0006,-8e-05,0.00027,-0.00031
2007-03-30,-0.00116,-0.01186,-0.00099,0.00106,-0.00176,-0.00156
2007-04-02,0.0026,-0.00904,-7e-05,0.00027,0.00097,0.00021
2007-04-03,0.00943,-0.00784,-0.00046,0.00106,-0.00152,-0.00343
2007-04-04,0.00112,0.01095,0.00066,0.00098,0.00061,0.00255
2007-04-05,0.00334,0.00372,-0.00146,0.00019,-0.00271,-0.0001
2007-04-09,0.00059,-0.01191,-0.00246,-0.00185,-0.0064,-0.00448
2007-04-10,0.00263,0.01311,0.0,0.0003,0.0019,0.00224
2007-04-11,-0.00648,-0.00075,7e-05,0.00053,-0.00104,-0.00052
2007-04-12,0.0062,0.00648,0.00027,-0.00208,0.00067,-5e-05
2007-04-13,0.00348,0.00557,-0.00113,-0.00175,-0.00218,-0.00282
2007-04-16,0.01071,-0.01024,0.0016,0.00247,0.00506,0.00245
2007-04-17,0.00205,-0.01076,0.00246,0.00212,0.00598,0.00115
2007-04-18,0.0007,0.00139,0.00172,0.00234,0.00394,0.00187
2007-04-19,-0.00118,-0.00102,0.00086,0.0003,-0.00215,-5e-05
2007-04-20,0.00925,0.00677,0.0,0.00166,-0.00082,0.00052
2007-04-23,-0.00229,0.01002,0.00152,0.00049,0.00276,0.00285
2007-04-24,-0.00035,-0.01313,0.00191,0.0015,0.00324,0.00192
2007-04-25,0.01018,0.01855,-0.00105,0.00056,-0.00321,0.00026
2007-04-26,-0.00069,-0.00802,-0.00172,-0.00222,-0.0048,-0.0029
2007-04-27,-9e-05,0.00698,-0.00086,-0.00056,-0.00216,5e-05
2007-04-30,-0.00786,-0.00835,0.00337,0.00053,0.01001,0.00533
2007-05-01,0.00266,0.0002,0.00053,0.00053,0.00048,-0.00046
2007-05-02,0.00656,-0.00732,-0.00013,0.00011,-0.00012,-0.0001
2007-05-03,0.0046,0.00321,-0.00119,-0.00166,-0.00287,-0.00253
2007-05-04,0.00217,-0.00032,0.00125,-0.00083,0.00489,0.00026
2007-05-07,0.0026,-0.00762,0.00092,0.00124,0.00178,-0.0001
2007-05-08,-0.00109,-0.00527,0.00026,0.00214,-0.00108,0.00093
2007-05-09,0.00348,-0.00478,-0.00138,-0.00026,-0.00489,-0.003
2007-05-10,-0.01389,-0.00524,0.00072,-0.00124,0.00199,0.00264
2007-05-11,0.00969,0.01476,-0.00072,-0.00041,-0.00281,-0.00217
2007-05-14,-0.00173,-0.00494,0.0002,-0.00064,-0.0013,-0.00078
2007-05-15,-0.00121,0.01127,-0.00086,0.00026,-0.00243,-0.00332
2007-05-16,0.00888,-0.00614,-0.00013,0.00271,0.00109,-0.00026
2007-05-17,-0.00083,0.00569,-0.00185,-0.0009,-0.00517,-0.00177
2007-05-18,0.00659,-0.00504,-0.00265,-0.00068,-0.006,-0.00287
2007-05-21,0.00155,0.01276,7e-05,-0.00038,0.00257,0.00298
2007-05-22,-0.00065,-0.01581,-0.00152,-0.0006,-0.00537,-0.0036
2007-05-23,-0.00119,0.00503,-0.00173,-0.00083,-0.00379,-0.00058
2007-05-24,-0.00963,-0.00386,-0.00033,-0.00302,0.00077,0.00167
2007-05-25,0.00545,0.0091,-0.0002,0.00049,-0.00022,-0.00052
2007-05-29,0.00169,-0.01923,-0.00033,-0.00151,-0.00046,-0.00136
2007-05-30,0.00832,0.00882,-7e-05,-0.00053,0.00053,0.00079
2007-05-31,0.00028,0.00607,-0.00073,0.00095,0.00065,0.00105
2007-06-01,0.00373,0.00907,-0.00273,-0.00136,-0.00672,-0.00372
2007-06-04,0.00188,0.00761,0.0006,0.00045,0.0053,0.00309
2007-06-05,-0.00532,-0.00175,-0.00194,-0.00315,-0.00583,-0.00393
2007-06-06,-0.00865,-0.00272,-0.00027,-0.00308,-0.0019,0.00131
2007-06-07,-0.01768,0.00733,-0.00577,-0.01034,-0.01525,-0.00779
2007-06-08,0.01131,-0.01965,-0.0033,-0.00258,-0.00196,-0.00037
2007-06-11,0.00098,0.01919,0.00115,-0.00135,-0.00238,-0.00037
2007-06-12,-0.01074,-0.00347,-0.00236,-0.00675,-0.01472,-0.00621
2007-06-13,0.01531,0.01098,-0.00101,0.00093,0.01023,0.00504
2007-06-14,0.00487,0.00893,0.0002,0.00376,-0.00294,-0.00207
2007-06-15,0.0065,0.00457,0.00088,0.00525,0.00514,0.00196
2007-06-18,-0.00121,0.00202,0.00115,0.003,0.00181,0.00185
2007-06-19,0.00175,-0.00903,0.00249,0.00349,0.00687,0.00406
2007-06-20,-0.01368,-0.00016,-0.00067,-0.00245,-0.00468,-0.00258
2007-06-21,0.00638,-0.00836,-0.00094,-0.00438,-0.00633,-0.00137
2007-06-22,-0.01297,-0.00215,0.00047,-0.00135,0.00385,0.00422
2007-06-25,-0.00322,-0.00016,0.00215,-0.00027,0.00836,0.00336
2007-06-26,-0.0032,-0.0126,-0.00027,-0.00247,-0.00328,-0.00342
2007-06-27,0.00917,-0.00332,0.00101,4e-05,0.00495,0.00221
2007-06-28,-0.0004,0.00051,-0.00067,0.0017,-0.00388,-0.00273
2007-06-29,-0.00156,0.00162,0.00141,-0.0012,0.0129,0.00593
2007-07-02,0.01065,0.0083,0.00201,0.00432,0.00352,0.00267
2007-07-03,0.00378,-0.0049,-0.0006,0.00073,-0.00608,-0.00377
2007-07-05,0.00036,0.00779,-0.00268,-0.00297,-0.01091,-0.00468
2007-07-06,0.00358,0.00777,-0.00269,-0.001,-0.00596,-0.00274
2007-07-09,0.00093,-0.00034,0.00067,0.00127,0.00463,0.004
2007-07-10,-0.01429,0.00875,0.00524,0.00035,0.01573,0.00744
2007-07-11,0.00583,-0.00071,-0.00188,-0.00042,-0.00631,-0.00335
2007-07-12,0.01889,0.00208,-0.00235,0.00112,-0.00374,-0.00262
2007-07-13,0.0031,0.0019,0.00061,-0.00019,0.00264,0.00021
2007-07-16,-0.00192,-0.01657,0.00235,0.00166,0.00875,0.00362
2007-07-17,-0.0001,-0.00726,-7e-05,0.00012,-0.00455,-0.00267
2007-07-18,-0.00196,0.01235,0.00121,-0.00104,0.00794,0.00622
2007-07-19,0.00448,0.00202,-0.00067,0.00185,-0.00199,0.00042
2007-07-20,-0.01229,-0.00069,0.00127,-0.00135,0.0069,0.00271
2007-07-23,0.00488,-0.00652,0.0002,-0.00177,0.00025,-0.00177
2007-07-24,-0.02,-0.00292,7e-05,-0.0051,0.00052,0.00359
2007-07-25,0.00467,0.00489,0.00047,-0.0007,0.00504,0.00352
2007-07-26,-0.02361,-0.00897,0.00087,-0.01371,0.01068,0.00582
2007-07-27,-0.01597,0.00854,-0.0006,0.00098,-0.00094,-0.00041
2007-07-30,0.01022,-0.00675,0.0,0.00122,-0.00116,0.00087
2007-07-31,-0.01272,0.00755,0.00054,0.00353,0.00609,0.00344
2007-08-01,0.00728,-0.00763,0.00033,-0.00031,0.00091,-0.00179
2007-08-02,0.00459,0.0034,7e-05,0.00344,0.00151,-0.00041
2007-08-03,-0.02688,-0.00774,0.00154,0.00265,0.00385,0.00123
2007-08-06,0.02388,-0.01882,-0.00013,-0.00078,-0.00506,-0.00421
2007-08-07,0.00618,0.00772,-0.00033,0.00272,0.00075,0.00087
2007-08-08,0.01431,-0.00106,-0.00134,0.00577,-0.01551,-0.0066
2007-08-09,-0.0299,-0.00755,0.001,-0.00495,0.00025,0.00325
2007-08-10,0.00038,-0.00127,-0.00027,-0.0014,0.0019,0.00129
2007-08-13,-0.00035,-0.00187,0.0006,0.00225,0.00098,0.00072
2007-08-14,-0.01821,0.0013,0.00113,-0.00423,0.00345,0.00231
2007-08-15,-0.01372,0.00681,0.00027,-0.00538,-0.00274,-0.00087
2007-08-16,0.00328,-0.02474,0.00027,-0.01216,0.01211,0.0062
2007-08-17,0.02427,0.01029,-0.00107,0.00513,-0.00994,-0.00138
2007-08-20,-0.00027,-0.00467,-0.0022,-0.00162,0.00504,0.00066
2007-08-21,0.00109,-0.00432,0.0002,0.00106,0.0036,0.00388
2007-08-22,0.0117,0.00652,7e-05,0.00593,-0.00139,-0.00158
2007-08-23,-0.00106,0.00228,0.00053,0.00239,0.00459,0.00127
2007-08-24,0.01157,0.01017,0.00027,0.00191,0.00325,-0.00133
2007-08-27,-0.00853,0.00279,0.00194,0.00347,0.00515,0.00133
2007-08-28,-0.0237,-0.00911,0.00253,-0.00109,0.00116,0.00244
2007-08-29,0.02194,0.00771,-0.00067,0.00229,-0.00266,-0.00153
2007-08-30,-0.00413,-0.00125,0.00173,0.0014,0.00807,0.00447
2007-08-31,0.01117,0.00403,-0.00047,0.00348,-0.00092,-0.00162
2007-09-04,0.01043,0.01106,7e-05,0.00154,-0.00024,-0.00025
2007-09-05,-0.0111,-0.0021,0.00279,-0.00012,0.00881,0.00542
2007-09-06,0.00442,0.00204,-0.00073,0.00093,-0.00221,-0.00177
2007-09-07,-0.01705,0.00218,0.00503,0.00062,0.01403,0.01121
2007-09-10,-0.00124,0.00244,0.00283,0.001,0.00724,0.00305
2007-09-11,0.01354,0.00736,-0.00072,0.00315,-0.00052,0.0005
2007-09-12,0.00032,0.01197,-0.00185,0.00169,-0.00518,-0.0012
2007-09-13,0.00845,-0.00395,-0.00158,0.00264,-0.00778,-0.0039
2007-09-14,0.00021,-0.00252,-0.0002,0.00244,0.00248,0.00195
2007-09-17,-0.00513,0.00783,0.00033,0.00019,0.00149,0.0015
2007-09-18,0.0288,0.00407,0.00079,0.00657,-0.00532,0.00214
2007-09-19,0.0061,0.01175,0.0004,0.00423,-0.00901,-0.00364
2007-09-20,-0.00653,0.01303,-0.00317,-0.00419,-0.01694,-0.00909
2007-09-21,0.0046,0.00666,0.00053,0.00348,0.00686,0.00161
2007-09-24,-0.00527,0.00034,0.00172,-0.00075,0.00248,-0.00101
2007-09-25,-0.00032,-0.00855,0.00079,0.00038,-0.00149,-0.00126
2007-09-26,0.00558,0.00063,0.00079,-0.00026,-0.00087,0.00187
2007-09-27,0.00393,0.02259,0.0027,0.00136,0.00839,0.00452
2007-09-28,-0.00301,-0.00599,0.00125,-0.00049,0.00083,0.0016
2007-10-01,0.01321,-0.00406,0.00033,0.00237,0.00463,0.0009
