DATE,SPXT,DBLCIX,IBOXIG,JPEICORE,LT11TRUU,LBUTTRUU
2000-04-28,-0.00851,0.00224,0.00093,0.00516,0.00412,0.00122
2000-05-01,0.01084,0.01086,-0.00208,0.00135,-0.00112,0.00096
2000-05-02,-0.01506,0.02378,-0.00083,-0.00126,-0.00677,0.00043
2000-05-03,-0.02169,-0.00451,-0.00992,-0.01135,-0.01125,-0.00035
2000-05-04,-0.00389,0.00553,-0.004,-0.00936,-0.00992,-0.00139
2000-05-05,0.01624,0.0,-0.00338,-0.00861,-0.0023,-0.00585
2000-05-08,-0.00583,0.01291,-0.00339,-0.00766,-0.00725,-0.00053
2000-05-09,-0.00843,0.01461,0.00011,9e-05,0.00588,-0.00175
2000-05-10,-0.02057,0.00424,0.00223,-0.00639,0.00668,9e-05
2000-05-11,0.01794,0.02175,-0.00042,0.00198,0.00234,-0.00158
2000-05-12,0.00932,0.00735,-0.00425,-0.01079,-0.00766,-0.00308
2000-05-15,0.02188,0.00444,0.00202,0.00872,0.00631,0.0015
2000-05-16,0.00939,-0.00062,0.00477,0.00386,0.00544,0.00167
2000-05-17,-0.01243,-0.00236,-0.00445,-0.00019,-0.00607,-0.00106
2000-05-18,-0.00729,0.01552,-0.00415,0.00113,-0.00941,-0.00291
2000-05-19,-0.02124,-0.00494,0.00245,-0.01028,0.00246,0.00035
2000-05-22,-0.00444,-0.02048,0.00477,-0.00695,0.00772,0.0022
2000-05-23,-0.01935,-0.00307,-0.00011,0.0021,-0.0001,0.00141
2000-05-24,0.01822,0.01875,0.00148,0.00627,-0.00229,0.00167
2000-05-25,-0.01258,0.00619,0.00537,0.0052,0.0116,0.00175
2000-05-26,-0.00246,-0.01332,0.00283,0.00094,0.00519,0.00035
2000-05-30,0.03183,-0.00068,-0.00252,0.0075,-0.00467,0.0014
2000-05-31,-0.00111,-0.0212,0.00451,0.00791,0.01014,0.00218
2000-06-01,0.01968,0.02311,0.00958,0.01271,0.00837,0.00262
2000-06-02,0.01945,0.00259,0.0065,0.01508,0.00247,0.00304
2000-06-05,-0.00653,-0.0114,0.00523,-0.00289,0.00417,-0.00017
2000-06-06,-0.00668,0.00408,-0.00154,-0.00335,-0.00035,0.00026
2000-06-07,0.00935,0.00096,-0.00021,0.0048,0.00331,0.00035
2000-06-08,-0.00658,-0.00374,-0.00164,0.00189,0.0016,0.00017
2000-06-09,-0.00324,0.00453,0.00441,0.00557,-0.00065,0.00078
2000-06-12,-0.00753,0.01818,0.00357,-0.0017,0.0024,0.00087
2000-06-13,0.0162,0.01393,-0.00133,0.0043,-0.00806,0.00087
